Free State: Dihlabeng(FS192) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Gains on disposal of PPE,,0,0,3180000,3180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180000,-3180000,-100,3180000
Total Revenue (excl. capital transfers and contributions),,566443757,0,602996363,602996363,103694771,40285746,36070635,180051152,65938063,35782786,76436897,178157746,39000472,37143242,37025712,113169426,37189883,34715802,69967821,141873506,613251830,602996363,10255467,1.7007510541153963,602996363
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,172724656,0,176073980,176073980,14300371,15159358,14220534,43680263,13935225,14104899,-15558334,12481790,14356937,13999671,14501622,42858230,13811653,14367703,14251625,42430981,141451264,176073980,-34622716,-19.66,176073980
Remuneration of councillors,,12738779,0,12429344,12429344,1085399,1085399,1085399,3256197,1085399,1085399,-1023271,1147527,1023271,1104291,1104733,3232295,1703028,1178831,1172128,4053987,11690006,12429344,-739338,-5.95,12429344
Debt impairment,,107162509,0,16274904,16274904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16274904,-16274904,-100,16274904
Depreciation and asset impairment,,67657047,0,74590080,74590080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74590080,-74590080,-100,74590080
Finance charges,,14606264,0,10432891,10432891,522654,696036,1994244,3212934,631320,636012,-2976318,-1708986,1409857,2221055,-615214,3015698,721929,4493507,1277880,6493316,11012962,10432891,580071,5.56,10432891
Bulk purchases,,115933357,0,126539838,126539838,8407142,0,35809766,44216908,9637595,21929825,33710615,65278035,8516352,16341764,-4825711,20032405,0,31522752,10805513,42328265,171855613,126539838,45315775,35.81,126539838
Other Materials,,16202701,0,22818712,22818712,3509597,3227461,2721154,9458212,512140,1472979,2837131,4822250,1598134,1436927,1861347,4896408,2021137,1244491,1084905,4350533,23527403,22818712,708691,3.11,22818712
Contracted services,,2587729,0,32604253,32604253,1973842,1055697,1111990,4141529,1181230,1181977,-109524,2253683,896076,871834,982715,2750625,1172480,1213753,1126713,3512946,12658783,32604253,-19945470,-61.17,32604253
Transfers and grants,,73196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,129079543,0,131231644,131231644,12285243,6778361,11923908,30987512,4795799,7533542,-8714357,3614984,8810149,8110210,7710380,24630739,5505584,11875138,7062505,24443227,83676462,131231644,-47555182,-36.24,131231644
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,711888585,0,602995646,602995646,42084248,28002312,68866995,138953555,31778708,47944633,8165942,87889283,36610776,44085752,20719872,101416400,24935811,65896175,36781269,127613255,455872493,602995646,-147123153,-24.398709008257086,602995646
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-145444828,0,717,717,61610523,12283434,-32796360,41097597,34159355,-12161847,68270955,90268463,2389696,-6942510,16305840,11753026,12254072,-31180373,33186552,14260251,157379337,717,157378620,21949598.32635983,717
Transfers recognised - capital,,73196000,0,72103000,72103000,12363000,0,1178686,13541686,2754046,17262000,2750000,22766046,0,434144,14332825,14766969,1505918,0,0,1505918,52580619,72103000,-19522381,-27.08,72103000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-72248828,0,72103717,72103717,73973523,12283434,-31617674,54639283,36913401,5100153,71020955,113034509,2389696,-6508366,30638665,26519995,13759990,-31180373,33186552,15766169,209959956,72103717,137856239,191.19158447823153,72103717
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-72248828,0,72103717,72103717,73973523,12283434,-31617674,54639283,36913401,5100153,71020955,113034509,2389696,-6508366,30638665,26519995,13759990,-31180373,33186552,15766169,209959956,72103717,137856239,191.19158447823153,72103717
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-72248828,0,72103717,72103717,73973523,12283434,-31617674,54639283,36913401,5100153,71020955,113034509,2389696,-6508366,30638665,26519995,13759990,-31180373,33186552,15766169,209959956,72103717,137856239,191.19158447823153,72103717
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-72248828,0,72103717,72103717,73973523,12283434,-31617674,54639283,36913401,5100153,71020955,113034509,2389696,-6508366,30638665,26519995,13759990,-31180373,33186552,15766169,209959956,72103717,137856239,191.19158447823153,72103717
