Kwazulu-Natal: eDumbe(KZN261) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other own revenue,,987270,0,5052258,5547987,90120,135993,87828,313941,88522,78973,7138,174633,19528,-446496,915005,488037,251484,42475,45319,339278,1315889,5052264,-3736375,-73.95,5547987
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,1500000,0,8500000,10000000,1500000,0,0,1500000,0,0,0,0,11500000,,11500000,0,0
Total Revenue (excl. capital transfers and contributions),,69774654,0,92441285,94403399,21753456,2202837,4540799,28497092,4195754,13498144,10923583,28617481,2891705,4924452,20738945,28555102,2550646,602032,2412157,5564835,91234510,92441292,-1206782,-1.3054577385179775,94403399
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,27988855,0,35788701,36195000,2572950,2850349,2898633,8321932,2612410,3021141,2615017,8248568,2626661,2632775,2921090,8180526,2717544,2574833,2583206,7875583,32626609,35788704,-3162095,-8.84,36195000
Remuneration of councillors,,4450998,0,4630391,4630391,370581,370581,370581,1111743,370308,343461,362325,1076094,362471,362577,362502,1087550,584070,396190,396190,1376450,4651837,4630392,21445,0.46,4630391
Debt impairment,,16807525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Depreciation and asset impairment,,7427736,0,3106349,3869841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106344,-3106344,-100,3869841
Finance charges,,560119,0,150000,150000,69,12161,26632,38862,49941,0,56938,106879,13596,0,34485,48081,766,13193,105780,119739,313561,150000,163561,109.04,150000
Bulk purchases,,13621753,0,15800000,15800000,15726,2009006,1831335,3856067,1071522,1119924,1030979,3222425,1066558,1004348,948471,3019377,78864,1033973,1069519,2182356,12280225,15800004,-3519779,-22.28,15800000
Other Materials,,3645798,0,2463335,2113335,0,0,0,0,0,72237,0,72237,0,77723,0,77723,0,0,0,0,149960,2463336,-2313376,-93.91,2113335
Contracted services,,1834104,0,2776200,2120250,128540,128540,128540,385620,133714,136460,261040,531214,132500,132500,128540,393540,128540,128540,128540,385620,1695994,2776200,-1080206,-38.91,2120250
Transfers and grants,,3781428,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200004,-200004,-100,0
Other expenditure,,17871636,0,25696308,29440100,3413190,3906391,-1646796,5672785,2033616,1973355,2908081,6915052,2000077,1388868,1006910,4395855,1405075,267271,2654311,4326657,21310349,25696303,-4385954,-17.07,29440100
Loss on disposal of PPE,,591761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,98581713,0,90611284,94318917,6501056,9277028,3608925,19387009,6271511,6666578,7234380,20172469,6201863,5598791,5401998,17202652,4914859,4414000,6937546,16266405,73028535,90611287,-17582752,-19.40459360211935,94318917
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-28807059,0,1830001,84482,15252400,-7074191,931874,9110083,-2075757,6831566,3689203,8445012,-3310158,-674339,15336947,11352450,-2364213,-3811968,-4525389,-10701570,18205975,1830005,16375970,894.8593036631047,84482
Transfers recognised - capital,,24047065,0,24198450,34613950,0,0,0,0,0,7041000,0,7041000,0,-3500000,8500000,5000000,0,6053,0,6053,12047053,24198452,-12151399,-50.22,34613950
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-4759994,0,26028451,34698432,15252400,-7074191,931874,9110083,-2075757,13872566,3689203,15486012,-3310158,-4174339,23836947,16352450,-2364213,-3805915,-4525389,-10695517,30253028,26028457,4224571,16.230585624034493,34698432
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-4759994,0,26028451,34698432,15252400,-7074191,931874,9110083,-2075757,13872566,3689203,15486012,-3310158,-4174339,23836947,16352450,-2364213,-3805915,-4525389,-10695517,30253028,26028457,4224571,16.230585624034493,34698432
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-4759994,0,26028451,34698432,15252400,-7074191,931874,9110083,-2075757,13872566,3689203,15486012,-3310158,-4174339,23836947,16352450,-2364213,-3805915,-4525389,-10695517,30253028,26028457,4224571,16.230585624034493,34698432
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-4759994,0,26028451,34698432,15252400,-7074191,931874,9110083,-2075757,13872566,3689203,15486012,-3310158,-4174339,23836947,16352450,-2364213,-3805915,-4525389,-10695517,30253028,26028457,4224571,16.230585624034493,34698432
