Northern Cape: Siyancuma(NC078) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,38717485,0,49141001,44126706,2989868,2969364,3064147,9023379,3021147,4692968,3297845,11011960,3180044,3420754,3425050,10025848,3242171,6653429,3472091,13367691,43428878,49140888,-5712010,-11.62,44126706
Remuneration of councillors,,3388010,0,3571000,3571375,235397,236601,251973,723971,251973,251973,251973,755919,251973,251973,251973,755919,389699,389699,265745,1045143,3280952,3571380,-290428,-8.13,3571375
Debt impairment,,90856,0,11159000,11158500,0,0,0,0,0,0,0,0,0,0,-457127,-457127,0,0,0,0,-457127,11158500,-11615627,-104.1,11158500
Depreciation and asset impairment,,9015047,0,13894000,14306917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13894416,-13894416,-100,14306917
Finance charges,,1673644,0,414000,0,4113,30538,19725,54376,18633,25545,17546,61724,19560,17428,-3923,33065,16064,19525,3949456,3985045,4134210,413676,3720534,899.38,0
Bulk purchases,,28720944,0,32542000,30150000,2771360,6163876,99612,9034848,136360,3486865,0,3623225,290000,6838042,12327212,19455254,108871,114647,3075559,3299077,35412404,32542380,2870024,8.82,30150000
Other Materials,,2206361,0,7759000,6151212,450332,449051,235614,1134997,257176,343135,387093,987404,191005,269355,208717,669077,279510,304524,349676,933710,3725188,7759368,-4034180,-51.99,6151212
Contracted services,,0,0,3700000,1800000,820446,725248,677168,2222862,899933,859339,172406,1931678,440657,0,0,440657,0,0,691389,691389,5286586,3699996,1586590,42.88,1800000
Transfers and grants,,2546254,0,8084000,11817685,3638660,1582655,65960,5287275,55611,61870,67206,184687,71551,44798,506439,622788,5010,6523,111390,122923,6217673,8083685,-1866012,-23.08,11817685
Other expenditure,,19693533,0,18727639,27060657,1228573,2208959,1233707,4671239,1080397,1652028,1015692,3748117,1030268,1404944,2540429,4975641,1816930,1830988,1075980,4723898,18118895,18727344,-608449,-3.25,27060657
Loss on disposal of PPE,,77193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,106129327,0,148991640,150143052,12138749,14366292,5647906,32152947,5721230,11373723,5209761,22304714,5475058,12247294,18798770,36521122,5858255,9319335,12991286,28168876,119147659,148991633,-29843974,-20.030637559358784,150143052
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,649714,0,-14008934,-31990048,10334031,-8264348,482532,2552215,-4018860,968100,-1365732,-4416492,-1760572,-8274168,-14625314,-24660054,-1961304,-5361512,5432565,-1890251,-28414582,-14009033,-14405549,102.83043090840032,-31990048
Transfers recognised - capital,,24191703,0,23022893,31783000,9077000,46,0,9077046,0,809915,0,809915,0,0,2418522,2418522,0,0,0,0,12305483,23022996,-10717513,-46.55,31783000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,4892,0,0,4892,0,0,0,0,0,0,0,0,0,0,0,0,4892,,4892,0,0
Surplus/(Deficit) after capital transfers and contributions,,24841417,0,9013959,-207048,19415923,-8264302,482532,11634153,-4018860,1778015,-1365732,-3606577,-1760572,-8274168,-12206792,-22241532,-1961304,-5361512,5432565,-1890251,-16104207,9013963,-25118170,-278.65845466638814,-207048
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,24841417,0,9013959,-207048,19415923,-8264302,482532,11634153,-4018860,1778015,-1365732,-3606577,-1760572,-8274168,-12206792,-22241532,-1961304,-5361512,5432565,-1890251,-16104207,9013963,-25118170,-278.65845466638814,-207048
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,24841417,0,9013959,-207048,19415923,-8264302,482532,11634153,-4018860,1778015,-1365732,-3606577,-1760572,-8274168,-12206792,-22241532,-1961304,-5361512,5432565,-1890251,-16104207,9013963,-25118170,-278.65845466638814,-207048
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,24841417,0,9013959,-207048,19415923,-8264302,482532,11634153,-4018860,1778015,-1365732,-3606577,-1760572,-8274168,-12206792,-22241532,-1961304,-5361512,5432565,-1890251,-16104207,9013963,-25118170,-278.65845466638814,-207048
