Northern Cape: Thembelihle(NC076) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other expenditure,,11001733,0,9339857,11132195,192768,435006,518131,1145905,410767,618452,1646945,2676164,647854,561720,1022878,2232452,320140,582697,718238,1621075,7675596,9339238,-1663642,-17.81,11132195
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,57229407,0,55137238,65141259,2686072,2467284,3049819,8203175,4428317,3407371,2195716,10031404,3264742,2880076,3988559,10133377,3209104,3671140,3504514,10384758,38752714,55136619,-16383905,-29.715106397800707,65141259
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-20117843,0,-3847539,-14156223,9198806,-1540949,-1857736,5800121,-2794899,-2281841,9047152,3970412,-1351023,-1133716,-1000894,-3485633,-1127507,-356537,1337522,-146522,6138378,-3846920,9985298,-259.56604244434504,-14156223
Transfers recognised - capital,,12031909,0,21088100,12737100,462572,674336,0,1136908,281375,0,63297,344672,0,0,1446169,1446169,1031112,0,1162558,2193670,5121419,21088100,-15966681,-75.71,12737100
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-8085934,0,17240561,-1419123,9661378,-866613,-1857736,6937029,-2513524,-2281841,9110449,4315084,-1351023,-1133716,445275,-2039464,-96395,-356537,2500080,2047148,11259797,17241180,-5981383,-34.69242244440346,-1419123
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-8085934,0,17240561,-1419123,9661378,-866613,-1857736,6937029,-2513524,-2281841,9110449,4315084,-1351023,-1133716,445275,-2039464,-96395,-356537,2500080,2047148,11259797,17241180,-5981383,-34.69242244440346,-1419123
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-8085934,0,17240561,-1419123,9661378,-866613,-1857736,6937029,-2513524,-2281841,9110449,4315084,-1351023,-1133716,445275,-2039464,-96395,-356537,2500080,2047148,11259797,17241180,-5981383,-34.69242244440346,-1419123
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-8085934,0,17240561,-1419123,9661378,-866613,-1857736,6937029,-2513524,-2281841,9110449,4315084,-1351023,-1133716,445275,-2039464,-96395,-356537,2500080,2047148,11259797,17241180,-5981383,-34.69242244440346,-1419123
