Kwazulu-Natal: uMlalazi(KZN284) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Depreciation and asset impairment,,26032179,0,8932280,27075000,744357,744357,744357,2233071,744357,744357,744357,2233071,744357,744357,744357,2233071,16929813,1722989,6165949,24818751,31517964,8932284,22585680,252.85,27075000
Finance charges,,660475,0,714290,714290,0,0,161004,161004,0,0,0,0,0,0,0,0,307892,0,0,307892,468896,714288,-245392,-34.35,714290
Bulk purchases,,38635787,0,41013240,40471590,1228840,3777844,4364455,9371139,3513263,2478388,2738739,8730390,2771294,2789027,2766546,8326867,2857882,2713250,2966035,8537167,34965563,41013240,-6047677,-14.75,40471590
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,21767086,0,26420660,27413040,895676,2543246,1204693,4643615,2171750,1543267,1873901,5588918,2351657,2452232,1569485,6373374,1827795,2120684,2934636,6883115,23489022,26420664,-2931642,-11.1,27413040
Transfers and grants,,2878737,0,3387730,0,189132,253977,192344,635453,661803,191502,370758,1224063,133460,194320,319966,647746,324843,194770,341536,861149,3368411,3387732,-19321,-0.57,0
Other expenditure,,55089982,0,63679830,79421110,1438804,3440624,7465651,12345079,7105248,4972179,6957692,19035119,3793843,3339771,5350926,12484540,5007387,5866733,2745907,13620027,57484765,63679836,-6195071,-9.73,79421110
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,234436300,0,234056420,281688570,11226193,17125433,20531398,48883024,20785233,16830971,21202725,58818929,16441436,16148135,22575060,55164631,40688626,24757050,26776994,92222670,255089254,234056436,21032818,8.986216469603937,281688570
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,19302565,0,49100,-19728640,56801466,-10563535,-3452400,42785531,-12179189,30096339,-10066255,7850895,-7369190,-7195607,1815451,-12749346,-33658461,6469075,-20285201,-47474587,-9587507,49104,-9636611,-19624.90021179537,-19728640
Transfers recognised - capital,,34296267,0,46538210,48721310,0,5083750,3535014,8618764,4068489,3581634,4174372,11824495,1177951,2213625,3219248,6610824,4196409,7991412,10662166,22849987,49904070,46538210,3365860,7.23,48721310
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,53598832,0,46587310,28992670,56801466,-5479785,82614,51404295,-8110700,33677973,-5891883,19675390,-6191239,-4981982,5034699,-6138522,-29462052,14460487,-9623035,-24624600,40316563,46587314,-6270751,-13.46021150736443,28992670
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,53598832,0,46587310,28992670,56801466,-5479785,82614,51404295,-8110700,33677973,-5891883,19675390,-6191239,-4981982,5034699,-6138522,-29462052,14460487,-9623035,-24624600,40316563,46587314,-6270751,-13.46021150736443,28992670
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,53598832,0,46587310,28992670,56801466,-5479785,82614,51404295,-8110700,33677973,-5891883,19675390,-6191239,-4981982,5034699,-6138522,-29462052,14460487,-9623035,-24624600,40316563,46587314,-6270751,-13.46021150736443,28992670
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,53598832,0,46587310,28992670,56801466,-5479785,82614,51404295,-8110700,33677973,-5891883,19675390,-6191239,-4981982,5034699,-6138522,-29462052,14460487,-9623035,-24624600,40316563,46587314,-6270751,-13.46021150736443,28992670
