Western Cape: Hessequa(WC042) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,671996,0,785000,785000,49144,33290,75291,157725,92477,67793,58568,218838,98017,67859,39954,205830,72792,93022,257292,423106,1005499,785000,220499,28.09,785000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,29854615,0,4316357,21953475,988220,985792,1049113,3023125,828859,817633,665165,2311657,611906,1361155,1148980,3122041,756906,780771,775590,2313267,10770090,4316357,6453733,149.52,21953475
Licences and permits,,271996,0,307136,307136,8599,10320,9012,27931,10846,7743,85314,103903,40946,5826,6536,53308,12167,5874,5151,23192,208334,307136,-98802,-32.17,307136
Agency services,,1550001,0,1520959,1520959,94923,119608,167291,381822,123967,100231,183310,407508,140894,153975,143078,437947,142249,118879,120997,382125,1609402,1520959,88443,5.81,1520959
Transfers recognised - operational,,45384930,0,51637048,64128747,11872000,486784,479523,12838307,824085,285744,11415904,12525733,948873,2585507,17230427,20764807,813252,1830960,723431,3367643,49496490,51637048,-2140558,-4.15,64128747
Other own revenue,,6259972,0,3113634,4696246,249882,258307,321097,829286,281805,314995,314756,911556,272840,137861,539689,950390,424154,569551,6392500,7386205,10077437,3113634,6963803,223.66,4696246
Gains on disposal of PPE,,19036133,0,5000000,5000000,880110,151416,0,1031526,4386,439,1000,5825,0,0,499733,499733,43503,15000,783145,841648,2378732,5000000,-2621268,-52.43,5000000
Total Revenue (excl. capital transfers and contributions),,313750138,0,308082179,339101885,98150675,13084218,14727680,125962573,16785495,17109517,26804388,60699400,20867417,19217320,33283007,73367744,17427426,16870319,23357369,57655114,317684831,308082179,9602652,3.1169125170333203,339101885
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,103458938,0,108408389,116041745,7842103,8594187,8330439,24766729,8548076,12046870,10078125,30673071,8934916,8549800,8168502,25653218,8220464,8294213,8111415,24626092,105719110,108408389,-2689279,-2.48,116041745
Remuneration of councillors,,5142522,0,5857571,5857571,449145,459375,402296,1310816,410143,461491,399054,1270688,429906,429173,429906,1288985,955689,482638,484338,1922665,5793154,5857571,-64417,-1.1,5857571
Debt impairment,,24194517,0,3056367,17709756,350130,303467,281025,934622,472273,936831,295638,1704742,287985,267224,516418,1071627,753191,313274,653297,1719762,5430753,3056367,2374386,77.69,17709756
Depreciation and asset impairment,,38698258,0,21794896,21794896,0,0,4853458,4853458,1606888,1595459,1593894,4796241,1594442,1587423,1579122,4760987,1573340,1572342,0,3145682,17556368,21794896,-4238528,-19.45,21794896
Finance charges,,8900365,0,8763154,8763154,0,0,0,0,0,0,4155107,4155107,0,0,0,0,0,17514,4431629,4449143,8604250,8763154,-158904,-1.81,8763154
Bulk purchases,,66968245,0,75204747,75204747,6187354,7119984,7893908,21201246,6507785,3583880,5386150,15477815,7304056,4875246,6796897,18976199,3571262,6031779,5792370,15395411,71050671,75204747,-4154076,-5.52,75204747
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,6894065,0,5939247,6534744,61916,459657,312712,834285,195866,478484,759427,1433777,532060,328333,331551,1191944,283509,441917,667313,1392739,4852745,5939247,-1086502,-18.29,6534744
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,54735788,0,81219757,86818723,3427410,4579440,4869016,12875866,5446779,6686466,5363008,17496253,4284353,4095470,9719346,18099169,9105066,5051501,7017560,21174127,69645415,81219757,-11574342,-14.25,86818723
Loss on disposal of PPE,,2181417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,311174115,0,310244128,338725336,18318058,21516110,26942854,66777022,23187810,25789481,28030403,77007694,23367718,20132669,27541742,71042129,24462521,22205178,27157922,73825621,288652466,310244128,-21591662,-6.959571528135418,338725336
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,2576023,0,-2161949,376549,79832617,-8431892,-12215174,59185551,-6402315,-8679964,-1226015,-16308294,-2500301,-915349,5741265,2325615,-7035095,-5334859,-3800553,-16170507,29032365,-2161949,31194314,-1442.879272360264,376549
Transfers recognised - capital,,16221362,0,20662052,40452830,0,0,507676,507676,873900,1625745,1537068,4036713,0,731444,0,731444,126914,1706614,544447,2377975,7653808,20662052,-13008244,-62.96,40452830
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,18797385,0,18500103,40829379,79832617,-8431892,-11707498,59693227,-5528415,-7054219,311053,-12271581,-2500301,-183905,5741265,3057059,-6908181,-3628245,-3256106,-13792532,36686173,18500103,18186070,98.30253377508222,40829379
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,18797385,0,18500103,40829379,79832617,-8431892,-11707498,59693227,-5528415,-7054219,311053,-12271581,-2500301,-183905,5741265,3057059,-6908181,-3628245,-3256106,-13792532,36686173,18500103,18186070,98.30253377508222,40829379
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,18797385,0,18500103,40829379,79832617,-8431892,-11707498,59693227,-5528415,-7054219,311053,-12271581,-2500301,-183905,5741265,3057059,-6908181,-3628245,-3256106,-13792532,36686173,18500103,18186070,98.30253377508222,40829379
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,18797385,0,18500103,40829379,79832617,-8431892,-11707498,59693227,-5528415,-7054219,311053,-12271581,-2500301,-183905,5741265,3057059,-6908181,-3628245,-3256106,-13792532,36686173,18500103,18186070,98.30253377508222,40829379
