Gauteng: Westonaria(GT483) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,585564184,0,569895964,563973909,32496296,29070493,40388298,101955087,36895317,0,19529886,56425203,36894945,0,32073138,68968083,32073138,11007533,45624654,88705325,316053698,569895916,-253842218,-44.541855955325005,563973909
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-160573490,0,-95639084,58859593,48696109,32075023,5463802,86234934,846048,0,53793044,54639092,-471314,0,29952580,29481266,29952580,63636005,9066044,102654629,273009921,-95638720,368648641,-385.459614055897,58859593
Transfers recognised - capital,,62043000,0,-16760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16760000,16760000,-100,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-98530490,0,-112399084,58859593,48696109,32075023,5463802,86234934,846048,0,53793044,54639092,-471314,0,29952580,29481266,29952580,63636005,9066044,102654629,273009921,-112398720,385408641,-342.894154844468,58859593
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-98530490,0,-112399084,58859593,48696109,32075023,5463802,86234934,846048,0,53793044,54639092,-471314,0,29952580,29481266,29952580,63636005,9066044,102654629,273009921,-112398720,385408641,-342.894154844468,58859593
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-98530490,0,-112399084,58859593,48696109,32075023,5463802,86234934,846048,0,53793044,54639092,-471314,0,29952580,29481266,29952580,63636005,9066044,102654629,273009921,-112398720,385408641,-342.894154844468,58859593
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-98530490,0,-112399084,58859593,48696109,32075023,5463802,86234934,846048,0,53793044,54639092,-471314,0,29952580,29481266,29952580,63636005,9066044,102654629,273009921,-112398720,385408641,-342.894154844468,58859593
