Kwazulu-Natal: eThekwini(ETH) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Remuneration of councillors,,94721024,0,93025720,93025720,7960674,8003463,8183400,24147537,7944025,8071088,8121379,24136492,7952665,7997209,8132007,24081881,9652408,8449021,8274238,26375667,98741577,93025720,5715857,6.14,93025720
Debt impairment,,1618726000,0,569329428,569329428,10873331,10456101,11312167,32641599,10963750,10847099,10965237,32776086,10916075,-5021036,212128318,218023357,10919289,13546156,32895886,57361331,340802373,569329429,-228527056,-40.14,569329428
Depreciation and asset impairment,,1740969000,0,1990224569,1998043575,160209190,157961125,158361402,476531717,164975559,164982558,164328295,494286412,182883260,165252878,130629580,478765718,157916804,155223660,159787150,472927614,1922511461,1990224567,-67713106,-3.4,1998043575
Finance charges,,857206000,0,1177330925,1177330925,100080249,100054292,-86921637,113212904,130435498,130433385,133109132,393978015,34111627,42362027,33693186,110166840,129013962,129868020,74696031,333578013,950935772,1177330927,-226395155,-19.23,1177330925
Bulk purchases,,7839588136,0,8520259310,8519621910,835342392,872314553,690452212,2398109157,650907442,620019504,601378559,1872305505,632324421,467358626,784095908,1883778955,600921475,606019503,898010041,2104951019,8259144636,8520259310,-261114674,-3.06,8519621910
Other Materials,,55654925,0,2604437,2604437,1859259,4512561,4470731,10842551,4924975,4051343,-19108374,-10132056,4770265,5609194,-7766695,2612764,3498620,5069442,8449361,17017423,20340682,2604438,17736244,681,2604437
Contracted services,,3285130673,0,3713755397,3740191380,220261764,318952401,254755758,793969923,300333595,315554401,437240174,1053128170,288621572,295168704,353892926,937683202,309151371,307184710,373913170,990249251,3775030546,3713755398,61275148,1.65,3740191380
Transfers and grants,,166133000,0,205214291,200628891,10583884,23136600,-2380418,31340066,30055830,12435319,9354656,51845805,21229360,10767549,29905695,61902604,8686284,16095769,14796385,39578438,184666913,205214290,-20547377,-10.01,200628891
Other expenditure,,1925007000,0,3227845164,3229291921,195221349,249151723,178043823,622416895,238805167,289339070,220931606,749075843,206731766,196386930,268782644,671901340,185839677,239148736,303439952,728428365,2771822443,3227845163,-456022720,-14.13,3229291921
Loss on disposal of PPE,,656000,0,264607,285007,0,-5248,0,-5248,112133,45577,142869,300579,51908,159599,116121,327628,251344,60254,283274,594872,1217831,264608,953223,360.24,285007
Total Expenditure,,24477521051,0,26853285219,26942593468,2075116156,2284519145,1797516637,6157151938,2098727304,2436053042,2205690675,6740471021,1943212586,1764483561,2352612135,6060308282,1950093341,2036721466,2435837992,6422652799,25380584040,26853285219,-1472701179,-5.484249569426956,26942593468
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-54006871,0,-127910000,-147637089,578549149,357252565,43900489,979702203,-150131039,-269520524,682186594,262535031,-97055879,161385087,1164824732,1229153940,16575871,-147674031,-681972627,-813070787,1658320387,-127909998,1786230385,-1396.4744061679994,-147637089
Transfers recognised - capital,,2041010849,0,3377739831,3406938931,213316,100441261,687405420,788059997,272076019,179318680,772589233,1223983932,252557746,167185364,334461550,754204660,119648709,128265750,146436188,394350647,3160599236,3377739829,-217140593,-6.43,3406938931
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,1987003978,0,3249829831,3259301842,578762465,457693826,731305909,1767762200,121944980,-90201844,1454775827,1486518963,155501867,328570451,1499286282,1983358600,136224580,-19408281,-535536439,-418720140,4818919623,3249829831,1569089792,48.28221394955864,3259301842
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,1987003978,0,3249829831,3259301842,578762465,457693826,731305909,1767762200,121944980,-90201844,1454775827,1486518963,155501867,328570451,1499286282,1983358600,136224580,-19408281,-535536439,-418720140,4818919623,3249829831,1569089792,48.28221394955864,3259301842
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,1987003978,0,3249829831,3259301842,578762465,457693826,731305909,1767762200,121944980,-90201844,1454775827,1486518963,155501867,328570451,1499286282,1983358600,136224580,-19408281,-535536439,-418720140,4818919623,3249829831,1569089792,48.28221394955864,3259301842
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,,8,0,0
Surplus/(Deficit) for the year,,1987003978,0,3249829831,3259301842,578762465,457693826,731305909,1767762200,121944980,-90201844,1454775827,1486518963,155501867,328570451,1499286290,1983358608,136224580,-19408281,-535536439,-418720140,4818919631,3249829831,1569089800,48.28221419572537,3259301842
