Kwazulu-Natal: Richmond(KZN227) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Depreciation and asset impairment,,6362317,0,6148706,7180940,0,451447,913261,1364708,530192,608937,530193,1669322,530193,530193,530193,1590579,530193,530193,530193,1590579,6215188,6148709,66479,1.08,7180940
Finance charges,,72062,0,104130,104030,6747,4322,4239,15308,5083,4526,6541,16150,5518,5022,31370,41910,7290,4817,5397,17504,90872,104130,-13258,-12.73,104030
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,4467643,0,5727992,6335338,281751,664373,590394,1536518,329027,302965,340559,972551,346129,688728,442477,1477334,379611,393495,522181,1295287,5281690,5727992,-446302,-7.79,6335338
Transfers and grants,,0,0,800000,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800004,-800004,-100,800000
Other expenditure,,21603340,0,17735347,26056370,1077299,1695275,3164986,5937560,1881394,1708077,1540716,5130187,1296867,1545305,1585114,4427286,1327235,2074781,2694783,6096799,21591832,17735342,3856490,21.74,26056370
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,62297689,0,66257093,74608696,3645489,5219891,7174590,16039970,5105687,6390765,4835336,16331788,4660574,5179381,6345060,16185015,4804205,5731021,6417352,16952578,65509351,66257103,-747752,-1.1285612653484112,74608696
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,19506665,0,-3803313,-6488910,13366243,7434943,-10255135,10546051,-3937408,9740044,-3829038,1973598,-3249136,-3559714,6126524,-682326,-3065164,-4029308,-4222917,-11317389,519934,-3803075,4323009,-113.67141063481525,-6488910
Transfers recognised - capital,,0,0,18868350,31199916,0,0,7306986,7306986,2564068,3028552,5032967,10625587,37137,990138,1820235,2847510,1098109,2957579,0,4055688,24835771,18868346,5967425,31.63,31199916
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,19506665,0,15065037,24711006,13366243,7434943,-2948149,17853037,-1373340,12768596,1203929,12599185,-3211999,-2569576,7946759,2165184,-1967055,-1071729,-4222917,-7261701,25355705,15065271,10290434,68.30566804938326,24711006
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,19506665,0,15065037,24711006,13366243,7434943,-2948149,17853037,-1373340,12768596,1203929,12599185,-3211999,-2569576,7946759,2165184,-1967055,-1071729,-4222917,-7261701,25355705,15065271,10290434,68.30566804938326,24711006
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,19506665,0,15065037,24711006,13366243,7434943,-2948149,17853037,-1373340,12768596,1203929,12599185,-3211999,-2569576,7946759,2165184,-1967055,-1071729,-4222917,-7261701,25355705,15065271,10290434,68.30566804938326,24711006
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,19506665,0,15065037,24711006,13366243,7434943,-2948149,17853037,-1373340,12768596,1203929,12599185,-3211999,-2569576,7946759,2165184,-1967055,-1071729,-4222917,-7261701,25355705,15065271,10290434,68.30566804938326,24711006
