Mpumalanga: Victor Khanye(MP311) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Remuneration of councillors,,0,0,0,0,492196,492196,492196,1476588,492196,492196,521003,1505395,521003,0,521004,1042007,550182,547573,547573,1645328,5669318,6907318,-1238000,-17.92,0
Debt impairment,,0,0,0,0,1666667,1666667,1666667,5000001,1666667,1666666,1666667,5000000,1666667,0,1967724,3634391,1666667,1666666,1666666,4999999,18634391,20000004,-1365613,-6.83,0
Depreciation and asset impairment,,0,0,0,0,518999,519000,518999,1556998,518999,519002,518999,1557000,518999,0,519000,1037999,555899,519001,519001,1593901,5745898,6228000,-482102,-7.74,0
Finance charges,,0,0,0,0,372838,0,0,372838,367882,0,206064,573946,339358,0,0,339358,0,0,0,0,1286142,1908900,-622758,-32.62,0
Bulk purchases,,0,0,0,0,0,9663955,11618872,21282827,10357072,7618681,8093715,26069468,8306859,0,9386144,17693003,9416081,8960219,8960219,27336519,92381817,104809992,-12428175,-11.86,0
Other Materials,,0,0,0,0,988969,1165505,1259756,3414230,1068268,843227,445594,2357089,1174770,0,1390441,2565211,779590,1219605,1219605,3218800,11555330,16129691,-4574361,-28.36,0
Contracted services,,0,0,0,0,138917,595749,1541218,2275884,713344,1400582,0,2113926,243963,0,404567,648530,1157023,-1171661,-1171661,-1186299,3852041,6619089,-2767048,-41.8,0
Transfers and grants,,0,0,0,0,416024,388902,406516,1211442,374977,404185,315670,1094832,6333,0,435842,442175,411497,351870,351870,1115237,3863686,37345,3826341,10245.93,0
Other expenditure,,0,0,0,0,2115127,2975227,4253405,9343759,2504298,2574918,2077262,7156478,2733683,0,1311336,4045019,1536229,8892443,8892443,19321115,39866371,49021613,-9155242,-18.68,0
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,0,0,0,0,14056376,25273710,29323629,68653715,25677119,23142344,22062945,70882408,23355014,0,23548555,46903569,24111916,32008461,32008461,88128838,274568530,316841796,-42273266,-13.34207372060219,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,0,0,0,0,41748533,-10348188,6642741,38043086,-4411786,5959379,30118165,31665758,-6917397,0,2662095,-4255302,-2531854,-4797117,-4797117,-12126088,53327454,0,53318397,0,0
Transfers recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,42,42,,42,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,0,0,0,0,41748533,-10348188,6642741,38043086,-4411786,5959379,30118165,31665758,-6917397,0,2662095,-4255302,-2531854,-4797096,-4797096,-12126046,53327496,0,53318439,0,0
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,0,0,0,0,41748533,-10348188,6642741,38043086,-4411786,5959379,30118165,31665758,-6917397,0,2662095,-4255302,-2531854,-4797096,-4797096,-12126046,53327496,0,53318439,0,0
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,0,0,0,0,41748533,-10348188,6642741,38043086,-4411786,5959379,30118165,31665758,-6917397,0,2662095,-4255302,-2531854,-4797096,-4797096,-12126046,53327496,0,53318439,0,0
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,0,0,0,0,41748533,-10348188,6642741,38043086,-4411786,5959379,30118165,31665758,-6917397,0,2662095,-4255302,-2531854,-4797096,-4797096,-12126046,53327496,0,53318439,0,0
