Limpopo: Modimolle(LIM365) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,294471087,0,296243661,307257683,20289364,16276650,29912849,66478863,22328746,19732540,13140987,55202273,24815548,16983457,24981970,66780975,12415585,22799257,16518279,51733121,240195232,296243660,-56048428,-18.919705488380746,307257683
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-58573879,0,-43008690,-50654687,18339877,-2487123,-13216765,2635989,-5188239,-4943201,22657018,12525578,-10208296,-1058612,6083628,-5183280,3605479,-7160400,4351377,796456,10774743,-43008696,53783439,-125.05247543427032,-50654687
Transfers recognised - capital,,43575388,0,35775800,46195503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35775800,-35775800,-100,46195503
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-14998491,0,-7232890,-4459184,18339877,-2487123,-13216765,2635989,-5188239,-4943201,22657018,12525578,-10208296,-1058612,6083628,-5183280,3605479,-7160400,4351377,796456,10774743,-7232896,18007639,-248.96858740952447,-4459184
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-14998491,0,-7232890,-4459184,18339877,-2487123,-13216765,2635989,-5188239,-4943201,22657018,12525578,-10208296,-1058612,6083628,-5183280,3605479,-7160400,4351377,796456,10774743,-7232896,18007639,-248.96858740952447,-4459184
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-14998491,0,-7232890,-4459184,18339877,-2487123,-13216765,2635989,-5188239,-4943201,22657018,12525578,-10208296,-1058612,6083628,-5183280,3605479,-7160400,4351377,796456,10774743,-7232896,18007639,-248.96858740952447,-4459184
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-14998491,0,-7232890,-4459184,18339877,-2487123,-13216765,2635989,-5188239,-4943201,22657018,12525578,-10208296,-1058612,6083628,-5183280,3605479,-7160400,4351377,796456,10774743,-7232896,18007639,-248.96858740952447,-4459184
