Northern Cape: Karoo Hoogland(NC066) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Remuneration of councillors,,1691001,0,1972994,1972994,155839,155839,155839,467517,155839,155839,140966,452644,138714,138714,125886,403314,141472,155839,249079,546390,1869865,1972992,-103127,-5.23,1972994
Debt impairment,,1327652,0,2841000,2841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841000,-2841000,-100,2841000
Depreciation and asset impairment,,15464204,0,14653000,14653000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14652804,-14652804,-100,14653000
Finance charges,,506604,0,0,0,11855,11799,0,23654,23066,11253,11572,45891,11512,0,42184,53696,65125,47277,46915,159317,282558,,282558,0,0
Bulk purchases,,6541859,0,6800000,6800000,0,987736,730225,1717961,47222,503231,1215978,1766431,261174,334510,556998,1152682,480552,501118,1213352,2195022,6832096,6800004,32092,0.47,6800000
Other Materials,,956021,0,1181450,1181450,105723,1454385,618444,2178552,374984,502953,458469,1336406,2802417,603693,447517,3853627,496989,339025,1172201,2008215,9376800,1181700,8195100,693.5,1181450
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,6226868,0,0,0,28000,0,0,28000,0,0,1184,1184,145,1864280,1234124,3098549,682622,242083,245692,1170397,4298130,,4298130,0,0
Other expenditure,,3500134,0,7481614,7481614,189055,226612,215836,631503,249844,193771,319016,762631,255561,240768,357477,853806,185795,421726,286357,893878,3141818,7478988,-4337170,-57.99,7481614
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,53416276,0,53087250,53087250,2006910,4349399,3236629,9592938,2545923,2762496,4513247,9821666,4794106,4484496,4086264,13364866,3341966,3253869,4693298,11289133,44068603,53084676,-9016073,-16.98432331017712,53087250
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-16487592,0,-13619244,-13619244,12508335,-1330665,-1491909,9685761,-923900,-993756,1931354,13698,-2957827,-1797996,2599527,-2156296,-1203177,-1479788,-2829950,-5512915,2030248,-13614805,15645053,-114.9120608043964,-13619244
Transfers recognised - capital,,12060137,0,0,0,7579000,0,0,7579000,546500,392636,1311000,2250136,0,898500,0,898500,0,0,0,0,10727636,,10727636,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,13620,612238,1512914,2138772,3549491,1459375,347418,5356284,84792,247134,232393,564319,212836,384633,1546404,2143873,10203248,,10203248,0,0
Surplus/(Deficit) after capital transfers and contributions,,-4427455,0,-13619244,-13619244,20100955,-718427,21005,19403533,3172091,858255,3589772,7620118,-2873035,-652362,2831920,-693477,-990341,-1095155,-1283546,-3369042,22961132,-13614805,36575937,-268.6482619471965,-13619244
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-4427455,0,-13619244,-13619244,20100955,-718427,21005,19403533,3172091,858255,3589772,7620118,-2873035,-652362,2831920,-693477,-990341,-1095155,-1283546,-3369042,22961132,-13614805,36575937,-268.6482619471965,-13619244
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-4427455,0,-13619244,-13619244,20100955,-718427,21005,19403533,3172091,858255,3589772,7620118,-2873035,-652362,2831920,-693477,-990341,-1095155,-1283546,-3369042,22961132,-13614805,36575937,-268.6482619471965,-13619244
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-4427455,0,-13619244,-13619244,20100955,-718427,21005,19403533,3172091,858255,3589772,7620118,-2873035,-652362,2831920,-693477,-990341,-1095155,-1283546,-3369042,22961132,-13614805,36575937,-268.6482619471965,-13619244
