Eastern Cape: Sundays River Valley(EC106) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,7057611,0,1706100,7006831,0,0,0,0,0,1076582,1130458,2207040,1127792,1008846,0,2136638,1168451,-2168,0,1166283,5509961,1706100,3803861,222.96,7006831
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,2012548,0,2804699,600000,57766,29758,2149,89673,28421,65597,12086,106104,15772,37891,5292,58955,26160,5251,58299,89710,344442,2804700,-2460258,-87.72,600000
Licences and permits,,1989209,0,1284194,1283321,705,0,133,838,0,0,0,0,0,193,225,418,450,66,473587,474103,475359,1284192,-808833,-62.98,1283321
Agency services,,1120957,0,1342942,1342942,0,117057,36685,153742,117926,173884,136441,428251,54919,170468,151662,377049,213858,134400,111396,459654,1418696,1342944,75752,5.64,1342942
Transfers recognised - operational,,50326809,0,54456133,53136620,0,0,127337,127337,25515,0,1157000,1182515,42460,14191,678414,735065,23984,0,4418454,4442438,6487355,54456133,-47968778,-88.09,53136620
Other own revenue,,406179,0,7081356,4274963,46526,26629,10375,83530,3676,7373,9156,20205,6637,8358,37547,52542,389596,738355,1374436,2502387,2658664,7081356,-4422692,-62.46,4274963
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,122756467,0,109008188,134164155,12655574,9434987,6674642,28765203,6032884,7161956,8319059,21513899,7007443,7499123,7949018,22455584,7776786,8099781,13787649,29664216,102398902,109007681,-6608779,-6.062672776242254,134164155
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,37667431,0,48164283,45929008,3087476,2461733,2621379,8170588,3039664,4163473,3660273,10863410,3099393,3185923,3208804,9494120,3273072,3324375,3395982,9993429,38521547,48163781,-9642234,-20.02,45929008
Remuneration of councillors,,5519224,0,5231000,5116738,423001,423001,423001,1269003,423001,429466,424426,1276893,423001,423001,428235,1274237,423001,446831,446831,1316663,5136796,5231004,-94208,-1.8,5116738
Debt impairment,,42096988,0,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000004,-10000004,-100,10000000
Depreciation and asset impairment,,19309864,0,17500000,17500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17499996,-17499996,-100,17500000
Finance charges,,327613,0,1038450,1038449,18559,25058,0,43617,0,22910,44578,67488,67884,13907,113854,195645,1078,1078,30210,32366,339116,1038456,-699340,-67.34,1038449
Bulk purchases,,14734165,0,14177567,16672527,1706136,1962784,137051,3805971,2412577,950796,4063,3367436,1901854,1660609,1783556,5346019,9697,2371329,2921574,5302600,17822026,14177568,3644458,25.71,16672527
Other Materials,,11816419,0,0,2552266,67478,131850,213564,412892,218495,13951,356150,588596,261655,71099,44674,377428,278699,230244,41264,550207,1929123,,1929123,0,2552266
Contracted services,,1884882,0,2684375,1984375,221035,249918,80461,551414,232103,110029,123377,465509,174581,520823,201357,896761,658217,709826,604800,1972843,3886527,2684380,1202147,44.78,1984375
Transfers and grants,,8043187,0,7243992,10798123,490207,903397,754953,2148557,885513,751508,910960,2547981,1173797,785060,762280,2721137,1241960,940246,791097,2973303,10390978,7243995,3146983,43.44,10798123
Other expenditure,,17936786,0,39451867,30581019,1178598,1372344,1435659,3986601,1743099,1067982,2570367,5381448,1769319,1571916,2358070,5699305,2191414,3273102,1526000,6990516,22057870,39451051,-17393181,-44.09,30581019
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,159336559,0,145491534,142172505,7192490,7530085,5666068,20388643,8954452,7510115,8094194,24558761,8871484,8232338,8900830,26004652,8077138,11297031,9757758,29131927,100083983,145490235,-45406252,-31.209140599711038,142172505
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-36580092,0,-36483346,-8008350,5463084,1904902,1008574,8376560,-2921568,-348159,224865,-3044862,-1864041,-733215,-951812,-3549068,-300352,-3197250,4029891,532289,2314919,-36482554,38797473,-106.34527670403777,-8008350
Transfers recognised - capital,,22390495,0,25147000,24147000,0,537887,2872250,3410137,1948050,3258588,2006636,7213274,1472859,1074786,35342,2582987,1737104,3558081,2141067,7436252,20642650,25147000,-4504350,-17.91,24147000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-14189597,0,-11336346,16138650,5463084,2442789,3880824,11786697,-973518,2910429,2231501,4168412,-391182,341571,-916470,-966081,1436752,360831,6170958,7968541,22957569,-11335554,34293123,-302.52710189550504,16138650
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-14189597,0,-11336346,16138650,5463084,2442789,3880824,11786697,-973518,2910429,2231501,4168412,-391182,341571,-916470,-966081,1436752,360831,6170958,7968541,22957569,-11335554,34293123,-302.52710189550504,16138650
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-14189597,0,-11336346,16138650,5463084,2442789,3880824,11786697,-973518,2910429,2231501,4168412,-391182,341571,-916470,-966081,1436752,360831,6170958,7968541,22957569,-11335554,34293123,-302.52710189550504,16138650
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-14189597,0,-11336346,16138650,5463084,2442789,3880824,11786697,-973518,2910429,2231501,4168412,-391182,341571,-916470,-966081,1436752,360831,6170958,7968541,22957569,-11335554,34293123,-302.52710189550504,16138650
