Western Cape: Saldanha Bay(WC014) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,1999737,0,3020820,3032820,191390,126617,171618,489625,175276,221021,213902,610199,155439,160413,224638,540490,194384,146290,205085,545759,2186073,3020820,-834747,-27.63,3032820
Licences and permits,,1315475,0,1334760,1323250,79495,93101,103250,275846,120992,77242,137045,335279,87406,129428,82080,298914,110455,116988,151957,379400,1289439,1334760,-45321,-3.4,1323250
Agency services,,3404297,0,3055570,3505570,282465,269349,310071,861885,345393,337171,356159,1038723,311301,306468,382227,999996,362217,307781,439952,1109950,4010554,3055570,954984,31.25,3505570
Transfers recognised - operational,,46901740,0,76453450,69159566,18367167,3179,0,18370346,859393,889507,16901173,18650073,988603,354994,13328414,14672011,1091963,589945,1030660,2712568,54404998,76453450,-22048452,-28.84,69159566
Other own revenue,,13620870,0,13182348,11813861,691774,2778753,736713,4207240,1379616,1836540,1321611,4537767,1114489,1880943,2443635,5439067,1980628,2054719,2415147,6450494,20634568,13182348,7452220,56.53,11813861
Gains on disposal of PPE,,205689,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2200,0,0,0,0,2200,,2200,0,0
Total Revenue (excl. capital transfers and contributions),,668584007,0,741754925,740127757,74874798,92224304,50878533,217977635,55035916,50794329,69653356,175483601,53431082,52970558,67305523,173707163,54760137,52419091,30841811,138021039,705189438,741754925,-36565487,-4.92959140109518,740127757
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,217131765,0,238637774,248437172,17670241,11671636,24517328,53859205,18459471,23392679,18348570,60200720,20407261,19502571,19936451,59846283,18239243,18786156,22316767,59342166,233248374,238638273,-5389899,-2.26,248437172
Remuneration of councillors,,8291873,0,8985910,8985910,680599,689524,693829,2063952,710873,654557,680722,2046152,680598,681444,678530,2040572,1056345,717245,717630,2491220,8641896,8985910,-344014,-3.83,8985910
Debt impairment,,13084331,0,20446867,20446867,0,3407811,0,3407811,2728610,0,0,2728610,4691885,1856067,1886973,8434925,0,3773945,7026822,10800767,25372113,20446867,4925246,24.09,20446867
Depreciation and asset impairment,,89849507,0,121649834,121504834,0,0,0,0,29972118,7541795,7669393,45183306,7661555,7303894,8781049,23746498,7716803,8019866,7778070,23514739,92444543,121649834,-29205291,-24.01,121504834
Finance charges,,13907299,0,10283698,16661157,0,1678987,841741,2520728,839493,564899,3934189,5338581,-2489337,856566,6556540,4923769,1277700,1278948,123304,2679952,15463030,10283698,5179332,50.36,16661157
Bulk purchases,,222878318,0,247302000,243802000,0,24782473,25939115,50721588,20114164,17552846,17320178,54987188,18030017,14933739,16628160,49591916,18761447,18032780,17822136,54616363,209917055,247302000,-37384945,-15.12,243802000
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,2132015,0,2109640,2109640,0,703213,0,703213,0,0,0,0,703213,0,0,703213,703213,0,0,703213,2109639,2109640,-1,0,2109640
Other expenditure,,107932082,0,180165633,157271583,2156880,14108638,6306922,22572440,9430794,10591670,11445593,31468057,5890928,9725621,5520930,21137479,5780142,9787606,18935258,34503006,109680982,180164637,-70483655,-39.12,157271583
Loss on disposal of PPE,,226718,0,0,300380,0,0,0,0,0,300380,0,300380,0,3871,4611,8482,232808,167444,-93529,306723,615585,,615585,0,300380
Total Expenditure,,675433908,0,829581356,819519543,20507720,57042282,58298935,135848937,82255523,60598826,59398645,202252994,55576120,54863773,59993244,170433137,53767701,60563990,74626458,188958149,697493217,829580859,-132087642,-15.922214280500896,819519543
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-6849901,0,-87826431,-79391786,54367078,35182022,-7420402,82128698,-27219607,-9804497,10254711,-26769393,-2145038,-1893215,7312279,3274026,992436,-8144899,-43784647,-50937110,7696221,-87825934,95522155,-108.76303917246129,-79391786
Transfers recognised - capital,,43935370,0,46019550,45130751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46019550,-46019550,-100,45130751
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,-557669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,36527800,0,-41806881,-34261035,54367078,35182022,-7420402,82128698,-27219607,-9804497,10254711,-26769393,-2145038,-1893215,7312279,3274026,992436,-8144899,-43784647,-50937110,7696221,-41806384,49502605,-118.40920037475615,-34261035
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,36527800,0,-41806881,-34261035,54367078,35182022,-7420402,82128698,-27219607,-9804497,10254711,-26769393,-2145038,-1893215,7312279,3274026,992436,-8144899,-43784647,-50937110,7696221,-41806384,49502605,-118.40920037475615,-34261035
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,36527800,0,-41806881,-34261035,54367078,35182022,-7420402,82128698,-27219607,-9804497,10254711,-26769393,-2145038,-1893215,7312279,3274026,992436,-8144899,-43784647,-50937110,7696221,-41806384,49502605,-118.40920037475615,-34261035
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,36527800,0,-41806881,-34261035,54367078,35182022,-7420402,82128698,-27219607,-9804497,10254711,-26769393,-2145038,-1893215,7312279,3274026,992436,-8144899,-43784647,-50937110,7696221,-41806384,49502605,-118.40920037475615,-34261035
