Western Cape: Laingsburg(WC051) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,0,0,40932200,39696787,9810302,3315765,3015775,16141842,2354174,7463071,679313,10496558,2659567,2382177,5176434,10218178,2081699,1811454,1901360,5794513,42651091,40863500,1787591,4.374542072999131,39696787
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,0,0,13789500,12977995,915812,908910,904321,2729043,872283,1408418,1067047,3347748,947124,880993,884155,2712272,899477,977825,1058661,2935963,11725026,13789500,-2064474,-14.97,12977995
Remuneration of councillors,,0,0,2336200,2249000,181942,181942,181942,545826,181942,181942,181942,545826,181942,181942,181942,545826,181942,284250,192859,659051,2296529,2336200,-39671,-1.7,2249000
Debt impairment,,0,0,200800,190000,33193,0,0,33193,-14048,0,0,-14048,0,0,0,0,0,0,0,0,19145,200800,-181655,-90.47,190000
Depreciation and asset impairment,,0,0,12159900,11485900,880178,1083460,-53603,1910035,630307,125515,630010,1385832,630010,-249368,627308,1007950,627308,627259,627259,1881826,6185643,10060100,-3874457,-38.51,11485900
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,0,0,6522800,6300000,758580,776795,631989,2167364,561696,423056,490797,1475549,0,1031857,510673,1542530,0,885310,590996,1476306,6661749,6522800,138949,2.13,6300000
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,2886800,4230067,31811,245111,347550,624472,206330,240539,344706,791575,254310,283703,574474,1112487,181364,229300,198117,608781,3137315,2861800,275515,9.63,4230067
Transfers and grants,,0,0,4214900,3983180,-5530,559378,716438,1270286,145626,514270,370487,1030383,266805,391643,634101,1292549,451879,384620,374913,1211412,4804630,4214900,589730,13.99,3983180
Other expenditure,,0,0,8841700,8324500,524940,785340,1507249,2817529,1508477,2669870,854822,5033169,644945,2013779,643579,3302303,139656,1574685,2436225,4150566,15303567,10941500,4362067,39.87,8324500
Loss on disposal of PPE,,0,0,0,0,0,0,9727,9727,0,0,0,0,0,0,0,0,0,0,0,0,9727,,9727,0,0
Total Expenditure,,0,0,50952600,49740642,3320926,4540936,4245613,12107475,4092613,5563610,3939811,13596034,2925136,4534549,4056232,11515917,2481626,4963249,5479030,12923905,50143331,50927600,-784269,-1.5399685043080766,49740642
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,0,0,-10020400,-10043855,6489376,-1225171,-1229838,4034367,-1738439,1899461,-3260498,-3099476,-265569,-2152372,1120202,-1297739,-399927,-3151795,-3577670,-7129392,-7492240,-10064100,2571860,-25.55479377192198,-10043855
Transfers recognised - capital,,0,0,11893000,11943000,70887,528,255362,326777,4271519,502041,1362906,6136466,21294,6818,1727,29839,1757022,128102,925393,2810517,9303599,11893000,-2589401,-21.77,11943000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,0,0,1872600,1899145,6560263,-1224643,-974476,4361144,2533080,2401502,-1897592,3036990,-244275,-2145554,1121929,-1267900,1357095,-3023693,-2652277,-4318875,1811359,1828900,-17541,-0.9591010990212695,1899145
Taxation,,0,0,0,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8700
Surplus/(Deficit) after taxation,,0,0,1872600,1890445,6560263,-1224643,-974476,4361144,2533080,2401502,-1897592,3036990,-244275,-2145554,1121929,-1267900,1357095,-3023693,-2652277,-4318875,1811359,1828900,-17541,-0.9591010990212695,1890445
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,0,0,1872600,1890445,6560263,-1224643,-974476,4361144,2533080,2401502,-1897592,3036990,-244275,-2145554,1121929,-1267900,1357095,-3023693,-2652277,-4318875,1811359,1828900,-17541,-0.9591010990212695,1890445
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,0,0,1872600,1890445,6560263,-1224643,-974476,4361144,2533080,2401502,-1897592,3036990,-244275,-2145554,1121929,-1267900,1357095,-3023693,-2652277,-4318875,1811359,1828900,-17541,-0.9591010990212695,1890445
