Kwazulu-Natal: Indaka(KZN233) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other expenditure,,14187029,0,19814906,19679155,1448813,560422,920567,2929802,1088865,1146021,1146021,3380907,569788,3619441,628972,4818201,827110,795442,1891513,3514065,14642975,19814905,-5171930,-26.1,19679155
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,43102173,0,54923403,57759903,2941776,2229660,5496156,10667592,3709720,4052280,4052280,11814280,2150639,6994391,3404746,12549776,2810010,3089535,3894986,9794531,44826179,54923388,-10097209,-18.384169964168997,57759903
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,30252495,0,22800589,22360885,26656825,-1114569,-4647259,20894997,-2747727,-2519231,-2519231,-7786189,10639875,-5809050,25992748,30823573,-1882959,-2329036,-2913226,-7125221,36807160,22800594,14006566,61.430706585977546,22360885
Transfers recognised - capital,,22986204,0,21401000,31401000,4923665,165740,2758689,7848094,528688,2604438,2604438,5737564,797394,0,3571000,4368394,1636297,1921234,0,3557531,21511583,21401000,110583,0.52,31401000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,53238699,0,44201589,53761885,31580490,-948829,-1888570,28743091,-2219039,85207,85207,-2048625,11437269,-5809050,29563748,35191967,-246662,-407802,-2913226,-3567690,58318743,44201594,14117149,31.938099336417597,53761885
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,53238699,0,44201589,53761885,31580490,-948829,-1888570,28743091,-2219039,85207,85207,-2048625,11437269,-5809050,29563748,35191967,-246662,-407802,-2913226,-3567690,58318743,44201594,14117149,31.938099336417597,53761885
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,53238699,0,44201589,53761885,31580490,-948829,-1888570,28743091,-2219039,85207,85207,-2048625,11437269,-5809050,29563748,35191967,-246662,-407802,-2913226,-3567690,58318743,44201594,14117149,31.938099336417597,53761885
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,53238699,0,44201589,53761885,31580490,-948829,-1888570,28743091,-2219039,85207,85207,-2048625,11437269,-5809050,29563748,35191967,-246662,-407802,-2913226,-3567690,58318743,44201594,14117149,31.938099336417597,53761885
