Eastern Cape: Mbizana(EC443) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,171625070,0,307497178,337715508,62289586,4843426,3715172,70848184,3630768,52203956,4214022,60048746,4553467,4734124,42676701,51964292,7085213,4409281,5450002,16944496,199805718,307497197,-107691479,-35.02193842762085,337715508
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,51289943,0,73042316,66277579,5071843,4465718,4933688,14471249,4253906,4369969,4778692,13402567,4613906,4524995,4631535,13770436,4700551,4821691,5062908,14585150,56229402,73042311,-16812909,-23.02,66277579
Remuneration of councillors,,16338321,0,18466288,18466288,1348176,1366440,1368881,4083497,1464054,1421644,1429191,4314889,1429190,1429191,1429190,4287571,2204196,1505119,1500168,5209483,17895440,18466284,-570844,-3.09,18466288
Debt impairment,,3070843,0,4035962,4035962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035960,-4035960,-100,4035962
Depreciation and asset impairment,,19047263,0,30067523,30067523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067524,-30067524,-100,30067523
Finance charges,,430605,0,1350000,1350000,0,9870,0,9870,235853,0,243894,479747,0,0,20897,20897,17151,580,20170,37901,548415,1350000,-801585,-59.38,1350000
Bulk purchases,,20811676,0,22152300,20470688,0,2566626,4541824,7108450,1560248,1791799,1656657,5008704,0,3452501,1581865,5034366,1686869,0,3473772,5160641,22312161,22152300,159861,0.72,20470688
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,788132,0,3500000,3500000,58343,308998,27000,394341,380285,5000,329750,715035,0,889604,-119650,769954,-146584,133242,334845,321503,2200833,3500004,-1299171,-37.12,3500000
Other expenditure,,77518954,0,255918244,294898820,6890213,12934859,10690172,30515244,15380153,8994467,9936687,34311307,5504347,13938678,25812458,45255483,20818597,33443214,41345849,95607660,205689694,255918241,-50228547,-19.63,294898820
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,189295737,0,408532633,439066860,13368575,21652511,21561565,56582651,23274499,16582879,18374871,58232249,11547443,24234969,33356295,69138707,29280780,39903846,51737712,120922338,304875945,408532624,-103656679,-25.372925663826546,439066860
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-17670667,0,-101035455,-101351352,48921011,-16809085,-17846393,14265533,-19643731,35621077,-14160849,1816497,-6993976,-19500845,9320406,-17174415,-22195567,-35494565,-46287710,-103977842,-105070227,-101035427,-4034800,3.993450732880062,-101351352
Transfers recognised - capital,,62052378,0,67142400,67247868,2190384,5691533,3662912,11544829,4147669,3071128,4171860,11390657,2243180,6210733,15622542,24076455,7048815,13227124,318446,20594385,67606326,67142400,463926,0.69,67247868
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,44381711,0,-33893055,-34103484,51111395,-11117552,-14183481,25810362,-15496062,38692205,-9988989,13207154,-4750796,-13290112,24942948,6902040,-15146752,-22267441,-45969264,-83383457,-37463901,-33893027,-3570874,10.535718748284124,-34103484
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,44381711,0,-33893055,-34103484,51111395,-11117552,-14183481,25810362,-15496062,38692205,-9988989,13207154,-4750796,-13290112,24942948,6902040,-15146752,-22267441,-45969264,-83383457,-37463901,-33893027,-3570874,10.535718748284124,-34103484
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,44381711,0,-33893055,-34103484,51111395,-11117552,-14183481,25810362,-15496062,38692205,-9988989,13207154,-4750796,-13290112,24942948,6902040,-15146752,-22267441,-45969264,-83383457,-37463901,-33893027,-3570874,10.535718748284124,-34103484
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,44381711,0,-33893055,-34103484,51111395,-11117552,-14183481,25810362,-15496062,38692205,-9988989,13207154,-4750796,-13290112,24942948,6902040,-15146752,-22267441,-45969264,-83383457,-37463901,-33893027,-3570874,10.535718748284124,-34103484
