Kwazulu-Natal: Mtubatuba(KZN275) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers recognised - operational,,66868734,0,90448200,90700200,35908276,3937559,455797,40301632,212919,27126000,974710,28313629,405737,1255627,18594120,20255484,603063,1790678,555704,2949445,91820190,90448200,1371990,1.52,90700200
Other own revenue,,1740456,0,1268782,1210359,30122,12044,297120,339286,26091,15063,19595,60749,12537,437700,7100,457337,15925,36578,22862,75365,932737,1268782,-336045,-26.49,1210359
Gains on disposal of PPE,,0,0,4425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4425000,-4425000,-100,0
Total Revenue (excl. capital transfers and contributions),,103120982,0,135955608,127347095,39015175,6996545,3842545,49854265,3213324,30269095,3507187,36989606,3564093,5257540,21656874,30478507,3782193,4756930,3701565,12240688,129563066,135955608,-6392542,-4.701933295756362,127347095
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,39180982,0,43017074,45858991,3014922,3072611,3928594,10016127,2988968,3393556,6043800,12426324,2847825,5016098,3013889,10877812,2796607,-2714849,2795357,2877115,36197378,43017073,-6819695,-15.85,45858991
Remuneration of councillors,,10594228,0,10501853,10501853,763865,768149,775265,2307279,775265,737022,769375,2281662,769375,375439,75566,1220380,0,-462,1380430,1379968,7189289,10501852,-3312563,-31.54,10501853
Debt impairment,,12139269,0,5158717,5158717,125605,39574,172092,337271,38772,57804,35019,131595,35179,171500,115604,322283,2744,-103886,37294,-63848,727301,5158717,-4431416,-85.9,5158717
Depreciation and asset impairment,,13030333,0,7791000,7791000,1150122,0,0,1150122,0,0,6883286,6883286,0,16074482,0,16074482,10268302,22957769,0,33226071,57333961,7791000,49542961,635.9,7791000
Finance charges,,1076946,0,540600,540600,1611,-71074,1250,-68213,4895,895,420,6210,944,75717,3069,79730,1022,-2199,268,-909,16818,540600,-523782,-96.89,540600
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,3828951,0,10348250,8778450,21366,164500,573975,759841,354460,42706,127388,524554,926549,414351,414462,1755362,1616865,-901398,1133999,1849466,4889223,10348250,-5459027,-52.75,8778450
Contracted services,,9771638,0,11632000,10047426,797397,1341358,1571299,3710054,784651,702182,588219,2075052,305958,29076,1480678,1815712,999879,-1075817,529970,454032,8054850,11632000,-3577150,-30.75,10047426
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,29361349,0,18739914,22953822,1322861,1295761,3279819,5898441,1435484,1791961,1843117,5070562,1470821,430312,1469771,3370904,2114628,-1189256,2442259,3367631,17707538,18739957,-1032419,-5.51,22953822
Loss on disposal of PPE,,1494107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,120477803,0,107729408,111630859,7197749,6610879,10302294,24110922,6382495,6726126,16290624,29399245,6356651,22586975,6573039,35516665,17800047,16969902,8319577,43089526,132116358,107729449,24386909,22.6371797371766,111630859
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-17356821,0,28226200,15716236,31817426,385666,-6459749,25743343,-3169171,23542969,-12783437,7590361,-2792558,-17329435,15083835,-5038158,-14017854,-12212972,-4618012,-30848838,-2553292,28226159,-30779451,-109.04583581492615,15716236
Transfers recognised - capital,,35173008,0,30147800,30633173,0,0,0,0,4290494,0,2914000,7204494,2034628,5255601,749620,8039849,1371095,2850485,9720913,13942493,29186836,30147800,-960964,-3.19,30633173
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,17816187,0,58374000,46349409,31817426,385666,-6459749,25743343,1121323,23542969,-9869437,14794855,-757930,-12073834,15833455,3001691,-12646759,-9362487,5102901,-16906345,26633544,58373959,-31740415,-54.37427158229923,46349409
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,17816187,0,58374000,46349409,31817426,385666,-6459749,25743343,1121323,23542969,-9869437,14794855,-757930,-12073834,15833455,3001691,-12646759,-9362487,5102901,-16906345,26633544,58373959,-31740415,-54.37427158229923,46349409
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,17816187,0,58374000,46349409,31817426,385666,-6459749,25743343,1121323,23542969,-9869437,14794855,-757930,-12073834,15833455,3001691,-12646759,-9362487,5102901,-16906345,26633544,58373959,-31740415,-54.37427158229923,46349409
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,17816187,0,58374000,46349409,31817426,385666,-6459749,25743343,1121323,23542969,-9869437,14794855,-757930,-12073834,15833455,3001691,-12646759,-9362487,5102901,-16906345,26633544,58373959,-31740415,-54.37427158229923,46349409
