Limpopo: Ephraim Mogale(LIM471) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Surplus/(Deficit),,0,0,56930417,56930417,37890610,-2125245,-2841416,32923949,-3954227,-4141827,26033493,17937439,-5615369,-1260352,812556,-6063165,-3778548,-1495079,-8975276,-14248903,30549320,56929994,-26380674,-46.33879638209693,56930417
Transfers recognised - capital,,0,0,0,0,0,0,0,0,0,0,10357000,10357000,0,0,20713000,20713000,0,0,0,0,31070000,31070000,0,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,0,0,56930417,56930417,37890610,-2125245,-2841416,32923949,-3954227,-4141827,36390493,28294439,-5615369,-1260352,21525556,14649835,-3778548,-1495079,-8975276,-14248903,61619320,87999994,-26380674,-29.978040680320955,56930417
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,0,0,56930417,56930417,37890610,-2125245,-2841416,32923949,-3954227,-4141827,36390493,28294439,-5615369,-1260352,21525556,14649835,-3778548,-1495079,-8975276,-14248903,61619320,87999994,-26380674,-29.978040680320955,56930417
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,0,0,56930417,56930417,37890610,-2125245,-2841416,32923949,-3954227,-4141827,36390493,28294439,-5615369,-1260352,21525556,14649835,-3778548,-1495079,-8975276,-14248903,61619320,87999994,-26380674,-29.978040680320955,56930417
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,0,0,56930417,56930417,37890610,-2125245,-2841416,32923949,-3954227,-4141827,36390493,28294439,-5615369,-1260352,21525556,14649835,-3778548,-1495079,-8975276,-14248903,61619320,87999994,-26380674,-29.978040680320955,56930417
