Northern Cape: Khai-Ma(NC067) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Debt impairment,,8933611,0,2550000,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550000,-2550000,-100,2600000
Depreciation and asset impairment,,1920134,0,2886390,2263460,0,0,0,0,0,0,1072600,1072600,0,0,547418,547418,0,364413,182093,546506,2166524,2885760,-719236,-24.92,2263460
Finance charges,,795935,0,226000,376000,0,0,0,0,0,0,0,0,0,72899,0,72899,0,75373,199,75572,148471,225996,-77525,-34.3,376000
Bulk purchases,,8116010,0,7327200,8277200,0,0,0,0,0,0,0,0,11404,3653784,0,3665188,525722,889074,0,1414796,5079984,7327200,-2247216,-30.67,8277200
Other Materials,,1258148,0,1633490,1870800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633488,-1633488,-100,1870800
Contracted services,,289230,0,5000,165000,0,21360,7257,28617,27768,50093,0,77861,8728,42555,0,51283,24450,16905,10746,52101,209862,5004,204858,4093.88,165000
Transfers and grants,,11652041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,17231150,0,15013190,19045090,1305280,1410864,1356547,4072691,1563738,764602,2527873,4856213,1138589,1277206,1537249,3953044,1649595,1059387,2408296,5117278,17999226,15013284,2985942,19.89,19045090
Loss on disposal of PPE,,33843,0,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24996,-24996,-100,25000
Total Expenditure,,63112784,0,48985790,52401960,2421506,2528554,2483071,7433131,2652179,1891125,4698908,9242212,2311864,6196181,3252393,11760438,3242289,3513897,3679877,10436063,38871844,48984804,-10112960,-20.64509638540148,52401960
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-16452069,0,-437050,-123150,4013291,1027078,2477208,7517577,-256567,-281284,-240040,-777891,-171967,601828,-728422,-298561,-991806,847782,-572655,-716679,5724446,-436044,6160490,-1412.8138444744109,-123150
Transfers recognised - capital,,10837449,0,19897440,19056900,0,0,0,0,0,0,9867693,9867693,0,0,0,0,0,0,0,0,9867693,19897440,-10029747,-50.41,19056900
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-5614620,0,19460390,18933750,4013291,1027078,2477208,7517577,-256567,-281284,9627653,9089802,-171967,601828,-728422,-298561,-991806,847782,-572655,-716679,15592139,19461396,-3869257,-19.881703244720985,18933750
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-5614620,0,19460390,18933750,4013291,1027078,2477208,7517577,-256567,-281284,9627653,9089802,-171967,601828,-728422,-298561,-991806,847782,-572655,-716679,15592139,19461396,-3869257,-19.881703244720985,18933750
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-5614620,0,19460390,18933750,4013291,1027078,2477208,7517577,-256567,-281284,9627653,9089802,-171967,601828,-728422,-298561,-991806,847782,-572655,-716679,15592139,19461396,-3869257,-19.881703244720985,18933750
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-5614620,0,19460390,18933750,4013291,1027078,2477208,7517577,-256567,-281284,9627653,9089802,-171967,601828,-728422,-298561,-991806,847782,-572655,-716679,15592139,19461396,-3869257,-19.881703244720985,18933750
