Eastern Cape: Nyandeni(EC155) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Surplus/(Deficit),,-37673699,0,-94420242,-99420000,57585636,-10423010,-12906863,34255763,-10854852,44894303,-2738453,31300998,-12204407,-8445091,28729369,8079871,-19094512,-14945243,-17794748,-51834503,21802129,-94420075,116222204,-123.09056522143197,-99420000
Transfers recognised - capital,,48566000,0,56324000,61324000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56324001,-56324001,-100,61324000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,10892301,0,-38096242,-38096000,57585636,-10423010,-12906863,34255763,-10854852,44894303,-2738453,31300998,-12204407,-8445091,28729369,8079871,-19094512,-14945243,-17794748,-51834503,21802129,-38096074,59898203,-157.2293328703635,-38096000
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,10892301,0,-38096242,-38096000,57585636,-10423010,-12906863,34255763,-10854852,44894303,-2738453,31300998,-12204407,-8445091,28729369,8079871,-19094512,-14945243,-17794748,-51834503,21802129,-38096074,59898203,-157.2293328703635,-38096000
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,10892301,0,-38096242,-38096000,57585636,-10423010,-12906863,34255763,-10854852,44894303,-2738453,31300998,-12204407,-8445091,28729369,8079871,-19094512,-14945243,-17794748,-51834503,21802129,-38096074,59898203,-157.2293328703635,-38096000
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,10892301,0,-38096242,-38096000,57585636,-10423010,-12906863,34255763,-10854852,44894303,-2738453,31300998,-12204407,-8445091,28729369,8079871,-19094512,-14945243,-17794748,-51834503,21802129,-38096074,59898203,-157.2293328703635,-38096000
