Mpumalanga: Umjindi(MP323) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,4648416,0,2000000,2000000,494826,521667,492229,1508722,435550,496108,509190,1440848,535034,431774,462216,1429024,492240,452682,416357,1361279,5739873,2000004,3739869,186.99,2000000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,732750,0,252977,252977,6000,7630,12375,26005,4900,13075,2700,20675,46650,3400,6350,56400,7250,5150,4250,16650,119730,252972,-133242,-52.67,252977
Licences and permits,,2728658,0,12545,12545,244,401,489,1134,595,211,828,1634,137,73,861,1071,407,37580,143743,181730,185569,12540,173029,1379.82,12545
Agency services,,0,0,2818129,2818129,0,0,0,0,761999,0,665903,1427902,0,0,475765,475765,473098,0,118749,591847,2495514,2818128,-322614,-11.45,2818129
Transfers recognised - operational,,52417019,0,64208200,64208200,23084000,0,0,23084000,0,19439300,0,19439300,0,0,1099863,1099863,0,0,15795000,15795000,59418163,64208200,-4790037,-7.46,64208200
Other own revenue,,6916008,0,5819205,5819205,318461,224880,328360,871701,393247,330853,239854,963954,314672,55637,828029,1198338,424883,249612,313301,987796,4021789,5819208,-1797419,-30.89,5819205
Gains on disposal of PPE,,2786370,0,0,0,0,0,0,0,96513,78269,104007,278789,83633,170134,0,253767,0,0,0,0,532556,,532556,0,0
Total Revenue (excl. capital transfers and contributions),,197669989,0,220988382,220988382,39626208,8674082,12698864,60999154,12599488,32459133,12658827,57717448,12306411,10838703,10489728,33634842,14972416,10947477,31922593,57842486,210193930,220988208,-10794278,-4.884549314957113,220988382
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,71511066,0,85778993,92819097,6650210,5951072,6808160,19409442,6171757,6388631,5961084,18521472,6294062,6149373,5983806,18427241,6592947,6402834,6528583,19524364,75882519,85778988,-9896469,-11.54,92819097
Remuneration of councillors,,5574553,0,7040104,0,453861,453861,453861,1361583,436916,436916,453861,1327693,453861,453861,454459,1362181,454459,481269,761996,1697724,5749181,7040100,-1290919,-18.34,0
Debt impairment,,12928483,0,15371596,15371596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15371592,-15371592,-100,15371596
Depreciation and asset impairment,,25778210,0,23000000,23000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000004,-23000004,-100,23000000
Finance charges,,1152403,0,1785095,1785095,0,22380,0,22380,814257,208503,218435,1241195,289142,19006,436776,744924,279078,430665,321136,1030879,3039378,1785096,1254282,70.26,1785095
Bulk purchases,,62856670,0,62535000,62535000,8809606,70552,8154439,17034597,4905156,5046292,4770623,14722071,9534544,10817,4658720,14204081,5168548,4604554,5182620,14955722,60916471,62535000,-1618529,-2.59,62535000
Other Materials,,1475044,0,4170707,4170707,0,380329,334474,714803,155327,456510,107073,718910,194405,19482,0,213887,0,0,0,0,1647600,4170707,-2523107,-60.5,4170707
Contracted services,,0,0,11847822,11847822,397036,0,274389,671425,1953695,424348,1375001,3753044,870459,955136,223783,2049378,194407,551415,198481,944303,7418150,11847820,-4429670,-37.39,11847822
Transfers and grants,,0,0,8294307,8294307,45000,365152,64881,475033,3543408,458952,857656,4860016,1683435,725652,1268375,3677462,1108198,1190668,1565401,3864267,12876778,8294307,4582471,55.25,8294307
Other expenditure,,45329248,0,34863059,34863059,585098,1042465,1133778,2761341,1435343,1464621,3745606,6645570,1825105,884310,2277108,4986523,3545291,2769222,2845300,9159813,23553247,34863060,-11309813,-32.44,34863059
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,226605677,0,254686683,254686683,16940811,8285811,17223982,42450604,19415859,14884773,17489339,51789971,21145013,9217637,15303027,45665677,17342928,16430627,17403517,51177072,191083324,254686674,-63603350,-24.97317547128516,254686683
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-28935688,0,-33698301,-33698301,22685397,388271,-4525118,18548550,-6816371,17574360,-4830512,5927477,-8838602,1621066,-4813299,-12030835,-2370512,-5483150,14519076,6665414,19110606,-33698466,52809072,-156.7106111002204,-33698301
Transfers recognised - capital,,67697527,0,54799800,65399800,7009000,0,0,7009000,10500000,0,0,10500000,0,0,0,0,0,0,0,0,17509000,54800000,-37291000,-68.05,65399800
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,38761839,0,21101499,31701499,29694397,388271,-4525118,25557550,3683629,17574360,-4830512,16427477,-8838602,1621066,-4813299,-12030835,-2370512,-5483150,14519076,6665414,36619606,21101534,15518072,73.54001846500829,31701499
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,38761839,0,21101499,31701499,29694397,388271,-4525118,25557550,3683629,17574360,-4830512,16427477,-8838602,1621066,-4813299,-12030835,-2370512,-5483150,14519076,6665414,36619606,21101534,15518072,73.54001846500829,31701499
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,38761839,0,21101499,31701499,29694397,388271,-4525118,25557550,3683629,17574360,-4830512,16427477,-8838602,1621066,-4813299,-12030835,-2370512,-5483150,14519076,6665414,36619606,21101534,15518072,73.54001846500829,31701499
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,38761839,0,21101499,31701499,29694397,388271,-4525118,25557550,3683629,17574360,-4830512,16427477,-8838602,1621066,-4813299,-12030835,-2370512,-5483150,14519076,6665414,36619606,21101534,15518072,73.54001846500829,31701499
