Eastern Cape: Great Kei(EC123) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,11200,0,23320,23320,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,500,23316,-22816,-97.86,23320
Licences and permits,,1659929,0,3260000,3560000,117903,136687,139249,393839,86613,88611,83868,259092,108927,56766,94789,260482,193632,172195,99899,465726,1379139,3260004,-1880865,-57.7,3560000
Agency services,,277650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,37574645,0,41018000,40906000,14594939,410000,226969,15231908,568089,12417104,224184,13209377,111177,153108,10077405,10341690,754082,118653,898858,1771593,40554568,41018000,-463432,-1.13,40906000
Other own revenue,,1265210,0,595300,1115536,50049,27283,8773,86105,39955,18416,122825,181196,58665,21935,53969,134569,51274,349173,43759,444206,846076,595296,250780,42.13,1115536
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,68091690,0,78851003,82020648,15040156,3125118,5260439,23425713,3065959,15120663,3200556,21387178,2336129,2961891,13348796,18646816,5201840,3116244,3983382,12301466,75761173,78851000,-3089827,-3.9185641272780307,82020648
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,31980827,0,37998278,32871495,2388512,-91949,5175336,7471899,2366417,3875137,2405726,8647280,2546894,2504236,2480993,7532123,2682804,2422052,2462577,7567433,31218735,37998276,-6779541,-17.84,32871495
Remuneration of councillors,,3202387,0,3636984,3484998,274330,0,790521,1064851,214457,256268,269802,740527,269802,247262,269802,786866,706066,312992,312992,1332050,3924294,3636984,287310,7.9,3484998
Debt impairment,,2902683,0,4000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999996,-3999996,-100,4000000
Depreciation and asset impairment,,21744338,0,15000000,23000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,-15000000,-100,23000000
Finance charges,,2355287,0,700000,700000,0,0,165657,165657,0,0,0,0,165657,0,166950,332607,0,0,165657,165657,663921,699996,-36075,-5.15,700000
Bulk purchases,,5398995,0,6500000,8000000,1672847,0,1645499,3318346,0,517922,0,517922,531135,540143,0,1071278,432891,596510,572720,1602121,6509667,6500004,9663,0.15,8000000
Other Materials,,0,0,0,50000,0,414,186,600,102,271,179,552,0,0,0,0,0,813,15218,16031,17183,,17183,0,50000
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,33193212,0,30615791,34468116,543384,1808329,2111727,4463440,2006118,2855465,1319013,6180596,1010562,756273,2170210,3937045,555141,1550630,1709790,3815561,18396642,30615792,-12219150,-39.91,34468116
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,100777729,0,98451053,106574609,4879073,1716794,9888926,16484793,4587094,7505063,3994720,16086877,4524050,4047914,5087955,13659919,4376902,4882997,5238954,14498853,60730442,98451048,-37720606,-38.31407259372191,106574609
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-32686039,0,-19600050,-24553961,10161083,1408324,-4628487,6940920,-1521135,7615600,-794164,5300301,-2187921,-1086023,8260841,4986897,824938,-1766753,-1255572,-2197387,15030731,-19600048,34630779,-176.68721525579937,-24553961
Transfers recognised - capital,,21795909,0,12815000,32815000,900415,3536054,1007376,5443845,0,0,2210151,2210151,482961,0,2367619,2850580,1268887,987678,331500,2588065,13092641,12815001,277640,2.17,32815000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-10890130,0,-6785050,8261039,11061498,4944378,-3621111,12384765,-1521135,7615600,1415987,7510452,-1704960,-1086023,10628460,7837477,2093825,-779075,-924072,390678,28123372,-6785047,34908419,-514.4904523137423,8261039
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-10890130,0,-6785050,8261039,11061498,4944378,-3621111,12384765,-1521135,7615600,1415987,7510452,-1704960,-1086023,10628460,7837477,2093825,-779075,-924072,390678,28123372,-6785047,34908419,-514.4904523137423,8261039
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-10890130,0,-6785050,8261039,11061498,4944378,-3621111,12384765,-1521135,7615600,1415987,7510452,-1704960,-1086023,10628460,7837477,2093825,-779075,-924072,390678,28123372,-6785047,34908419,-514.4904523137423,8261039
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-10890130,0,-6785050,8261039,11061498,4944378,-3621111,12384765,-1521135,7615600,1415987,7510452,-1704960,-1086023,10628460,7837477,2093825,-779075,-924072,390678,28123372,-6785047,34908419,-514.4904523137423,8261039
