Western Cape: Bitou(WC047) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,0,0,439488195,504200129,17637819,30528371,31100552,79266742,31301873,34473628,37302138,103077639,37741220,33426648,41788998,112956866,35985007,40723886,42229884,118938777,414240024,439488195,-25248171,-5.744903113950535,504200129
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,0,0,7175440,-2934523,164046954,4121100,-16791255,151376799,-13889616,-6319770,-20226674,-40436060,-11886964,-5724247,-6253868,-23865079,-13248535,-14136941,-28007346,-55392822,31682838,7175440,24507398,341.54557769279654,-2934523
Transfers recognised - capital,,0,0,27214000,39710252,614353,2547798,4075907,7238058,719009,2589569,1796076,5104654,2050034,4835464,1937930,8823428,1805667,2825049,0,4630716,25796856,27214000,-1417144,-5.21,39710252
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,0,0,34389440,36775729,164661307,6668898,-12715348,158614857,-13170607,-3730201,-18430598,-35331406,-9836930,-888783,-4315938,-15041651,-11442868,-11311892,-28007346,-50762106,57479694,34389440,23090254,67.14344287083478,36775729
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,0,0,34389440,36775729,164661307,6668898,-12715348,158614857,-13170607,-3730201,-18430598,-35331406,-9836930,-888783,-4315938,-15041651,-11442868,-11311892,-28007346,-50762106,57479694,34389440,23090254,67.14344287083478,36775729
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,0,0,34389440,36775729,164661307,6668898,-12715348,158614857,-13170607,-3730201,-18430598,-35331406,-9836930,-888783,-4315938,-15041651,-11442868,-11311892,-28007346,-50762106,57479694,34389440,23090254,67.14344287083478,36775729
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,0,0,34389440,36775729,164661307,6668898,-12715348,158614857,-13170607,-3730201,-18430598,-35331406,-9836930,-888783,-4315938,-15041651,-11442868,-11311892,-28007346,-50762106,57479694,34389440,23090254,67.14344287083478,36775729
