Free State: Ngwathe(FS203) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers and grants,,0,0,38526420,38526420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38526420,-38526420,-100,38526420
Other expenditure,,103672885,0,72763708,66067414,11209236,8705851,6517932,26433019,5683698,3318439,4827273,13829410,3606479,5784576,3959449,13350504,4643082,7199598,56574723,68417403,122030336,72766231,49264105,67.7,66067414
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,590267892,0,587460936,587460936,66406325,26242522,27812060,120460907,35818406,20775776,13133328,69727510,37212512,23676499,20539039,81428050,21810944,25331307,74422596,121564847,393181314,587463434,-194282120,-33.0713553824356,587460936
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-51246409,0,-103776004,-102913936,12539247,4224581,6897647,23661475,-25617067,29784620,-6835874,-2668321,57591512,-8791452,30942657,79742717,7367623,-3703093,-50264183,-46599653,54136218,-103778498,157914716,-152.16515852831094,-102913936
Transfers recognised - capital,,0,0,44881000,47252200,0,0,0,0,0,0,0,0,19854578,2371200,15680901,37906679,46633,5870770,16816997,22734400,60641079,44881000,15760079,35.12,47252200
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-51246409,0,-58895004,-55661736,12539247,4224581,6897647,23661475,-25617067,29784620,-6835874,-2668321,77446090,-6420252,46623558,117649396,7414256,2167677,-33447186,-23865253,114777297,-58897498,173674795,-294.8763545099997,-55661736
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-51246409,0,-58895004,-55661736,12539247,4224581,6897647,23661475,-25617067,29784620,-6835874,-2668321,77446090,-6420252,46623558,117649396,7414256,2167677,-33447186,-23865253,114777297,-58897498,173674795,-294.8763545099997,-55661736
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-51246409,0,-58895004,-55661736,12539247,4224581,6897647,23661475,-25617067,29784620,-6835874,-2668321,77446090,-6420252,46623558,117649396,7414256,2167677,-33447186,-23865253,114777297,-58897498,173674795,-294.8763545099997,-55661736
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-51246409,0,-58895004,-55661736,12539247,4224581,6897647,23661475,-25617067,29784620,-6835874,-2668321,77446090,-6420252,46623558,117649396,7414256,2167677,-33447186,-23865253,114777297,-58897498,173674795,-294.8763545099997,-55661736
