Kwazulu-Natal: Emnambithi/Ladysmith(KZN232) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,159570957,0,173280907,179434964,15209857,11103705,12964147,39277709,12778217,13500514,14126662,40405393,13729528,13376340,13746050,40851918,13582162,13508908,13774790,40865860,161400880,173280907,-11880027,-6.86,179434964
Remuneration of councillors,,14508863,0,17922728,15750854,1290828,1220022,1220938,3731788,1224846,1216049,1220448,3661343,1222120,1220448,1220448,3663016,1904134,1279191,1297990,4481315,15537462,17922728,-2385266,-13.31,15750854
Debt impairment,,33351552,0,18735460,20294977,865324,1155847,1051037,3072208,1060636,1007349,1183074,3251059,1699490,1205852,0,2905342,0,0,0,0,9228609,18735460,-9506851,-50.74,20294977
Depreciation and asset impairment,,57423140,0,74415369,66181394,9223411,9223411,-4396967,14049855,4683343,4684960,4686956,14055259,0,0,0,0,0,0,-45343139,-45343139,-17238025,74415369,-91653394,-123.16,66181394
Finance charges,,469241,0,477706,482862,38343,38194,36816,113353,37882,36512,37566,111960,0,0,37069,37069,0,0,35398,35398,297780,477706,-179926,-37.66,482862
Bulk purchases,,149064631,0,164306011,165624538,0,21576945,19450981,41027926,11065496,12328043,10947585,34341124,10239066,10878617,11040597,32158280,11599834,10703464,31588831,53892129,161419459,164306011,-2886552,-1.76,165624538
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,14844998,2300000,242622,470381,125503,838506,12435,0,649060,661495,0,0,0,0,0,0,502619,502619,2002620,14844948,-12842328,-86.51,2300000
Transfers and grants,,15367303,0,20180128,15239447,16500,0,0,16500,-3000,16766,4104,17870,0,0,1550640,1550640,1703416,1205492,2047023,4955931,6540941,20180128,-13639187,-67.59,15239447
Other expenditure,,138354651,0,149498851,156633136,6029454,8165397,6952549,21147400,10863563,9265233,8369871,28498667,7734726,8891277,10627011,27253014,10329340,7764366,18239287,36332993,113232074,149498851,-36266777,-24.26,156633136
Loss on disposal of PPE,,2053122,0,0,0,19298,0,7018,26316,0,0,10772,10772,0,0,0,0,0,0,0,0,37088,,37088,0,0
Total Expenditure,,570163460,0,633662158,621942172,32935637,52953902,37412022,123301561,41723418,42055426,41236098,125014942,34624930,35572534,38221815,108419279,39118886,34461421,22142799,95723106,452458888,633662108,-181203220,-28.59618994292144,621942172
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-44796796,0,-19740050,-35342518,70920983,-2673878,83515,68330620,-6522873,-9011584,28717169,13182712,-1615333,1308934,27348583,27042184,-5908451,-2059061,4318538,-3648974,104906542,-19740000,124646542,-631.4414488348531,-35342518
Transfers recognised - capital,,63478584,0,58150000,101999000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27003,27003,27003,58150000,-58122997,-99.95,101999000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,18681788,0,38409950,66656482,70920983,-2673878,83515,68330620,-6522873,-9011584,28717169,13182712,-1615333,1308934,27348583,27042184,-5908451,-2059061,4345541,-3621971,104933545,38410000,66523545,173.19329601666234,66656482
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,18681788,0,38409950,66656482,70920983,-2673878,83515,68330620,-6522873,-9011584,28717169,13182712,-1615333,1308934,27348583,27042184,-5908451,-2059061,4345541,-3621971,104933545,38410000,66523545,173.19329601666234,66656482
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,18681788,0,38409950,66656482,70920983,-2673878,83515,68330620,-6522873,-9011584,28717169,13182712,-1615333,1308934,27348583,27042184,-5908451,-2059061,4345541,-3621971,104933545,38410000,66523545,173.19329601666234,66656482
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,18681788,0,38409950,66656482,70920983,-2673878,83515,68330620,-6522873,-9011584,28717169,13182712,-1615333,1308934,27348583,27042184,-5908451,-2059061,4345541,-3621971,104933545,38410000,66523545,173.19329601666234,66656482
