Western Cape: Cederberg(WC012) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,67026517,0,66682616,67083000,5027141,5001880,5160320,15189341,5027160,8198496,4988966,18214622,5310132,5037998,4864787,15212917,5105381,5354010,5069943,15529334,64146214,66682616,-2536402,-3.8,67083000
Remuneration of councillors,,4076385,0,4451012,4487000,338353,338353,329090,1005796,338353,338353,338651,1015357,338653,341509,341561,1021723,520408,356679,356679,1233766,4276642,4451012,-174370,-3.92,4487000
Debt impairment,,6959005,0,8000000,8000000,666667,666667,666667,2000001,666667,666667,666667,2000001,666667,666667,666667,2000001,666667,666667,666663,1999997,8000000,8000000,0,0,8000000
Depreciation and asset impairment,,13592473,0,15248000,15448000,1103999,1103999,1103999,3311997,1103999,1103999,1103999,3311997,1103999,1103999,1103999,3311997,1103999,1103999,1104011,3312009,13248000,15248000,-2000000,-13.12,15448000
Finance charges,,4810137,0,4320000,4320000,291228,287890,1024805,1603923,208596,478988,356811,1044395,828160,277701,980418,2086279,276103,684502,273037,1233642,5968239,4320000,1648239,38.15,4320000
Bulk purchases,,56019912,0,55000000,57500000,1394936,1809309,1443794,4648039,2476049,9863622,3678064,16017735,14647969,3451293,7637159,25736421,4135334,3399806,5099183,12634323,59036518,55000000,4036518,7.34,57500000
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,49736206,0,33700000,73523000,1127565,2908812,2201665,6238042,3827625,3457600,2224640,9509865,12960510,2313689,2834160,18108359,1783126,6672249,2476858,10932233,44788499,33700000,11088499,32.9,73523000
Loss on disposal of PPE,,1922809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,204143444,0,187401628,230361000,9949889,12116910,11930340,33997139,13648449,24107725,13357798,51113972,35856090,13192856,18428751,67477697,13591018,18237912,15046374,46875304,199464112,187401628,12062484,6.436701819900946,230361000
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-33779469,0,22972,-5511858,19967984,286649,25037,20279670,6471937,-1675787,1337973,6134123,-15209464,-1491808,3787180,-12914092,727715,-1124752,-1264106,-1661143,11838558,22972,11815586,51434.729235591156,-5511858
Transfers recognised - capital,,35056953,0,40902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40902000,-40902000,-100,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,1277484,0,40924972,-5511858,19967984,286649,25037,20279670,6471937,-1675787,1337973,6134123,-15209464,-1491808,3787180,-12914092,727715,-1124752,-1264106,-1661143,11838558,40924972,-29086414,-71.0725324381407,-5511858
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,1277484,0,40924972,-5511858,19967984,286649,25037,20279670,6471937,-1675787,1337973,6134123,-15209464,-1491808,3787180,-12914092,727715,-1124752,-1264106,-1661143,11838558,40924972,-29086414,-71.0725324381407,-5511858
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,1277484,0,40924972,-5511858,19967984,286649,25037,20279670,6471937,-1675787,1337973,6134123,-15209464,-1491808,3787180,-12914092,727715,-1124752,-1264106,-1661143,11838558,40924972,-29086414,-71.0725324381407,-5511858
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,1277484,0,40924972,-5511858,19967984,286649,25037,20279670,6471937,-1675787,1337973,6134123,-15209464,-1491808,3787180,-12914092,727715,-1124752,-1264106,-1661143,11838558,40924972,-29086414,-71.0725324381407,-5511858
