Free State: Phumelela(FS195) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,149572959,0,106913155,111670508,9556772,6329311,6334238,22220321,12490948,12657872,9702146,34850966,7108226,9888570,12198925,29195721,12515169,9888355,0,22403524,108670532,107121161,1549371,1.4463724865715375,111670508
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-46983368,0,2972573,8870,19459272,2944239,-6270098,16133413,-8484296,-6927159,12875917,-2535538,-1186876,-1325801,7550654,5037977,-8091591,-6012453,0,-14104044,4531808,2764555,1767253,63.92540571629068,8870
Transfers recognised - capital,,48744710,0,0,0,0,0,0,0,0,0,0,0,0,0,2866918,2866918,0,0,0,0,2866918,,2866918,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,1761342,0,2972573,8870,19459272,2944239,-6270098,16133413,-8484296,-6927159,12875917,-2535538,-1186876,-1325801,10417572,7904895,-8091591,-6012453,0,-14104044,7398726,2764555,4634171,167.628099278184,8870
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,1761342,0,2972573,8870,19459272,2944239,-6270098,16133413,-8484296,-6927159,12875917,-2535538,-1186876,-1325801,10417572,7904895,-8091591,-6012453,0,-14104044,7398726,2764555,4634171,167.628099278184,8870
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,1761342,0,2972573,8870,19459272,2944239,-6270098,16133413,-8484296,-6927159,12875917,-2535538,-1186876,-1325801,10417572,7904895,-8091591,-6012453,0,-14104044,7398726,2764555,4634171,167.628099278184,8870
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,1761342,0,2972573,8870,19459272,2944239,-6270098,16133413,-8484296,-6927159,12875917,-2535538,-1186876,-1325801,10417572,7904895,-8091591,-6012453,0,-14104044,7398726,2764555,4634171,167.628099278184,8870
