Kwazulu-Natal: Ntambanana(KZN283) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other expenditure,,30597793,0,18544908,19681116,345394,1988830,679342,3013566,690372,690372,1090907,2471651,1008952,1635691,796118,3440761,1278067,2456470,2456470,6191007,15116985,18512385,-3395400,-18.34,19681116
Loss on disposal of PPE,,0,0,0,0,0,0,127108,127108,0,0,0,0,0,0,0,0,0,0,0,0,127108,,127108,0,0
Total Expenditure,,52143258,0,45842207,49977066,1963882,4163578,2466909,8594369,2414356,2414356,2946687,7775399,2815541,3335534,3722661,9873736,3618639,4685286,4685286,12989211,39232715,45843206,-6610491,-14.41978338076966,49977066
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3188290,0,91945,3992575,10582058,-3234241,-2015763,5332054,-1748107,-1748107,-1758267,-5254481,-2093299,-2368425,5532154,1070430,-2128047,-2622686,-2622686,-7373419,-6225416,90607,-6316023,-6970.789232619997,3992575
Transfers recognised - capital,,13564532,0,16696000,16517298,94904,956315,99466,1150685,99466,99466,1821580,2020512,972689,0,3336897,4309586,882643,1925162,1925162,4732967,12213750,16695996,-4482246,-26.85,16517298
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,-10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,10366045,0,16787945,20509873,10676962,-2277926,-1916297,6482739,-1648641,-1648641,63313,-3233969,-1120610,-2368425,8869051,5380016,-1245404,-697524,-697524,-2640452,5988334,16786603,-10798269,-64.32670743449404,20509873
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,10366045,0,16787945,20509873,10676962,-2277926,-1916297,6482739,-1648641,-1648641,63313,-3233969,-1120610,-2368425,8869051,5380016,-1245404,-697524,-697524,-2640452,5988334,16786603,-10798269,-64.32670743449404,20509873
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,10366045,0,16787945,20509873,10676962,-2277926,-1916297,6482739,-1648641,-1648641,63313,-3233969,-1120610,-2368425,8869051,5380016,-1245404,-697524,-697524,-2640452,5988334,16786603,-10798269,-64.32670743449404,20509873
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,10366045,0,16787945,20509873,10676962,-2277926,-1916297,6482739,-1648641,-1648641,63313,-3233969,-1120610,-2368425,8869051,5380016,-1245404,-697524,-697524,-2640452,5988334,16786603,-10798269,-64.32670743449404,20509873
