Mpumalanga: Msukaligwa(MP302) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,11118447,0,10000000,20000000,1665760,1697808,1662049,5025617,1706519,1653121,1626261,4985901,1710223,1704285,1728143,5142651,1726026,1782475,1777355,5285856,20440025,9999995,10440030,104.4,20000000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,2525243,0,315609,484582,35684,40385,382,76451,122465,26052,17578,166095,94996,61902,2545450,2702348,425,1483767,398854,1883046,4827940,315614,4512326,1429.7,484582
Licences and permits,,3116605,0,3717000,3717000,0,0,0,0,0,0,0,0,718812,1317078,0,2035890,41793,819361,525361,1386515,3422405,3717000,-294595,-7.93,3717000
Agency services,,6511811,0,5097600,5097600,0,0,0,0,0,0,0,0,1672552,2308634,0,3981186,166570,1565780,1144805,2877155,6858341,5097606,1760735,34.54,5097600
Transfers recognised - operational,,115870419,0,121155800,103368120,1600000,39132,46918905,48558037,0,20530274,0,20530274,0,382318,42297,424615,20997,343000,-12,363985,69876911,121155804,-51278893,-42.32,103368120
Other own revenue,,40697314,0,1066675,17627977,752639,1366432,644055,2763126,434971,402906,4511551,5349428,481251,1263594,381998,2126843,2096169,439622,2057191,4592982,14832379,1066399,13765980,1290.88,17627977
Gains on disposal of PPE,,1204797,0,4010620,2310172,806751,210526,192982,1210259,130000,192982,87719,410701,0,561404,0,561404,0,0,491228,491228,2673592,4010620,-1337028,-33.34,2310172
Total Revenue (excl. capital transfers and contributions),,466211138,0,470547905,480906443,33891008,30961235,76900476,141752719,28784912,47481517,35028656,111295085,33330558,26481037,29315685,89127280,26911885,37824529,27152318,91888732,434063816,470548014,-36484198,-7.7535547732648595,480906443
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,135717363,0,141251078,142419881,13247824,11974756,12080061,37302641,11696703,11989329,12438076,36124108,12173688,12437931,11690909,36302528,11637599,11889454,12209307,35736360,145465637,141251078,4214559,2.98,142419881
Remuneration of councillors,,10727797,0,11645061,11654623,887235,889235,889235,2665705,889235,889235,889235,2667705,889235,886366,889235,2664836,1497125,950023,1182976,3630124,11628370,11645058,-16688,-0.14,11654623
Debt impairment,,-486638,0,26509708,77424007,0,0,0,0,0,0,2768337,2768337,0,0,0,0,0,0,0,0,2768337,26509705,-23741368,-89.56,77424007
Depreciation and asset impairment,,60125593,0,49575028,59962637,0,0,0,0,0,0,29981303,29981303,0,0,0,0,0,0,0,0,29981303,49575029,-19593726,-39.52,59962637
Finance charges,,0,0,5186000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186023,-5186023,-100,0
Bulk purchases,,204426144,0,156252000,188265600,8333333,10286251,1228904,19848488,16227908,2279185,9168640,27675733,7345420,7262591,6001654,20609665,1887096,16356051,1173639,19416786,87550672,176876012,-89325340,-50.5,188265600
Other Materials,,15805590,0,20740134,19213747,744559,1481634,2056864,4283057,1169369,1403433,1125067,3697869,1090965,1370310,1348898,3810173,1089640,1181947,3183760,5455347,17246446,116053,17130393,14760.84,19213747
Contracted services,,42636475,0,28791803,53504094,1320352,6208347,3933322,11462021,4323829,3811187,2976186,11111202,4906150,5904448,5788919,16599517,3048838,2033097,4572521,9654456,48827196,33556008,15271188,45.51,53504094
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,65135133,0,69898006,57704093,5639060,3782987,4049272,13471319,3560911,3686525,7313957,14561393,3515867,4017421,5402233,12935521,3322753,3969649,5782192,13074594,54042827,65133929,-11091102,-17.03,57704093
Loss on disposal of PPE,,-1027956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,533059501,0,509848818,610148682,30172363,34623210,24237658,89033231,37867955,24058894,66660801,128587650,29921325,31879067,31121848,92922240,22483051,36380221,28104395,86967667,397510788,509848895,-112338107,-22.03360801635159,610148682
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-66848363,0,-39300913,-129242239,3718645,-3661975,52662818,52719488,-9083043,23422623,-31632145,-17292565,3409233,-5398030,-1806163,-3794960,4428834,1444308,-952077,4921065,36553028,-39300881,75853909,-193.0081643716842,-129242239
Transfers recognised - capital,,51930747,0,56622200,56622200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56622198,-56622198,-100,56622200
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69366006,-69366006,-100,0
Surplus/(Deficit) after capital transfers and contributions,,-14917616,0,17321287,-72620039,3718645,-3661975,52662818,52719488,-9083043,23422623,-31632145,-17292565,3409233,-5398030,-1806163,-3794960,4428834,1444308,-952077,4921065,36553028,86687323,-50134295,-57.83347929662103,-72620039
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-14917616,0,17321287,-72620039,3718645,-3661975,52662818,52719488,-9083043,23422623,-31632145,-17292565,3409233,-5398030,-1806163,-3794960,4428834,1444308,-952077,4921065,36553028,86687323,-50134295,-57.83347929662103,-72620039
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-14917616,0,17321287,-72620039,3718645,-3661975,52662818,52719488,-9083043,23422623,-31632145,-17292565,3409233,-5398030,-1806163,-3794960,4428834,1444308,-952077,4921065,36553028,86687323,-50134295,-57.83347929662103,-72620039
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-14917616,0,17321287,-72620039,3718645,-3661975,52662818,52719488,-9083043,23422623,-31632145,-17292565,3409233,-5398030,-1806163,-3794960,4428834,1444308,-952077,4921065,36553028,86687323,-50134295,-57.83347929662103,-72620039
