Mpumalanga: Thembisile Hani(MP315) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,20426233,0,21240000,23368673,1872659,1908518,1937302,5718479,2011159,2011159,1976157,5998475,2082883,2116316,0,4199199,2116316,2221035,2254957,6592308,22508461,21240000,1268461,5.97,23368673
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,2939050,0,476927,938902,10451,10956,11285,32692,8307,8307,3439,20053,20561,77974,0,98535,77974,211514,183291,472779,624059,476927,147132,30.85,938902
Licences and permits,,176313,0,202713,295026,53857,36400,24156,114413,9536,9536,8847,27919,0,9416,0,9416,9416,5524,27175,42115,193863,202713,-8850,-4.37,295026
Agency services,,6850311,0,5800000,5800000,621443,0,603762,1225205,0,0,1936978,1936978,870505,0,0,870505,67965,230984,350,299299,4331987,5800000,-1468013,-25.31,5800000
Transfers recognised - operational,,247290000,0,280980000,279699497,104486000,4937000,0,109423000,85881000,85881000,0,171762000,0,1127000,0,1127000,1127000,0,0,1127000,283439000,280980250,2458750,0.88,279699497
Other own revenue,,64108033,0,2298011,2278861,907775,339644,398231,1645650,1655410,1655410,160614,3471434,3068120,3137493,0,6205613,3137493,1112659,6567597,10817749,22140446,2298181,19842265,863.39,2278861
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,409720882,0,362939836,390230204,113593521,12934205,10629838,137157564,96157515,96157515,9704525,202019555,12889357,77046119,0,89935476,75347784,11156433,53561306,140065523,569178118,362940373,206237745,56.824139815385045,390230204
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,96797188,0,101035795,99603081,7996917,8547568,7814669,24359154,7564700,8122653,8334732,24022085,8534706,7783263,0,16317969,8630296,7757068,8045302,24432666,89131874,101035795,-11903921,-11.78,99603081
Remuneration of councillors,,17836258,0,19092000,18354089,1458121,1418235,1488842,4365198,1543817,1484542,1469888,4498247,1559809,1503287,0,3063096,1531387,1879086,1525325,4935798,16862339,19091720,-2229381,-11.68,18354089
Debt impairment,,147185171,0,55997199,55997200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55997200,-55997200,-100,55997200
Depreciation and asset impairment,,130728341,0,174084397,43650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174084397,-174084397,-100,43650000
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,110950867,0,100000000,62054205,0,11452559,6532965,17985524,4293494,4293494,9225565,17812553,9485293,0,0,9485293,4838295,5263158,5733238,15834691,61118061,100000000,-38881939,-38.88,62054205
Other Materials,,0,0,2550000,1247022,0,0,1902,1902,285381,285381,11298,582060,30425,0,0,30425,364,0,997,1361,615748,2550000,-1934252,-75.85,1247022
Contracted services,,10084751,0,6300000,6000000,873384,862928,0,1736312,862928,862928,862928,2588784,721431,0,0,721431,1004425,862928,0,1867353,6913880,6300000,613880,9.74,6000000
Transfers and grants,,2842000,0,20101000,19224237,1411256,46000,295398,1752654,1411555,2281584,305000,3998139,1433472,531910,0,1965382,824315,2863558,2803334,6491207,14207382,20100544,-5893162,-29.32,19224237
Other expenditure,,115820553,0,63043534,54387449,289561,2181269,11897781,14368611,4382629,18055574,2734964,25173167,1392933,2740372,0,4133305,3732569,7656989,14501505,25891063,69566146,63044058,6522088,10.35,54387449
Loss on disposal of PPE,,32944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,632278073,0,542203925,360517283,12029239,24508559,28031557,64569355,20344504,35386156,22944375,78675035,23158069,12558832,0,35716901,20561651,26282787,32609701,79454139,258415430,542203714,-283788284,-52.33978976396314,360517283
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-222557191,0,-179264089,29712921,101564282,-11574354,-17401719,72588209,75813011,60771359,-13239850,123344520,-10268712,64487287,0,54218575,54786133,-15126354,20951605,60611384,310762688,-179263341,490026029,-273.355403434102,29712921
Transfers recognised - capital,,90210744,0,110820000,111340503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110819750,-110819750,-100,111340503
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-132346447,0,-68444089,141053424,101564282,-11574354,-17401719,72588209,75813011,60771359,-13239850,123344520,-10268712,64487287,0,54218575,54786133,-15126354,20951605,60611384,310762688,-68443591,379206279,-554.042056326355,141053424
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-132346447,0,-68444089,141053424,101564282,-11574354,-17401719,72588209,75813011,60771359,-13239850,123344520,-10268712,64487287,0,54218575,54786133,-15126354,20951605,60611384,310762688,-68443591,379206279,-554.042056326355,141053424
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-132346447,0,-68444089,141053424,101564282,-11574354,-17401719,72588209,75813011,60771359,-13239850,123344520,-10268712,64487287,0,54218575,54786133,-15126354,20951605,60611384,310762688,-68443591,379206279,-554.042056326355,141053424
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-132346447,0,-68444089,141053424,101564282,-11574354,-17401719,72588209,75813011,60771359,-13239850,123344520,-10268712,64487287,0,54218575,54786133,-15126354,20951605,60611384,310762688,-68443591,379206279,-554.042056326355,141053424
