North West: Tswaing(NW382) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other Materials,,4137575,0,3918301,3918301,500815,651702,519106,1671623,0,262634,0,262634,64239,107869,206079,378187,5828,1419462,0,1425290,3737734,3918301,-180567,-4.61,3918301
Contracted services,,4841437,0,5129845,5129845,60192,20192,711194,791578,0,286080,0,286080,388831,820699,108132,1317662,0,951242,0,951242,3346562,5129845,-1783283,-34.76,5129845
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,28873805,0,28490626,28490626,1894520,3028114,2518098,7440732,0,2510628,0,2510628,868433,2255513,1478129,4602075,1369067,2140678,0,3509745,18063180,28490627,-10427447,-36.6,28490626
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,221624148,0,153245635,153245635,8298947,15585317,14095609,37979873,0,9175254,0,9175254,8106766,12736024,11851581,32694371,11414838,11337584,0,22752422,102601920,153245636,-50643716,-33.047411542603406,153245635
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-81066176,0,81098,81098,27891485,-9408300,-9372975,9110210,0,890759,0,890759,3531466,-7363483,-7367066,-11199083,-1492853,7250417,0,5757564,4559450,81095,4478355,5522.356495468278,81098
Transfers recognised - capital,,54987708,0,27493000,27493000,13522000,0,0,13522000,0,0,0,0,0,0,0,0,0,0,0,0,13522000,27493000,-13971000,-50.82,27493000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,51491914,0,0,0,3968916,3018848,2081766,9069530,0,5154883,0,5154883,158413,1674459,4714152,6547024,2241451,216949,0,2458400,23229837,,23229837,0,0
Surplus/(Deficit) after capital transfers and contributions,,25413446,0,27574098,27574098,45382401,-6389452,-7291209,31701740,0,6045642,0,6045642,3689879,-5689024,-2652914,-4652059,748598,7467366,0,8215964,41311287,27574095,13737192,49.81919442868388,27574098
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,25413446,0,27574098,27574098,45382401,-6389452,-7291209,31701740,0,6045642,0,6045642,3689879,-5689024,-2652914,-4652059,748598,7467366,0,8215964,41311287,27574095,13737192,49.81919442868388,27574098
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,25413446,0,27574098,27574098,45382401,-6389452,-7291209,31701740,0,6045642,0,6045642,3689879,-5689024,-2652914,-4652059,748598,7467366,0,8215964,41311287,27574095,13737192,49.81919442868388,27574098
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,25413446,0,27574098,27574098,45382401,-6389452,-7291209,31701740,0,6045642,0,6045642,3689879,-5689024,-2652914,-4652059,748598,7467366,0,8215964,41311287,27574095,13737192,49.81919442868388,27574098
