Limpopo: Ba-Phalaborwa(LIM334) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other own revenue,,2290589,0,1351509,1351510,12061,155155,193389,360605,127054,58511,32494,218059,50554,3797325,1905132,5753011,1932421,-2611525,83284,-595820,5735855,1351512,4384343,324.4,1351510
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,298399518,0,356251313,356251314,51200345,25137671,22113970,98451986,19616128,41297207,28544904,89458239,19313432,24996419,20656653,64966504,26797921,37873584,28943108,93614613,346491342,356251332,-9759990,-2.7396360724343904,356251314
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,94191668,0,118379190,117521635,8850687,8486122,8037008,25373817,9564698,9836329,8439541,27840568,8181284,8128894,9532902,25843080,8227996,8369644,8312801,24910441,103967906,118379196,-14411290,-12.17,117521635
Remuneration of councillors,,10492170,0,12855439,12085439,1036014,1052505,1189967,3278486,1103954,1064247,1043725,3211926,1041680,1041680,0,2083360,1744074,1105144,1135808,3985026,12558798,12855444,-296646,-2.31,12085439
Debt impairment,,2690981,0,31558321,31558321,0,0,0,0,0,0,137276,137276,0,0,0,0,0,0,0,0,137276,31558320,-31421044,-99.57,31558321
Depreciation and asset impairment,,61009541,0,74909000,74909000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74909004,-74909004,-100,74909000
Finance charges,,127595,0,847503,1997503,0,86028,97878,183906,208729,185525,0,394254,236893,176949,198608,612450,78219,91549,5117,174885,1365495,847500,517995,61.12,1997503
Bulk purchases,,67501132,0,82573300,82573300,7894737,3472030,3771930,15138697,9035088,10812581,914447,20762116,0,4824561,3508772,8333333,-11666667,18888271,5110086,12331690,56565836,82573296,-26007460,-31.5,82573300
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,26056366,0,45536273,49485274,2677665,2525740,3479893,8683298,3811400,4383361,3959009,12153770,1528273,6674297,2482991,10685561,-7125,6320299,1616620,7929794,39452423,45536270,-6083847,-13.36,49485274
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,70426677,0,72159605,77047039,5077445,3991117,5281505,14350067,5855011,5462364,4195087,15512462,4216206,6274019,3308624,13798849,3001002,9939448,3631847,16572297,60233675,72159612,-11925937,-16.53,77047039
Loss on disposal of PPE,,-30330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,332465800,0,438818631,447177511,25536548,19613542,21858181,67008271,29578880,31744407,18689085,80012372,15204336,27120400,19031897,61356633,1377499,44714355,19812279,65904133,274281409,438818642,-164537233,-37.495497513526324,447177511
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-34066282,0,-82567318,-90926197,25663797,5524129,255789,31443715,-9962752,9552800,9855819,9445867,4109096,-2123981,1624756,3609871,25420422,-6840771,9130829,27710480,72209933,-82567310,154777243,-187.4558381519272,-90926197
Transfers recognised - capital,,31537407,0,37278650,37278650,10830539,3780527,3661153,18272219,0,1422366,-4320515,-2898149,0,2393867,2847995,5241862,1055573,7686110,8517187,17258870,37874802,37278648,596154,1.6,37278650
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-2528875,0,-45288668,-53647547,36494336,9304656,3916942,49715934,-9962752,10975166,5535304,6547718,4109096,269886,4472751,8851733,26475995,845339,17648016,44969350,110084735,-45288662,155373397,-343.07349817488534,-53647547
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-2528875,0,-45288668,-53647547,36494336,9304656,3916942,49715934,-9962752,10975166,5535304,6547718,4109096,269886,4472751,8851733,26475995,845339,17648016,44969350,110084735,-45288662,155373397,-343.07349817488534,-53647547
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-2528875,0,-45288668,-53647547,36494336,9304656,3916942,49715934,-9962752,10975166,5535304,6547718,4109096,269886,4472751,8851733,26475995,845339,17648016,44969350,110084735,-45288662,155373397,-343.07349817488534,-53647547
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-2528875,0,-45288668,-53647547,36494336,9304656,3916942,49715934,-9962752,10975166,5535304,6547718,4109096,269886,4472751,8851733,26475995,845339,17648016,44969350,110084735,-45288662,155373397,-343.07349817488534,-53647547
