Kwazulu-Natal: The Big 5 False Bay(KZN273) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,0,0,739000,739200,175288,0,15960,191248,205753,100669,209673,516095,212496,215933,209235,637664,10225,222486,163537,396248,1741255,739200,1002055,135.56,739200
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,10019750,0,4000000,10000000,37025,24550,39725,101300,1128525,1228002,1778360,4134887,96857,85230,150,182237,85350,136150,81550,303050,4721474,4000000,721474,18.04,10000000
Licences and permits,,0,0,0,0,467,910,228,1605,0,0,0,0,0,455,683,1138,120,683,348,1151,3894,,3894,0,0
Agency services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,20502036,0,33874000,33874377,9447904,200129,246436,9894469,3138130,8011620,1227180,12376930,1066794,804862,1299142,3170798,372733,1187038,919917,2479688,27921885,33874000,-5952115,-17.57,33874377
Other own revenue,,147886,0,156000,156000,44644,1358,14647,60649,43496,36677,1180,81353,2140,1628,1123,4891,297,2466,-60210,-57447,89446,156000,-66554,-42.66,156000
Gains on disposal of PPE,,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,-2000000,-100,2000000
Total Revenue (excl. capital transfers and contributions),,42460958,0,52186000,58335743,11138536,1273516,1355111,13767163,6190146,11150642,3950712,21291500,2108016,1833783,2216306,6158105,1201121,2245805,1793188,5240114,46456882,52185367,-5728485,-10.977186382535166,58335743
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,12578041,0,16715000,16128900,1065687,1434822,1174297,3674806,1146601,1138314,1759945,4044860,1222589,1278003,1127386,3627978,1146758,1153397,1221355,3521510,14869154,16714582,-1845428,-11.04,16128900
Remuneration of councillors,,1707472,0,1760000,1759996,138280,138279,138280,414839,125029,124658,164658,414345,138280,137116,137116,412512,137116,284363,148688,570167,1811863,1759996,51867,2.95,1759996
Debt impairment,,6136826,0,2000000,6500000,166667,166667,166667,500001,166667,166667,2298966,2632300,166667,166667,166667,500001,166667,166667,166667,500001,4132303,2000000,2132303,106.62,6500000
Depreciation and asset impairment,,3241673,0,2000000,3500000,166667,166667,166667,500001,166667,166667,166667,500001,166667,166667,166667,500001,166667,166667,166667,500001,2000004,2000000,4,0,3500000
Finance charges,,608966,0,150000,200000,14807,7388,38516,60711,6592,6071,5421,18084,5794,45175,0,50969,4127,15220,12816,32163,161927,150000,11927,7.95,200000
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,133150,0,3700000,2000000,157265,218230,64830,440325,81440,406113,82524,570077,205871,197,74766,280834,121468,15000,217081,353549,1644785,3700000,-2055215,-55.55,2000000
Contracted services,,881889,0,14991000,15751000,336491,1525364,507856,2369711,560527,1758020,409741,2728288,892454,648647,463667,2004768,494500,334214,316738,1145452,8248219,14991000,-6742781,-44.98,15751000
Transfers and grants,,3857172,0,180000,180000,0,0,0,0,0,81000,16000,97000,16000,26000,0,42000,0,0,0,0,139000,180000,-41000,-22.78,180000
Other expenditure,,13029748,0,10139000,13249000,3198267,690605,1114138,5003010,279481,1006325,693934,1979740,1592191,1954723,251886,3798800,474279,1267732,1689524,3431535,14213085,10139000,4074085,40.18,13249000
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,42174937,0,51635000,59268896,5244131,4348022,3371251,12963404,2533004,4853835,5597856,12984695,4406513,4423195,2388155,11217863,2711582,3403260,3939536,10054378,47220340,51634578,-4414238,-8.548995984822419,59268896
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,286021,0,551000,-933153,5894405,-3074506,-2016140,803759,3657142,6296807,-1647144,8306805,-2298497,-2589412,-171849,-5059758,-1510461,-1157455,-2146348,-4814264,-763458,550789,-1314247,-238.61170066940335,-933153
Transfers recognised - capital,,9518056,0,0,11156000,353322,283355,177140,813817,2929651,1406945,2439506,6776102,600000,165525,681522,1447047,2127157,442665,907989,3477811,12514777,11156000,1358777,12.18,11156000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,9804077,0,551000,10222847,6247727,-2791151,-1839000,1617576,6586793,7703752,792362,15082907,-1698497,-2423887,509673,-3612711,616696,-714790,-1238359,-1336453,11751319,11706789,44530,0.3803775740726172,10222847
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,9804077,0,551000,10222847,6247727,-2791151,-1839000,1617576,6586793,7703752,792362,15082907,-1698497,-2423887,509673,-3612711,616696,-714790,-1238359,-1336453,11751319,11706789,44530,0.3803775740726172,10222847
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,9804077,0,551000,10222847,6247727,-2791151,-1839000,1617576,6586793,7703752,792362,15082907,-1698497,-2423887,509673,-3612711,616696,-714790,-1238359,-1336453,11751319,11706789,44530,0.3803775740726172,10222847
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,9804077,0,551000,10222847,6247727,-2791151,-1839000,1617576,6586793,7703752,792362,15082907,-1698497,-2423887,509673,-3612711,616696,-714790,-1238359,-1336453,11751319,11706789,44530,0.3803775740726172,10222847
