Limpopo: Mutale(LIM342) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Agency services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,48460000,0,70264903,96425882,157,215996,0,216153,278332,21957655,391881,22627868,0,0,17597000,17597000,0,0,1090640,1090640,41531661,70264900,-28733239,-40.89,96425882
Other own revenue,,3642029,0,3859748,3999885,26702186,214982,114472,27031640,187808,204607,305423,697838,236916,242706,532693,1012315,241522,100101,297486,639109,29380902,3859749,25521153,661.21,3999885
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,59147962,0,82095598,107779548,27320994,1270751,1170389,29762134,1337823,23062904,1651675,26052402,-1185348,793702,18971108,18579462,823580,659108,2149862,3632550,78026548,82095595,-4069047,-4.95647421764834,107779548
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,28046887,0,35972248,34157060,1781466,1548482,1461763,4791711,1547327,2337557,2178793,6063677,2162494,2143690,2061712,6367896,2068701,1809774,1794300,5672775,22896059,35972253,-13076194,-36.35,34157060
Remuneration of councillors,,7121670,0,7460896,7493978,0,447684,437634,885318,625759,595798,646814,1868371,647468,648420,532273,1828161,550805,550805,550805,1652415,6234265,7460892,-1226627,-16.44,7493978
Debt impairment,,14401876,0,2112000,2112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112000,-2112000,-100,2112000
Depreciation and asset impairment,,2769096,0,3000000,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,-3000000,-100,3000000
Finance charges,,139310,0,119174,152859,0,0,8180,8180,7518,7474,8969,23961,7077,7892,7026,21995,7529,6652,6709,20890,75026,119172,-44146,-37.04,152859
Bulk purchases,,0,0,0,2274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2274000
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,1729085,0,2337085,2174000,4985,4240,4441,13666,4408,10006,11811,26225,4598,5347,5065,15010,84065,158644,60512,303221,358122,2337089,-1978967,-84.68,2174000
Transfers and grants,,0,0,0,0,0,1791583,2304342,4095925,447635,852592,513572,1813799,0,0,0,0,0,0,0,0,5909724,,5909724,0,0
Other expenditure,,11664268,0,20382194,19255719,1684435,10860079,3719463,16263977,5571593,2050197,3580015,11201805,1233052,4601891,3904466,9739409,1193519,611784,345065,2150368,39355559,20382192,18973367,93.09,19255719
Loss on disposal of PPE,,408625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,66280817,0,71383597,70619616,3470886,14652068,7935823,26058777,8204240,5853624,6939974,20997838,4054689,7407240,6510542,17972471,3904619,3137659,2757391,9799669,74828755,71383598,3445157,4.8262585475167565,70619616
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-7132855,0,10712001,37159932,23850108,-13381317,-6765434,3703357,-6866417,17209280,-5288299,5054564,-5240037,-6613538,12460566,606991,-3081039,-2478551,-607529,-6167119,3197793,10711997,-7514204,-70.14755511974099,37159932
Transfers recognised - capital,,40237916,0,22855100,0,0,0,0,0,3269921,1451473,0,4721394,0,0,0,0,0,0,3705656,3705656,8427050,22855100,-14428050,-63.13,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,33105061,0,33567101,37159932,23850108,-13381317,-6765434,3703357,-3596496,18660753,-5288299,9775958,-5240037,-6613538,12460566,606991,-3081039,-2478551,3098127,-2461463,11624843,33567097,-21942254,-65.36833971671724,37159932
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,33105061,0,33567101,37159932,23850108,-13381317,-6765434,3703357,-3596496,18660753,-5288299,9775958,-5240037,-6613538,12460566,606991,-3081039,-2478551,3098127,-2461463,11624843,33567097,-21942254,-65.36833971671724,37159932
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,33105061,0,33567101,37159932,23850108,-13381317,-6765434,3703357,-3596496,18660753,-5288299,9775958,-5240037,-6613538,12460566,606991,-3081039,-2478551,3098127,-2461463,11624843,33567097,-21942254,-65.36833971671724,37159932
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,33105061,0,33567101,37159932,23850108,-13381317,-6765434,3703357,-3596496,18660753,-5288299,9775958,-5240037,-6613538,12460566,606991,-3081039,-2478551,3098127,-2461463,11624843,33567097,-21942254,-65.36833971671724,37159932
