Kwazulu-Natal: Greater Kokstad(KZN433) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers recognised - operational,,52851000,0,53676000,54675507,0,18848000,0,18848000,290041,365502,16161991,16817534,415257,288169,13109963,13813389,311088,295987,1386500,1993575,51472498,53676000,-2203502,-4.11,54675507
Other own revenue,,5743666,0,2710930,4201424,375951,174435,1719233,2269619,333154,192766,114253,640173,388323,237336,122158,747817,543650,137201,294331,975182,4632791,2710302,1922489,70.93,4201424
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,247663689,0,259000642,268896730,66087410,33945575,13500395,113533380,14550039,11919051,28230919,54700009,12828890,12340805,25587514,50757209,13500295,12355754,13080912,38936961,257927559,259000101,-1072542,-0.41410871882246875,268896730
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,85920146,0,84513673,84847199,8970000,6550958,6557801,22078759,6605778,6850435,7633463,21089676,6668649,6711447,6593015,19973111,6681148,6409376,9339096,22429620,85571166,84514135,1057031,1.25,84847199
Remuneration of councillors,,4554910,0,5087393,5708946,392971,389408,389412,1171791,389411,389413,389413,1168237,389414,385829,388798,1164041,377637,628937,0,1006574,4510643,5087393,-576750,-11.34,5708946
Debt impairment,,12762825,0,15000000,13000000,65945,2709351,-19906,2755390,0,320814,415148,735962,8686,0,0,8686,2037,57652,60302,119991,3620029,15000000,-11379971,-75.87,13000000
Depreciation and asset impairment,,38274713,0,42000000,42000000,2554038,3165409,4146280,9865727,3269689,3298617,3090462,9658768,3254612,3409985,3060614,9725211,3293588,3091885,3181925,9567398,38817104,42000000,-3182896,-7.58,42000000
Finance charges,,2657276,0,1053000,2578871,0,0,204996,204996,64484,359893,329785,754162,201423,235423,135721,572567,-105386,-172852,117907,-160331,1371394,1052705,318689,30.27,2578871
Bulk purchases,,60069549,0,75642000,75642000,8512117,9242878,8352034,26107029,4842229,4927388,4610627,14380244,4154484,4983136,4152689,13290309,4579356,4646272,5476132,14701760,68479342,75642000,-7162658,-9.47,75642000
Other Materials,,0,0,0,1290000,0,0,0,0,0,0,0,0,0,67686,0,67686,0,0,0,0,67686,,67686,0,1290000
Contracted services,,15644152,0,15953058,21962915,1163314,1508280,1055802,3727396,1379001,2408408,996192,4783601,200449,1772792,1067737,3040978,936507,1450931,4258110,6645548,18197523,15953158,2244365,14.07,21962915
Transfers and grants,,5072497,0,5000000,3433000,66,30824,46516,77406,51321,32456,32522,116299,32717,3888751,106427,4027895,43255,62619,141100,246974,4468574,5000000,-531426,-10.63,3433000
Other expenditure,,25995435,0,27447463,22175229,276866,5993840,1349955,7620661,1755633,2246082,1754002,5755717,1707884,1440658,609728,3758270,1017349,1154543,6256242,8428134,25562782,27447930,-1885148,-6.87,22175229
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,250951503,0,271696587,272638160,21935317,29590948,22082890,73609155,18357546,20833506,19251614,58442666,16618318,22895707,16114729,55628754,16825491,17329363,28830814,62985668,250666243,271697321,-21031078,-7.74062766706485,272638160
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3287814,0,-12695945,-3741430,44152093,4354627,-8582495,39924225,-3807507,-8914455,8979305,-3742657,-3789428,-10554902,9472785,-4871545,-3325196,-4973609,-15749902,-24048707,7261316,-12697220,19958536,-157.18823490496345,-3741430
Transfers recognised - capital,,33502389,0,48545000,48545000,0,0,6212571,6212571,6586274,3145812,6609226,16341312,3603610,0,1662682,5266292,3824425,7367381,7634734,18826540,46646715,48545000,-1898285,-3.91,48545000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,30214575,0,35849055,44803570,44152093,4354627,-2369924,46136796,2778767,-5768643,15588531,12598655,-185818,-10554902,11135467,394747,499229,2393772,-8115168,-5222167,53908031,35847780,18060251,50.38038896690394,44803570
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,30214575,0,35849055,44803570,44152093,4354627,-2369924,46136796,2778767,-5768643,15588531,12598655,-185818,-10554902,11135467,394747,499229,2393772,-8115168,-5222167,53908031,35847780,18060251,50.38038896690394,44803570
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,30214575,0,35849055,44803570,44152093,4354627,-2369924,46136796,2778767,-5768643,15588531,12598655,-185818,-10554902,11135467,394747,499229,2393772,-8115168,-5222167,53908031,35847780,18060251,50.38038896690394,44803570
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,30214575,0,35849055,44803570,44152093,4354627,-2369924,46136796,2778767,-5768643,15588531,12598655,-185818,-10554902,11135467,394747,499229,2393772,-8115168,-5222167,53908031,35847780,18060251,50.38038896690394,44803570
