Mpumalanga: Emakhazeni(MP314) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers recognised - operational,,41975000,0,46402333,46402333,18536000,1428000,0,19964000,0,0,14463000,14463000,0,371000,0,371000,0,0,10672000,10672000,45470000,46402333,-932333,-2.01,46402333
Other own revenue,,14873985,0,1070250,771084,54823,167611,284050,506484,51371,36972,130755,219098,23675,65150,113068,201893,105767,155682,36022,297471,1224946,1070256,154690,14.45,771084
Gains on disposal of PPE,,0,0,204000,204000,0,0,18000,18000,200000,0,0,200000,0,0,0,0,0,0,0,0,218000,204000,14000,6.86,204000
Total Revenue (excl. capital transfers and contributions),,176591193,0,191766378,185038816,44238794,8571974,8799035,61609803,12385488,8360734,25248878,45995100,9836533,13472104,11615388,34924025,9210057,11871258,23798928,44880243,187409171,191766367,-4357196,-2.272137741442429,185038816
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,55448824,0,78916214,78916214,4741370,5123540,5210143,15075053,5034456,5014717,4369373,14418546,5088168,5149522,5138444,15376134,5129951,5033425,5553101,15716477,60586210,78916212,-18330002,-23.23,78916214
Remuneration of councillors,,4787535,0,5108645,5108645,354910,376936,407386,1139232,398961,398962,398962,1196885,394148,398962,398962,1192072,667681,449696,425833,1543210,5071399,5108640,-37241,-0.73,5108645
Debt impairment,,0,0,9190200,9190200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9190200,-9190200,-100,9190200
Depreciation and asset impairment,,0,0,50979600,50979600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50979600,-50979600,-100,50979600
Finance charges,,0,0,1537000,1937000,6707,511509,14539,532755,45,597070,226420,823535,253570,322151,284806,860527,302,932321,408709,1341332,3558149,1536996,2021153,131.5,1937000
Bulk purchases,,0,0,40769696,40769696,110464,10785615,125595,11021674,197186,5526063,2605529,8328778,2955762,2506823,2568873,8031458,24584,7737547,4253823,12015954,39397864,40769700,-1371836,-3.36,40769696
Other Materials,,1340259,0,0,6135355,2276,70735,0,73011,676242,4771,205362,886375,252878,234239,291910,779027,58045,305298,715049,1078392,2816805,10285578,-7468773,-72.61,6135355
Contracted services,,0,0,3473604,4173604,0,517693,258847,776540,258847,0,258847,517694,63352,-14661,8869,57560,39208,1035386,568466,1643060,2994854,3473604,-478750,-13.78,4173604
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,85505855,0,43348515,32605398,1771899,1021134,2500510,5293543,1798593,916219,2135519,4850331,1624388,1790595,2154781,5569764,1385201,2170290,3488413,7043904,22757542,33062938,-10305396,-31.17,32605398
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,147082473,0,233323474,229815712,6987626,18407162,8517020,33911808,8364330,12457802,10200012,31022144,10632266,10387631,10846645,31866542,7304972,17663963,15413394,40382329,137182823,233323468,-96140645,-41.20487571357374,229815712
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,29508720,0,-41557096,-44776896,37251168,-9835188,282015,27697995,4021158,-4097068,15048866,14972956,-795733,3084473,768743,3057483,1905085,-5792705,8385534,4497914,50226348,-41557101,91783449,-220.86104851250332,-44776896
Transfers recognised - capital,,13322000,0,17232000,17232000,7139000,0,0,7139000,0,0,0,0,0,0,10093000,10093000,0,0,0,0,17232000,17232000,0,0,17232000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,42830720,0,-24325096,-27544896,44390168,-9835188,282015,34836995,4021158,-4097068,15048866,14972956,-795733,3084473,10861743,13150483,1905085,-5792705,8385534,4497914,67458348,-24325101,91783449,-377.31990917530004,-27544896
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,42830720,0,-24325096,-27544896,44390168,-9835188,282015,34836995,4021158,-4097068,15048866,14972956,-795733,3084473,10861743,13150483,1905085,-5792705,8385534,4497914,67458348,-24325101,91783449,-377.31990917530004,-27544896
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,42830720,0,-24325096,-27544896,44390168,-9835188,282015,34836995,4021158,-4097068,15048866,14972956,-795733,3084473,10861743,13150483,1905085,-5792705,8385534,4497914,67458348,-24325101,91783449,-377.31990917530004,-27544896
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,42830720,0,-24325096,-27544896,44390168,-9835188,282015,34836995,4021158,-4097068,15048866,14972956,-795733,3084473,10861743,13150483,1905085,-5792705,8385534,4497914,67458348,-24325101,91783449,-377.31990917530004,-27544896
