Northern Cape: Ga-Segonyana(NC452) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Gains on disposal of PPE,,219190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,1974,1974,,1974,0,0
Total Revenue (excl. capital transfers and contributions),,266057763,0,303145558,298885662,64712895,10656070,15862880,91231845,10010382,37857402,10993674,58861458,11368276,10937827,36351497,58657600,10778559,9827707,16973970,37580236,246331139,303145562,-56814423,-18.741631124390334,298885662
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,74606633,0,85702924,82118108,5846879,6490312,6916152,19253343,7103575,7410412,7956117,22470104,6988953,6629890,7534621,21153464,6049393,6710325,6983609,19743327,82620238,85702926,-3082688,-3.6,82118108
Remuneration of councillors,,6743473,0,6601524,6756524,556425,558410,560358,1675193,558373,552783,554893,1666049,547441,547443,548729,1643613,548729,884134,583996,2016859,7001714,6601525,400189,6.06,6756524
Debt impairment,,4190896,0,504840,504840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504838,-504838,-100,504840
Depreciation and asset impairment,,42167801,0,37639324,37639324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23525908,23525908,23525908,37639327,-14113419,-37.5,37639324
Finance charges,,2801222,0,2964073,2964073,0,0,0,0,39609,0,0,39609,9553,66818,8737,85108,0,0,1142416,1142416,1267133,2964070,-1696937,-57.25,2964073
Bulk purchases,,54784014,0,60765720,60765720,7932073,7829873,7007206,22769152,4043715,4140409,4032894,12217018,4186010,4409105,4081418,12676533,4228550,3763971,4609995,12602516,60265219,60765719,-500500,-0.82,60765720
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,7740000,8072200,595872,595872,710194,1901938,710194,55101,1365287,2130582,734394,321301,734394,1790089,1150789,737926,471497,2360212,8182821,7740000,442821,5.72,8072200
Transfers and grants,,279357,0,3336264,3590247,0,0,545601,545601,649771,1211004,1611885,3472660,105791,116045,116045,337881,772895,0,0,772895,5129037,3336266,1792771,53.74,3590247
Other expenditure,,110412197,0,88745859,88964141,3463445,9812356,8435734,21711535,6808732,5798092,5325036,17931860,3542623,7501523,6837655,17881801,9591766,5209096,12714192,27515054,85040250,88745858,-3705608,-4.18,88964141
Loss on disposal of PPE,,23552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,296009145,0,294000528,291375177,18394694,25286823,24175245,67856762,19913969,19167801,20846112,59927882,16114765,19592125,19861599,55568489,22342122,17305452,50031613,89679187,273032320,294000529,-20968209,-7.132031044746862,291375177
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-29951382,0,9145030,7510485,46318201,-14630753,-8312365,23375083,-9903587,18689601,-9852438,-1066424,-4746489,-8654298,16489898,3089111,-11563563,-7477745,-33057643,-52098951,-26701181,9145033,-35846214,-391.9746817753419,7510485
Transfers recognised - capital,,75949873,0,96197000,98164652,4430025,11058964,11377992,26866981,3161350,6908496,11893243,21963089,-741013,1668535,6531680,7459202,8267815,6564341,0,14832156,71121428,96197000,-25075572,-26.07,98164652
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,45998491,0,105342030,105675137,50748226,-3571789,3065627,50242064,-6742237,25598097,2040805,20896665,-5487502,-6985763,23021578,10548313,-3295748,-913404,-33057643,-37266795,44420247,105342033,-60921786,-57.832362130318856,105675137
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,45998491,0,105342030,105675137,50748226,-3571789,3065627,50242064,-6742237,25598097,2040805,20896665,-5487502,-6985763,23021578,10548313,-3295748,-913404,-33057643,-37266795,44420247,105342033,-60921786,-57.832362130318856,105675137
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,45998491,0,105342030,105675137,50748226,-3571789,3065627,50242064,-6742237,25598097,2040805,20896665,-5487502,-6985763,23021578,10548313,-3295748,-913404,-33057643,-37266795,44420247,105342033,-60921786,-57.832362130318856,105675137
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,45998491,0,105342030,105675137,50748226,-3571789,3065627,50242064,-6742237,25598097,2040805,20896665,-5487502,-6985763,23021578,10548313,-3295748,-913404,-33057643,-37266795,44420247,105342033,-60921786,-57.832362130318856,105675137
