Western Cape: Theewaterskloof(WC031) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,9267473,0,6480000,6480000,572003,597220,626970,1796193,556259,584494,621386,1762139,168328,612708,570386,1351422,653611,604908,423861,1682380,6592134,6480000,112134,1.73,6480000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,29835407,0,14333920,24284250,636260,609092,591297,1836649,643650,571010,473746,1688406,637465,556345,623622,1817432,384663,619754,760018,1764435,7106922,14333921,-7226999,-50.42,24284250
Licences and permits,,2635096,0,2724200,2468800,261561,153777,177469,592807,263507,198099,164614,626220,249740,310681,227207,787628,209142,193885,150897,553924,2560579,2724200,-163621,-6.01,2468800
Agency services,,2189056,0,2332000,2400000,226290,180763,195796,602849,218911,207186,188744,614841,227687,252329,216285,696301,164183,130752,226118,521053,2435044,2332000,103044,4.42,2400000
Transfers recognised - operational,,106980504,0,103590312,122944574,25118328,1824752,2659845,29602925,13647292,2347271,27441110,43435673,709947,10029309,24363912,35103168,1280041,6647987,4369630,12297658,120439424,103590312,16849112,16.27,122944574
Other own revenue,,35488239,0,7788580,7029680,2105192,1074602,850979,4030773,833372,541708,503529,1878609,808877,503575,3502126,4814578,712921,384075,1378784,2475780,13199740,4963410,8236330,165.94,7029680
Gains on disposal of PPE,,309787,0,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000,-235000,-100,0
Total Revenue (excl. capital transfers and contributions),,390322190,0,363906639,392712436,72494418,20596078,20873356,113963852,32112436,19932937,45212493,97257866,20727972,30621256,44289883,95639111,20903950,24290657,26257259,71451866,378312695,363906637,14406058,3.958723621740375,392712436
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,124567549,0,139913997,140980516,10224206,10562256,10370121,31156583,10222167,11682105,10770356,32674628,10455343,10316141,10254660,31026144,10345733,11264347,10616182,32226262,127083617,139914000,-12830383,-9.17,140980516
Remuneration of councillors,,8203131,0,9277131,9277131,684462,684462,684462,2053386,665266,665266,687619,2018151,684425,681394,667410,2033229,1043971,702815,721709,2468495,8573261,9277127,-703866,-7.59,9277131
Debt impairment,,47239932,0,23730000,37552688,1671674,1671666,2589169,5932509,1977499,1977499,1977499,5932497,1977499,1977499,1977499,5932497,1977499,1977499,1977499,5932497,23730000,23730000,0,0,37552688
Depreciation and asset impairment,,32815617,0,23080869,27080869,0,0,0,0,0,0,0,0,0,11713912,0,11713912,0,4392720,1464237,5856957,17570869,23080872,-5510003,-23.87,27080869
Finance charges,,12478081,0,13433196,12732813,169309,0,2348960,2518269,0,0,3553441,3553441,160497,0,2284562,2445059,0,0,3403740,3403740,11920509,13433196,-1512687,-11.26,12732813
Bulk purchases,,50043145,0,54650699,55091228,516086,6420931,6086169,13023186,4047593,3950384,3802754,11800731,4285867,3773499,4172415,12231781,3819840,4672652,3270112,11762604,48818302,54650700,-5832398,-10.67,55091228
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,17749202,0,19672844,18745851,261892,964888,1409176,2635956,1144378,1369661,1422194,3936233,1247636,1105023,1138876,3491535,854049,993199,3150114,4997362,15061086,19672845,-4611759,-23.44,18745851
Transfers and grants,,823890,0,1000000,1000000,87866,96173,100198,284237,108450,123174,127581,359205,131323,130470,129777,391570,130845,136112,136731,403688,1438700,1000000,438700,43.87,1000000
Other expenditure,,86372172,0,86832703,108233305,1317826,5185909,6199742,12703477,17409770,7657544,12010095,37077409,3510218,12512333,10899959,26922510,3320721,8216550,8092471,19629742,96333138,86832700,9500438,10.94,108233305
Loss on disposal of PPE,,341301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,380634020,0,371591439,410694401,14933321,25586285,29787997,70307603,35575123,27425633,34351539,97352295,22452808,42210271,31525158,96188237,21492658,32355894,32832795,86681347,350529482,371591440,-21061958,-5.6680417611342175,410694401
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,9688170,0,-7684800,-17981965,57561097,-4990207,-8914641,43656249,-3462687,-7492696,10860954,-94429,-1724836,-11589015,12764725,-549126,-588708,-8065237,-6575536,-15229481,27783213,-7684803,35468016,-461.5344856595543,-17981965
Transfers recognised - capital,,48930274,0,54670188,61638138,1050235,3166088,4320998,8537321,2934134,1065519,10725672,14725325,42944,1587580,4502664,6133188,1926316,3250418,16908304,22085038,51480872,54670189,-3189317,-5.83,61638138
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,58618444,0,46985388,43656173,58611332,-1824119,-4593643,52193570,-528553,-6427177,21586626,14630896,-1681892,-10001435,17267389,5584062,1337608,-4814819,10332768,6855557,79264085,46985386,32278699,68.69944412077406,43656173
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,58618444,0,46985388,43656173,58611332,-1824119,-4593643,52193570,-528553,-6427177,21586626,14630896,-1681892,-10001435,17267389,5584062,1337608,-4814819,10332768,6855557,79264085,46985386,32278699,68.69944412077406,43656173
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,58618444,0,46985388,43656173,58611332,-1824119,-4593643,52193570,-528553,-6427177,21586626,14630896,-1681892,-10001435,17267389,5584062,1337608,-4814819,10332768,6855557,79264085,46985386,32278699,68.69944412077406,43656173
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,58618444,0,46985388,43656173,58611332,-1824119,-4593643,52193570,-528553,-6427177,21586626,14630896,-1681892,-10001435,17267389,5584062,1337608,-4814819,10332768,6855557,79264085,46985386,32278699,68.69944412077406,43656173
