Kwazulu-Natal: uPhongolo(KZN262) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Agency services,,844978,0,721668,721667,58867,41167,87893,187927,93721,63888,53297,210906,69558,151109,0,220667,186072,60449,70291,316812,936312,721668,214644,29.74,721667
Transfers recognised - operational,,71107176,0,82855000,81205000,30593876,302148,131167,31027191,213867,25939223,1637367,27790457,614973,1252093,21378438,23245504,410927,348613,391283,1150823,83213975,82855000,358975,0.43,81205000
Other own revenue,,980098,0,818682,861265,39183,45085,54356,138624,55484,40399,34973,130856,126243,177785,434,304462,313812,25796,175931,515539,1089481,818683,270798,33.08,861265
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,130704449,0,150583861,124671742,33921653,3888294,6180051,43989998,6412416,31998542,7645124,46056082,7660679,15403720,21452978,44517377,7164264,6651776,6294607,20110647,154674104,150583861,4090243,2.7162558941160366,124671742
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,36095330,0,45664829,45664829,3420944,3375074,3823919,10619937,3389412,3461034,3686693,10537139,3644106,7344360,178790,11167256,4024516,4270752,4124637,12419905,44744237,45664829,-920592,-2.02,45664829
Remuneration of councillors,,7002757,0,7392712,7392712,592295,592290,592296,1776881,592289,592298,592284,1776871,592284,1165440,0,1757724,592338,944004,625050,2161392,7472868,7392712,80156,1.08,7392712
Debt impairment,,684693,0,1454287,1454287,0,0,0,0,0,605953,0,605953,0,0,0,0,0,0,0,0,605953,1454287,-848334,-58.33,1454287
Depreciation and asset impairment,,1911327,0,4535632,4535632,0,0,0,0,0,1889847,0,1889847,0,0,0,0,0,0,0,0,1889847,4535632,-2645785,-58.33,4535632
Finance charges,,322872,0,970152,970152,0,0,0,0,0,107275,505699,612974,15263,19259,1803,36325,162,0,60816,60978,710277,970152,-259875,-26.79,970152
Bulk purchases,,20446463,0,23298644,23298644,2149763,2375831,0,4525594,3648867,1563839,1581573,6794279,1735522,3672545,1675621,7083688,1725458,1419446,1787916,4932820,23336381,23298644,37737,0.16,23298644
Other Materials,,7277721,0,8977990,9544788,95501,349009,256754,701264,515220,403911,1038421,1957552,284763,327190,261353,873306,840170,631235,548695,2020100,5552222,,5552222,0,9544788
Contracted services,,11928860,0,10973695,17250502,906756,923877,1152899,2983532,2054531,944390,1626577,4625498,1443061,2935242,1808425,6186728,1379165,573901,1630927,3583993,17379751,10973696,6406055,58.38,17250502
Transfers and grants,,0,0,2810296,0,0,256508,174200,430708,0,0,0,0,0,0,0,0,0,0,0,0,430708,2810296,-2379588,-84.67,0
Other expenditure,,29904634,0,37173674,41734879,1900081,1869632,2815549,6585262,1844135,2951278,4117036,8912449,1634749,4283357,1893490,7811596,2527107,2288937,5777827,10593871,33903178,37173672,-3270494,-8.8,41734879
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,115574657,0,143251911,151846425,9065340,9742221,8815617,27623178,12044454,12519825,13148283,37712562,9349748,19747393,5819482,34916623,11088916,10128275,14555868,35773059,136025422,134273920,1751502,1.3044245673322117,151846425
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,15129792,0,7331950,-27174683,24856313,-5853927,-2635566,16366820,-5632038,19478717,-5503159,8343520,-1689069,-4343673,15633496,9600754,-3924652,-3476499,-8261261,-15662412,18648682,16309941,2338741,14.339359044891701,-27174683
Transfers recognised - capital,,38756267,0,38789000,48365000,1159813,2981817,1395776,5537406,4626613,5721688,7106103,17454404,5971253,9156903,6271963,21400119,2002831,4873174,2683429,9559434,53951363,38789000,15162363,39.09,48365000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,53886059,0,46120950,21190317,26016126,-2872110,-1239790,21904226,-1005425,25200405,1602944,25797924,4282184,4813230,21905459,31000873,-1921821,1396675,-5577832,-6102978,72600045,55098941,17501104,31.763049674584487,21190317
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,53886059,0,46120950,21190317,26016126,-2872110,-1239790,21904226,-1005425,25200405,1602944,25797924,4282184,4813230,21905459,31000873,-1921821,1396675,-5577832,-6102978,72600045,55098941,17501104,31.763049674584487,21190317
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,53886059,0,46120950,21190317,26016126,-2872110,-1239790,21904226,-1005425,25200405,1602944,25797924,4282184,4813230,21905459,31000873,-1921821,1396675,-5577832,-6102978,72600045,55098941,17501104,31.763049674584487,21190317
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,53886059,0,46120950,21190317,26016126,-2872110,-1239790,21904226,-1005425,25200405,1602944,25797924,4282184,4813230,21905459,31000873,-1921821,1396675,-5577832,-6102978,72600045,55098941,17501104,31.763049674584487,21190317
