Northern Cape: Magareng(NC093) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Licences and permits,,397059,0,426500,438500,27495,18792,23983,70270,53497,33064,20977,107538,30104,17835,33549,81488,33549,33549,33549,100647,359943,426500,-66557,-15.61,438500
Agency services,,0,0,12500,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,-12500,-100,6250
Transfers recognised - operational,,35560105,0,39351000,30328692,0,14573970,1473000,16046970,55387,528085,7535988,8119460,0,0,0,0,0,0,0,0,24166430,39351000,-15184570,-38.59,30328692
Other own revenue,,8069405,0,618500,1414951,39363,25462,51324,116149,8868,6946,7174,22988,11714,7876,6263,25853,6263,6263,6263,18789,183779,618500,-434721,-70.29,1414951
Gains on disposal of PPE,,0,0,1987630,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987630,-1987630,-100,200000
Total Revenue (excl. capital transfers and contributions),,78341340,0,86315050,76630587,3530485,16545107,3755041,23830633,4467335,4126579,11162095,19756009,3740149,3402857,26576,7169582,26576,26576,26576,79728,50835952,86315049,-35479097,-41.10418450900723,76630587
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,27695417,0,33857392,32690049,2470002,2452668,2407990,7330660,2486527,3822507,1915945,8224979,2316254,2455804,2386463,7158521,2386463,2386463,2386463,7159389,29873549,33857392,-3983843,-11.77,32690049
Remuneration of councillors,,2893211,0,3119260,3119260,232087,231848,237445,701380,238909,237103,237832,713844,237103,247964,243658,728725,243658,243658,243658,730974,2874923,3119260,-244337,-7.83,3119260
Debt impairment,,2637393,0,18852959,18852959,0,0,4713240,4713240,0,0,4713240,4713240,0,0,0,0,0,0,0,0,9426480,18852959,-9426479,-50,18852959
Depreciation and asset impairment,,19626349,0,11186314,11186314,0,0,2796579,2796579,0,0,2796579,2796579,0,0,0,0,0,0,0,0,5593158,11186314,-5593156,-50,11186314
Finance charges,,992194,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,-100000,-100,100000
Bulk purchases,,16626554,0,16739713,13839713,1085930,1085930,-1085930,1085930,1299626,0,438596,1738222,0,0,0,0,0,0,0,0,2824152,16739713,-13915561,-83.13,13839713
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,1459577,0,2842000,2177500,41260,352414,80022,473696,191590,119730,90454,401774,68577,24630,17121,110328,17121,17121,17121,51363,1037161,2842000,-1804839,-63.51,2177500
Transfers and grants,,3042182,0,6761000,6761000,2573,100492,141034,244099,599604,501946,958758,2060308,42445,12208,162635,217288,162635,162635,162635,487905,3009600,6761000,-3751400,-55.49,6761000
Other expenditure,,20609939,0,21829507,17135488,238521,855288,1058669,2152478,1279351,1128584,1015408,3423343,527064,459107,188892,1175063,188892,188892,188892,566676,7317560,21829507,-14511947,-66.48,17135488
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,95582816,0,115288145,105862283,4070373,5078640,10349049,19498062,6095607,5809870,12166812,24072289,3191443,3199713,2998769,9389925,2998769,2998769,2998769,8996307,61956583,115288145,-53331562,-46.25936344105458,105862283
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-17241476,0,-28973095,-29231696,-539888,11466467,-6594008,4332571,-1628272,-1683291,-1004717,-4316280,548706,203144,-2972193,-2220343,-2972193,-2972193,-2972193,-8916579,-11120631,-28973096,17852465,-61.61738807616556,-29231696
Transfers recognised - capital,,12776803,0,22287000,21487000,0,3236000,0,3236000,0,4315000,0,4315000,0,0,0,0,0,0,0,0,7551000,22287000,-14736000,-66.12,21487000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-4464673,0,-6686095,-7744696,-539888,14702467,-6594008,7568571,-1628272,2631709,-1004717,-1280,548706,203144,-2972193,-2220343,-2972193,-2972193,-2972193,-8916579,-3569631,-6686096,3116465,-46.611131518303054,-7744696
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-4464673,0,-6686095,-7744696,-539888,14702467,-6594008,7568571,-1628272,2631709,-1004717,-1280,548706,203144,-2972193,-2220343,-2972193,-2972193,-2972193,-8916579,-3569631,-6686096,3116465,-46.611131518303054,-7744696
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-4464673,0,-6686095,-7744696,-539888,14702467,-6594008,7568571,-1628272,2631709,-1004717,-1280,548706,203144,-2972193,-2220343,-2972193,-2972193,-2972193,-8916579,-3569631,-6686096,3116465,-46.611131518303054,-7744696
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-4464673,0,-6686095,-7744696,-539888,14702467,-6594008,7568571,-1628272,2631709,-1004717,-1280,548706,203144,-2972193,-2220343,-2972193,-2972193,-2972193,-8916579,-3569631,-6686096,3116465,-46.611131518303054,-7744696
