Northern Cape: Hantam(NC065) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Contracted services,,529161,0,551120,538700,35939,19107,37565,92611,43215,52075,44115,139405,43969,46515,42465,132949,45315,43794,51735,140844,505809,551120,-45311,-8.22,538700
Transfers and grants,,246388,0,159530,164970,164969,0,0,164969,0,0,0,0,0,0,0,0,0,0,0,0,164969,159530,5439,3.41,164970
Other expenditure,,15701603,0,14533593,16141009,528009,894227,1053013,2475249,816377,850263,860725,2527365,3067768,856265,1329411,5253444,2068426,944375,2736649,5749450,16005508,14533593,1471915,10.13,16141009
Loss on disposal of PPE,,47090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,71959806,0,79691958,80700320,3108111,6480215,5117997,14706323,5223302,5953573,4205157,15382032,7910420,5661554,4866889,18438863,6541552,5319577,5686218,17547347,66074565,79691958,-13617393,-17.087537239328466,80700320
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3096106,0,380768,111692,6434057,-2436526,-1510379,2487152,-1639087,-2494793,-1054326,-5188206,10713114,-1896260,-1411767,7405087,-1543777,-3455591,-1870210,-6869578,-2165545,380767,-2546312,-668.7323218661281,111692
Transfers recognised - capital,,25167485,0,11753000,21553000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11753000,-11753000,-100,21553000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,22071379,0,12133768,21664692,6434057,-2436526,-1510379,2487152,-1639087,-2494793,-1054326,-5188206,10713114,-1896260,-1411767,7405087,-1543777,-3455591,-1870210,-6869578,-2165545,12133767,-14299312,-117.84726045917975,21664692
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,22071379,0,12133768,21664692,6434057,-2436526,-1510379,2487152,-1639087,-2494793,-1054326,-5188206,10713114,-1896260,-1411767,7405087,-1543777,-3455591,-1870210,-6869578,-2165545,12133767,-14299312,-117.84726045917975,21664692
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,22071379,0,12133768,21664692,6434057,-2436526,-1510379,2487152,-1639087,-2494793,-1054326,-5188206,10713114,-1896260,-1411767,7405087,-1543777,-3455591,-1870210,-6869578,-2165545,12133767,-14299312,-117.84726045917975,21664692
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,22071379,0,12133768,21664692,6434057,-2436526,-1510379,2487152,-1639087,-2494793,-1054326,-5188206,10713114,-1896260,-1411767,7405087,-1543777,-3455591,-1870210,-6869578,-2165545,12133767,-14299312,-117.84726045917975,21664692
