Gauteng: Lesedi(GT423) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers recognised - operational,,79435336,0,91363621,91363621,381754,7312758,7311742,15006254,7724480,8307320,6936514,22968314,6987216,15643898,6671683,29302797,5870239,6952782,11951363,24774384,92051749,91363620,688129,0.75,91363621
Other own revenue,,1609024,0,6230910,6230910,322882,331081,1207903,1861866,216590,203464,60866,480920,58133,440745,149079,647957,290312,289068,420920,1000300,3991043,6230910,-2239867,-35.95,6230910
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38897,38897,0,38897,0,38897,77794,,77794,0,0
Total Revenue (excl. capital transfers and contributions),,476286311,0,546168132,546168132,39949886,45006181,44325607,129281674,45983004,46298139,35393390,127674533,42343146,52387836,43766127,138497109,40068588,44548012,53515863,138132463,533585779,546168131,-12582352,-2.303750674167402,546168132
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,100178382,0,147508907,147508907,10711069,151656,-149100,10713625,10342870,10906349,-3275331,17973888,11123757,8955397,11196002,31275156,9780732,10589814,11704986,32075532,92038201,147508908,-55470707,-37.6,147508907
Remuneration of councillors,,7839778,0,8185301,8185301,0,0,0,0,0,0,3275429,3275429,0,1985621,0,1985621,1628010,684543,799624,3112177,8373227,8185296,187931,2.3,8185301
Debt impairment,,58741130,0,51018176,51018176,0,0,0,0,0,0,0,0,0,52488071,0,52488071,0,0,0,0,52488071,51018180,1469891,2.88,51018176
Depreciation and asset impairment,,36911860,0,34054010,34054010,0,0,0,0,0,0,0,0,18075881,5633481,0,23709362,5633481,6164389,3111407,14909277,38618639,34054008,4564631,13.4,34054010
Finance charges,,6972563,0,6083739,6083739,171000,4813,1667754,1843567,683723,667160,610255,1961138,572262,564867,559147,1696276,495112,511615,495112,1501839,7002820,6083736,919084,15.11,6083739
Bulk purchases,,200318829,0,207281000,207281000,1581715,25754775,20369770,47706260,10578266,27228882,2864644,40671792,13839433,14688364,32697407,61225204,11135885,16492379,35459383,63087647,212690903,207280999,5409904,2.61,207281000
Other Materials,,15421704,0,18556367,18556367,896313,2353523,1609611,4859447,1890723,2006239,2864972,6761934,1137326,0,0,1137326,1231113,1186750,3519729,5937592,18696299,18556955,139344,0.75,18556367
Contracted services,,496750,0,611381,611381,28990,27290,50531,106811,30520,123859,34785,189164,0,113335,55001,168336,9545,89844,58247,157636,621947,611381,10566,1.73,611381
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,68485206,0,70910448,70910448,5767204,7274702,5806062,18847968,7661357,7280565,5685368,20627290,4926366,8681792,13650576,27258734,6840701,7262446,10793895,24897042,91631034,70910447,20720587,29.22,70910448
Loss on disposal of PPE,,10644618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,506010820,0,544209329,544209329,19156291,35566759,29354628,84077678,31187459,48213054,12060122,91460635,49675025,93110928,58158133,200944086,36754579,42981780,65942383,145678742,522161141,544209910,-22048769,-4.051519201478708,544209329
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-29724509,0,1958803,1958803,20793595,9439422,14970979,45203996,14795545,-1914915,23333268,36213898,-7331879,-40723092,-14392006,-62446977,3314009,1566232,-12426520,-7546279,11424638,1958221,9466417,483.4192361332046,1958803
Transfers recognised - capital,,34079000,0,32037000,32037000,0,5476358,4369902,9846260,8653575,0,2141729,10795304,341386,1538387,285900,2165673,2571454,2167577,20184821,24923852,47731089,32037000,15694089,48.99,32037000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,4354491,0,33995803,33995803,20793595,14915780,19340881,55050256,23449120,-1914915,25474997,47009202,-6990493,-39184705,-14106106,-60281304,5885463,3733809,7758301,17377573,59155727,33995221,25160506,74.01189125965676,33995803
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,4354491,0,33995803,33995803,20793595,14915780,19340881,55050256,23449120,-1914915,25474997,47009202,-6990493,-39184705,-14106106,-60281304,5885463,3733809,7758301,17377573,59155727,33995221,25160506,74.01189125965676,33995803
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,4354491,0,33995803,33995803,20793595,14915780,19340881,55050256,23449120,-1914915,25474997,47009202,-6990493,-39184705,-14106106,-60281304,5885463,3733809,7758301,17377573,59155727,33995221,25160506,74.01189125965676,33995803
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,4354491,0,33995803,33995803,20793595,14915780,19340881,55050256,23449120,-1914915,25474997,47009202,-6990493,-39184705,-14106106,-60281304,5885463,3733809,7758301,17377573,59155727,33995221,25160506,74.01189125965676,33995803
