Eastern Cape: Elundini(EC141) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,57616608,0,59458000,60201079,4502021,5240816,5260328,15003165,5023858,5061698,5167117,15252673,4236407,5339402,6201433,15777242,5138203,4937733,2523594,12599530,58632610,59458416,-825806,-1.39,60201079
Remuneration of councillors,,9482893,0,11877146,11877146,860701,1694698,842580,3397979,845451,845827,829629,2520907,828947,596320,837984,2263251,1258599,892789,874940,3026328,11208465,11877144,-668679,-5.63,11877146
Debt impairment,,7314823,0,7909787,7909787,0,12765,0,12765,0,0,0,0,0,0,0,0,0,0,0,0,12765,7909788,-7897023,-99.84,7909787
Depreciation and asset impairment,,31093214,0,32220000,32239690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32219688,-32219688,-100,32239690
Finance charges,,621077,0,869109,89109,0,0,3188,3188,0,0,0,0,0,0,0,0,0,0,46014,46014,49202,869112,-819910,-94.34,89109
Bulk purchases,,14809383,0,18538557,18538557,1771196,0,1609698,3380894,983138,1014941,857352,2855431,1152415,987273,1061772,3201460,1089235,1592169,1226702,3908106,13345891,18538560,-5192669,-28.01,18538557
Other Materials,,8131496,0,10212813,9738689,2624,68154,0,70778,667594,568116,607497,1843207,463102,261514,-65576,659040,283748,532383,1001014,1817145,4390170,10212816,-5822646,-57.01,9738689
Contracted services,,2261311,0,4994000,6632166,52765,435275,1022235,1510275,394614,128528,253848,776990,128908,382432,233792,745132,493330,459736,949316,1902382,4934779,4994484,-59705,-1.2,6632166
Transfers and grants,,263158,0,0,0,0,92900,354086,446986,0,0,0,0,0,0,0,0,0,0,0,0,446986,,446986,0,0
Other expenditure,,44286119,0,48351349,50039869,4093200,4852455,5025782,13971437,4795431,5093415,4687846,14576692,2607744,2739192,1972029,7318965,2163885,5017458,7272287,14453630,50320724,48350700,1970024,4.07,50039869
Loss on disposal of PPE,,200615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,176080697,0,194430761,197266092,11282507,12397063,14117897,37797467,12710086,12712525,12403289,37825900,9417523,10306133,10241434,29965090,10427000,13432268,13893867,37753135,143341592,194430708,-51089116,-26.276258789326633,197266092
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-37343385,0,4594438,-2880772,47769040,45278001,-10185801,82861240,-8921978,24290598,-7845650,7522970,-6016517,-5955999,19514898,7542382,-8335916,-10766898,-6869782,-25972596,71953996,4594152,67359844,1466.2084319369494,-2880772
Transfers recognised - capital,,28184458,0,34661000,54764067,0,0,0,0,0,0,12946631,12946631,0,0,6341437,6341437,0,13318024,5755251,19073275,38361343,34660750,3700593,10.68,54764067
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-9158927,0,39255438,51883295,47769040,45278001,-10185801,82861240,-8921978,24290598,5100981,20469601,-6016517,-5955999,25856335,13883819,-8335916,2551126,-1114531,-6899321,110315339,39254902,71060437,181.023091077899,51883295
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-9158927,0,39255438,51883295,47769040,45278001,-10185801,82861240,-8921978,24290598,5100981,20469601,-6016517,-5955999,25856335,13883819,-8335916,2551126,-1114531,-6899321,110315339,39254902,71060437,181.023091077899,51883295
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-9158927,0,39255438,51883295,47769040,45278001,-10185801,82861240,-8921978,24290598,5100981,20469601,-6016517,-5955999,25856335,13883819,-8335916,2551126,-1114531,-6899321,110315339,39254902,71060437,181.023091077899,51883295
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-9158927,0,39255438,51883295,47769040,45278001,-10185801,82861240,-8921978,24290598,5100981,20469601,-6016517,-5955999,25856335,13883819,-8335916,2551126,-1114531,-6899321,110315339,39254902,71060437,181.023091077899,51883295
