Mpumalanga: Nkomazi(MP324) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,5220039,0,5463491,1633058,469926,-181229,529112,817809,680615,-876951,344183,147847,369260,500159,415051,1284470,419974,445292,513315,1378581,3628707,5463494,-1834787,-33.58,1633058
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,2690234,0,665500,8802329,420360,744772,678059,1843191,864807,623105,928195,2416107,807528,302340,676964,1786832,2035235,650370,1004080,3689685,9735815,665500,9070315,1362.93,8802329
Licences and permits,,19295,0,29282,20429,866,285,573,1724,1082,688,5436,7206,3118,347,591,4056,0,433,0,433,13419,29282,-15863,-54.17,20429
Agency services,,7847619,0,13333627,13333627,2313958,2622823,862026,5798807,2100685,1806519,2566886,6474090,2102996,2728389,2378962,7210347,1701463,3554209,6294204,11549876,31033120,13333626,17699494,132.74,13333627
Transfers recognised - operational,,314427664,0,364477493,371742108,134535000,0,0,134535000,0,0,116453610,116453610,0,0,15868361,15868361,0,0,88323000,88323000,355179971,364477493,-9297522,-2.55,371742108
Other own revenue,,11126794,0,7112740,6617173,606376,305040,417452,1328868,469143,1692215,545615,2706973,259025,493048,302801,1054874,1539379,786450,1607541,3933370,9024085,7112747,1911338,26.87,6617173
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,487705121,0,577671316,573624856,158838203,21691702,18807258,199337163,14379072,14161860,136244646,164785578,21819400,19969504,36070408,77859312,23580319,33560711,116190435,173331465,615313518,577671329,37642189,6.516194782448689,573624856
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,224272049,0,226291538,224400356,36290888,678248,19167253,56136389,17450009,29533060,20360155,67343224,20016486,19424478,19650967,59091931,19801456,19938341,21093103,60832900,243404444,226291544,17112900,7.56,224400356
Remuneration of councillors,,18741315,0,19121117,19122317,1630779,1631122,1630188,4892089,1633067,1630230,1628152,4891449,1631487,1630949,1630949,4893385,1689679,1686396,2758857,6134932,20811855,19121112,1690743,8.84,19122317
Debt impairment,,4800584,0,17045171,17045171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17045171,-17045171,-100,17045171
Depreciation and asset impairment,,49578323,0,64396900,64396900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64396900,-64396900,-100,64396900
Finance charges,,1822487,0,930352,1330352,130415,12492,0,142907,276137,98678,374063,748878,174555,32162,0,206717,664316,1765,170771,836852,1935354,930352,1005002,108.02,1330352
Bulk purchases,,58159340,0,71542723,71542723,4831358,805207,0,5636565,3576704,8287714,14396938,26261356,5221368,3783801,58928,9064097,2211087,7017537,5781535,15010159,55972177,71542728,-15570551,-21.76,71542723
Other Materials,,1192581,0,1653156,1727018,25001,25203,244150,294354,92808,45116,69642,207566,149109,187350,29474,365933,11550,-24656,131222,118116,985969,1653156,-667187,-40.36,1727018
Contracted services,,23266443,0,18652933,22488747,1331702,1432834,891153,3655689,2776132,4263773,6315193,13355098,1545090,325722,340454,2211266,1565271,60524,14147859,15773654,34995707,18652932,16342775,87.62,22488747
Transfers and grants,,40580,0,211200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211200,-211200,-100,0
Other expenditure,,220453862,0,161637713,154454220,6548031,5999654,6283011,18830696,4655440,7615658,26677155,38948253,6189943,13970367,11525771,31686081,9492806,4912002,72760309,87165117,176630147,161637720,14992427,9.28,154454220
Loss on disposal of PPE,,1201647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,603529211,0,581482803,576507804,50788174,10584760,28215755,89588689,30460297,51474229,69821298,151755824,34928038,39354829,33236543,107519410,35436165,33591909,116843656,185871730,534735653,581482815,-46747162,-8.039302416873662,576507804
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-115824090,0,-3811487,-2882948,108050029,11106942,-9408497,109748474,-16081225,-37312369,66423348,13029754,-13108638,-19385325,2833865,-29660098,-11855846,-31198,-653221,-12540265,80577865,-3811486,84389351,-2214.080046470064,-2882948
Transfers recognised - capital,,169433155,0,219381506,226792356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219381505,-219381505,-100,226792356
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,53609065,0,215570019,223909408,108050029,11106942,-9408497,109748474,-16081225,-37312369,66423348,13029754,-13108638,-19385325,2833865,-29660098,-11855846,-31198,-653221,-12540265,80577865,215570019,-134992154,-62.621024308579756,223909408
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,53609065,0,215570019,223909408,108050029,11106942,-9408497,109748474,-16081225,-37312369,66423348,13029754,-13108638,-19385325,2833865,-29660098,-11855846,-31198,-653221,-12540265,80577865,215570019,-134992154,-62.621024308579756,223909408
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,53609065,0,215570019,223909408,108050029,11106942,-9408497,109748474,-16081225,-37312369,66423348,13029754,-13108638,-19385325,2833865,-29660098,-11855846,-31198,-653221,-12540265,80577865,215570019,-134992154,-62.621024308579756,223909408
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,53609065,0,215570019,223909408,108050029,11106942,-9408497,109748474,-16081225,-37312369,66423348,13029754,-13108638,-19385325,2833865,-29660098,-11855846,-31198,-653221,-12540265,80577865,215570019,-134992154,-62.621024308579756,223909408
