North West: Ramotshere Moiloa(NW385) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Licences and permits,,1322142,0,2000000,6066278,134550,593,230,135373,930,108718,0,109648,0,800,103164,103964,114482,93156,681465,889103,1238088,2000000,-761912,-38.1,6066278
Agency services,,1484111,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,-2000000,-100,0
Transfers recognised - operational,,152114568,0,108395200,107815292,37348000,0,0,37348000,0,0,0,0,13930,0,65554511,65568441,0,0,5745128,5745128,108661569,108395200,266369,0.25,107815292
Other own revenue,,15156454,0,40824348,32619171,255003,741640,127379,1124022,108878,572080,100830,781788,175649,46423,96116,318188,60702,189053,866092,1115847,3339845,40824348,-37484503,-91.82,32619171
Gains on disposal of PPE,,0,0,0,0,35524,71092,50300,156916,91300,40300,61800,193400,131800,18300,28687,178787,42300,69300,52300,163900,693003,,693003,0,0
Total Revenue (excl. capital transfers and contributions),,281346123,0,218716811,249671099,46275906,8902243,8067799,63245948,7989204,8597837,7797828,24384869,8334215,7080276,73629901,89044392,7570023,8242063,15944795,31756881,208432090,218716811,-10284721,-4.702300181214694,249671099
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,81625171,0,81650232,102900876,7671928,7994262,7502084,23168274,7473942,7568849,7639125,22681916,7671545,7090727,7582050,22344322,8035467,8053215,9256591,25345273,93539785,81650233,11889552,14.56,102900876
Remuneration of councillors,,12693373,0,12592063,0,568174,589309,589308,1746791,589308,589308,589308,1767924,589308,589308,589308,1767924,589308,589308,589306,1767922,7050561,12592063,-5541502,-44.01,0
Debt impairment,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Depreciation and asset impairment,,27027384,0,5000000,14273596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,-5000000,-100,14273596
Finance charges,,938976,0,1750000,1264541,339541,0,0,339541,60958,0,329034,389992,0,450,61415,61865,0,0,301881,301881,1093279,1750000,-656721,-37.53,1264541
Bulk purchases,,36335057,0,30000000,32317926,7724424,4913408,0,12637832,2406908,2522910,0,4929818,2449872,2568396,2323604,7341872,2457867,2324742,5439922,10222531,35132053,30000000,5132053,17.11,32317926
Other Materials,,4338260,0,15989467,8765158,607654,264063,58008,929725,499799,128128,256427,884354,272496,268364,220891,761751,145133,955069,2497664,3597866,6173696,15989467,-9815771,-61.39,8765158
Contracted services,,5312681,0,7928333,13077584,458958,458958,990568,1908484,70655,34655,122431,227741,473252,473252,458958,1405462,503212,2109528,5272242,7884982,11426669,7928333,3498336,44.12,13077584
Transfers and grants,,12657524,0,1464000,5839292,0,0,0,0,0,39364,78587,117951,0,0,0,0,0,0,2647433,2647433,2765384,1464000,1301384,88.89,5839292
Other expenditure,,27064061,0,62342716,59264963,2254951,1705174,1608700,5568825,2323694,2167160,1843822,6334676,2237328,1929244,1759411,5925983,2010392,2687150,16633361,21330903,39160387,62342715,-23182328,-37.19,59264963
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,207992487,0,218716811,237703936,19625630,15925174,10748668,46299472,13425264,13050374,10858734,37334372,13693801,12919741,12995637,39609179,13741379,16719012,42638400,73098791,196341814,218716811,-22374997,-10.230122182972027,237703936
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,73353636,0,0,11967163,26650276,-7022931,-2680869,16946476,-5436060,-4452537,-3060906,-12949503,-5359586,-5839465,60634264,49435213,-6171356,-8476949,-26693605,-41341910,12090276,0,12090276,0,11967163
Transfers recognised - capital,,0,0,41869000,48923000,0,0,0,0,0,0,0,0,0,0,0,0,762905,0,52028623,52791528,52791528,41869000,10922528,26.09,48923000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,-17151543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17151543,-17151543,-100,0
Surplus/(Deficit) after capital transfers and contributions,,73353636,0,24717457,60890163,26650276,-7022931,-2680869,16946476,-5436060,-4452537,-3060906,-12949503,-5359586,-5839465,60634264,49435213,-5408451,-8476949,25335018,11449618,64881804,59020543,5861261,9.930882879203603,60890163
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,73353636,0,24717457,60890163,26650276,-7022931,-2680869,16946476,-5436060,-4452537,-3060906,-12949503,-5359586,-5839465,60634264,49435213,-5408451,-8476949,25335018,11449618,64881804,59020543,5861261,9.930882879203603,60890163
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,73353636,0,24717457,60890163,26650276,-7022931,-2680869,16946476,-5436060,-4452537,-3060906,-12949503,-5359586,-5839465,60634264,49435213,-5408451,-8476949,25335018,11449618,64881804,59020543,5861261,9.930882879203603,60890163
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,73353636,0,24717457,60890163,26650276,-7022931,-2680869,16946476,-5436060,-4452537,-3060906,-12949503,-5359586,-5839465,60634264,49435213,-5408451,-8476949,25335018,11449618,64881804,59020543,5861261,9.930882879203603,60890163
