North West: Lekwa-Teemane(NW396) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Surplus/(Deficit),,-48468372,0,-43420975,-52778680,11169674,-1809268,-2283874,7076532,-5136077,-4198280,2013567,-7320790,6523641,10862627,-4024474,13361794,1004050,7640444,23763508,32408002,45525538,-43420493,88946031,-204.84804490819576,-52778680
Transfers recognised - capital,,16287968,0,26604000,20651000,4000000,1000000,0,5000000,1200000,1000000,0,2200000,0,0,0,0,0,0,609089,609089,7809089,26604000,-18794911,-70.65,20651000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-32180404,0,-16816975,-32127680,15169674,-809268,-2283874,12076532,-3936077,-3198280,2013567,-5120790,6523641,10862627,-4024474,13361794,1004050,7640444,24372597,33017091,53334627,-16816493,70151120,-417.1566568606189,-32127680
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-32180404,0,-16816975,-32127680,15169674,-809268,-2283874,12076532,-3936077,-3198280,2013567,-5120790,6523641,10862627,-4024474,13361794,1004050,7640444,24372597,33017091,53334627,-16816493,70151120,-417.1566568606189,-32127680
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-32180404,0,-16816975,-32127680,15169674,-809268,-2283874,12076532,-3936077,-3198280,2013567,-5120790,6523641,10862627,-4024474,13361794,1004050,7640444,24372597,33017091,53334627,-16816493,70151120,-417.1566568606189,-32127680
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-32180404,0,-16816975,-32127680,15169674,-809268,-2283874,12076532,-3936077,-3198280,2013567,-5120790,6523641,10862627,-4024474,13361794,1004050,7640444,24372597,33017091,53334627,-16816493,70151120,-417.1566568606189,-32127680
