Northern Cape: Richtersveld(NC061) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Gains on disposal of PPE,,109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,48091443,0,58218406,61065365,16274954,1921167,1756159,19952280,2121963,6423552,6595389,15140904,16456474,5483759,4057541,25997774,2037542,426621,880832,3344995,64435953,58218325,6217628,10.679846938227783,61065365
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,17122551,0,18582824,18072565,1354883,1380106,1388184,4123173,1403664,1383795,1383795,4171254,1357095,1416761,1368091,4141947,1359745,1334634,1424639,4119018,16555392,18582824,-2027432,-10.91,18072565
Remuneration of councillors,,1970165,0,2198795,2276802,79335,79335,79335,238005,79335,79335,79335,238005,79335,79335,79335,238005,79335,79335,79335,238005,952020,2198796,-1246776,-56.7,2276802
Debt impairment,,5561476,0,528000,5644500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528000,-528000,-100,5644500
Depreciation and asset impairment,,4529358,0,4017525,4265256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017528,-4017528,-100,4265256
Finance charges,,946778,0,610406,588774,0,224,0,224,0,4,4,8,0,79,0,79,0,29,8071,8100,8411,610404,-601993,-98.62,588774
Bulk purchases,,9420897,0,10650051,10765500,952470,1079941,830532,2862943,786184,755222,755222,2296628,1057108,646165,704495,2407768,899303,3712,979462,1882477,9449816,10650048,-1200232,-11.27,10765500
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,490946,0,632704,322994,540,540,540,1620,51642,1031,1031,53704,540,540,900,1980,1320,540,840,2700,60004,632704,-572700,-90.52,322994
Transfers and grants,,17203795,0,26087662,9711274,228173,0,225046,453219,257263,218921,218921,695105,316838,5307660,0,5624498,207033,203301,217806,628140,7400962,26087664,-18686702,-71.63,9711274
Other expenditure,,8551532,0,11858318,9417459,873117,515369,222976,1611462,383099,497126,497126,1377351,929182,475295,322137,1726614,455978,365800,320040,1141818,5857245,11858316,-6001071,-50.61,9417459
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,65797498,0,75166285,61065124,3488518,3055515,2746613,9290646,2961187,2935434,2935434,8832055,3740098,7925835,2474958,14140891,3002714,1987351,3030193,8020258,40283850,75166284,-34882434,-46.40702206324314,61065124
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-17706055,0,-16947879,241,12786436,-1134348,-990454,10661634,-839224,3488118,3659955,6308849,12716376,-2442076,1582583,11856883,-965172,-1560730,-2149361,-4675263,24152103,-16947959,41100062,-242.5074429316238,241
Transfers recognised - capital,,17108569,0,16983000,18757000,0,7225,403,7628,0,11770,11770,23540,0,0,11962,11962,5611,0,0,5611,48741,16983000,-16934259,-99.71,18757000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-597486,0,35121,18757241,12786436,-1127123,-990051,10669262,-839224,3499888,3671725,6332389,12716376,-2442076,1594545,11868845,-959561,-1560730,-2149361,-4669652,24200844,35041,24165803,68964.36460146685,18757241
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-597486,0,35121,18757241,12786436,-1127123,-990051,10669262,-839224,3499888,3671725,6332389,12716376,-2442076,1594545,11868845,-959561,-1560730,-2149361,-4669652,24200844,35041,24165803,68964.36460146685,18757241
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-597486,0,35121,18757241,12786436,-1127123,-990051,10669262,-839224,3499888,3671725,6332389,12716376,-2442076,1594545,11868845,-959561,-1560730,-2149361,-4669652,24200844,35041,24165803,68964.36460146685,18757241
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-597486,0,35121,18757241,12786436,-1127123,-990051,10669262,-839224,3499888,3671725,6332389,12716376,-2442076,1594545,11868845,-959561,-1560730,-2149361,-4669652,24200844,35041,24165803,68964.36460146685,18757241
