North West: Tlokwe(NW402) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Debt impairment,,0,0,10000000,25000000,5292469,28643707,-1855287,32080889,-2407547,-2470823,-2413063,-7291433,-2464973,534036,501878,-1429059,546533,546540,522422,1615495,24975892,10000000,14975892,149.76,25000000
Depreciation and asset impairment,,0,0,161241881,161169881,0,0,0,0,73291764,0,14658352,87950116,3540,24406588,12230045,36640173,12220855,12203296,7259,24431410,149021699,161241881,-12220182,-7.58,161169881
Finance charges,,0,0,0,7914404,311410,595751,2105408,3012569,0,4901835,0,4901835,0,0,0,0,0,0,0,0,7914404,,7914404,0,7914404
Bulk purchases,,0,0,0,364569100,40287526,41887578,34798213,116973317,23935229,24620481,21894326,70450036,22536751,24537662,24272442,71346855,22173145,23960882,37119646,83253673,342023881,364569100,-22545219,-6.18,364569100
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8352180,-8352180,-100,0
Contracted services,,0,0,0,62212316,1955260,4426234,6182533,12564027,6021357,4806587,6113493,16941437,5995481,3123735,5300201,14419417,5962496,6950449,8550415,21463360,65388241,60700079,4688162,7.72,62212316
Transfers and grants,,0,0,0,59999344,4946578,7106339,4441393,16494310,4391238,4101860,5027582,13520680,4461375,6265206,5199493,15926074,4331977,6673523,3677435,14682935,60623999,,60623999,0,59999344
Other expenditure,,0,0,1113852135,171929493,12843230,9296358,20475860,42615448,18261564,15198999,20978226,54438789,14135846,9971582,20592104,44699532,12871073,9363850,17636735,39871658,181625427,203615543,-21990116,-10.8,171929493
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,0,0,1301809336,1161859484,90313472,114236650,88904800,293454922,146142187,74051441,89597414,309791042,68660612,92936637,91659131,253256380,82744343,84529147,92463445,259736935,1116239279,1140567455,-24328176,-2.1329887937228578,1161859484
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,0,0,-233087153,-71845272,43132408,-22158774,-545861,20427773,-64307829,-514365,4593351,-60228843,8215869,-18694921,21172949,10693897,-1220214,-2657553,-12440866,-16318633,-45425806,-123425622,77999816,-63.19580548680565,-71845272
Transfers recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51580350,-51580350,-100,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,0,0,-233087153,-71845272,43132408,-22158774,-545861,20427773,-64307829,-514365,4593351,-60228843,8215869,-18694921,21172949,10693897,-1220214,-2657553,-12440866,-16318633,-45425806,-71845272,26419466,-36.772727368893534,-71845272
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,0,0,-233087153,-71845272,43132408,-22158774,-545861,20427773,-64307829,-514365,4593351,-60228843,8215869,-18694921,21172949,10693897,-1220214,-2657553,-12440866,-16318633,-45425806,-71845272,26419466,-36.772727368893534,-71845272
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,0,0,-233087153,-71845272,43132408,-22158774,-545861,20427773,-64307829,-514365,4593351,-60228843,8215869,-18694921,21172949,10693897,-1220214,-2657553,-12440866,-16318633,-45425806,-71845272,26419466,-36.772727368893534,-71845272
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,0,0,-233087153,-71845272,43132408,-22158774,-545861,20427773,-64307829,-514365,4593351,-60228843,8215869,-18694921,21172949,10693897,-1220214,-2657553,-12440866,-16318633,-45425806,-71845272,26419466,-36.772727368893534,-71845272
