North West: Ventersdorp(NW401) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,5817636,0,5280110,5280110,556232,358750,389650,1304632,0,310000,420600,730600,645000,800000,738400,2183400,385000,679150,446000,1510150,5728782,5280110,448672,8.5,5280110
Licences and permits,,2629818,0,2481600,2481600,0,126492,163242,289734,0,63762,131286,195048,167538,136482,99870,403890,1800,182189,170441,354430,1243102,2481600,-1238498,-49.91,2481600
Agency services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,63221189,0,60508200,60508200,23558000,1489000,0,25047000,0,14048000,4693000,18741000,0,416000,320000,736000,0,0,2000000,2000000,46524000,60508200,-13984200,-23.11,60508200
Other own revenue,,506519,0,412440,412440,34200,210305,44561,289066,0,38787,19488,58275,26314,5331,37258,68903,21879,51588,134178,207645,623889,412440,211449,51.27,412440
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,122280416,0,137749749,137749749,28661265,6943068,5637095,41241428,0,19239538,10061456,29300994,5435274,5212086,7738228,18385588,6074114,5051906,10712020,21838040,110766050,137749749,-26983699,-19.588927889806897,137749749
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,36320558,0,43000869,43000869,3308228,3290743,3355157,9954128,0,3322954,3514669,6837623,3359244,3487187,3407879,10254310,3113454,3579314,-4008024,2684744,29730805,43000860,-13270055,-30.86,43000869
Remuneration of councillors,,3176616,0,3432849,3432849,276738,271950,274949,823637,0,279955,275016,554971,263756,274185,265788,803729,245071,263689,-406528,102232,2284569,3432849,-1148280,-33.45,3432849
Debt impairment,,2171039,0,3000000,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,-3000000,-100,3000000
Depreciation and asset impairment,,18214749,0,4200000,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000,-4200000,-100,4200000
Finance charges,,10423192,0,1141650,1141650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141650,-1141650,-100,1141650
Bulk purchases,,34389634,0,43380600,43380600,3040479,4750689,3518515,11309683,0,1814134,4844106,6658240,5319839,3581795,3433677,12335311,3265940,3349044,9809947,16424931,46728165,43380600,3347565,7.72,43380600
Other Materials,,5107688,0,7991550,7991550,163378,133926,243428,540732,0,526859,603622,1130481,259043,1024492,307837,1591372,156828,386014,172955,715797,3978382,7991550,-4013168,-50.22,7991550
Contracted services,,5199959,0,6584900,6584900,298783,468828,260992,1028603,0,385210,840878,1226088,417211,678270,605382,1700863,514556,458966,-506652,466870,4422424,6584900,-2162476,-32.84,6584900
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,32805382,0,24861090,24861090,1245261,1124901,1286614,3656776,0,1729550,3831390,5560940,1585851,7370332,1177958,10134141,845664,1648829,3045860,5540353,24892210,24861350,30860,0.12,24861090
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,147808817,0,137593508,137593508,8332867,10041037,8939655,27313559,0,8058662,13909681,21968343,11204944,16416261,9198521,36819726,8141513,9685856,8107558,25934927,112036555,137593759,-25557204,-18.57439188066662,137593508
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-25528401,0,156241,156241,20328398,-3097969,-3302560,13927869,0,11180876,-3848225,7332651,-5769670,-11204175,-1460293,-18434138,-2067399,-4633950,2604462,-4096887,-1270505,155990,-1426495,-914.4784922110391,156241
Transfers recognised - capital,,33216883,0,0,0,5161000,0,0,5161000,0,3000000,11261000,14261000,0,0,5182000,5182000,0,0,459851,459851,25063851,,25063851,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,7688482,0,156241,156241,25489398,-3097969,-3302560,19088869,0,14180876,7412775,21593651,-5769670,-11204175,3721707,-13252138,-2067399,-4633950,3064313,-3637036,23793346,155990,23637356,15153.122636066413,156241
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,7688482,0,156241,156241,25489398,-3097969,-3302560,19088869,0,14180876,7412775,21593651,-5769670,-11204175,3721707,-13252138,-2067399,-4633950,3064313,-3637036,23793346,155990,23637356,15153.122636066413,156241
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,7688482,0,156241,156241,25489398,-3097969,-3302560,19088869,0,14180876,7412775,21593651,-5769670,-11204175,3721707,-13252138,-2067399,-4633950,3064313,-3637036,23793346,155990,23637356,15153.122636066413,156241
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,7688482,0,156241,156241,25489398,-3097969,-3302560,19088869,0,14180876,7412775,21593651,-5769670,-11204175,3721707,-13252138,-2067399,-4633950,3064313,-3637036,23793346,155990,23637356,15153.122636066413,156241
