Kwazulu-Natal: Dannhauser(KZN254) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other Materials,,4906959,0,4295000,5126997,0,0,0,0,0,0,0,0,0,48121,153752,201873,223342,26763,477456,727561,929434,4780786,-3851352,-80.56,5126997
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,4745820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,58641881,0,29879406,34948981,1912247,2154244,3153388,7219879,2858507,1745137,2828375,7432019,2712471,2950292,992223,6654986,1989631,2767867,1794853,6552351,27859235,,27859235,0,34948981
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993922,993922,0,0,0,0,993922,,993922,0,0
Total Expenditure,,116324173,0,70970819,70361702,3940848,2154244,5268427,11363519,4976309,3814585,4962051,13752945,4796211,5085968,4260250,14142429,4496225,4932712,4535042,13963979,53222872,39605584,13617288,34.38224266557968,70361702
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-34663933,0,20193227,24222518,-2501802,70203,-3240919,-5672518,-2320848,19892637,-3100099,14471690,-2407240,-3539004,13565695,7619451,-3073273,-3428269,-1213037,-7714579,8704044,50782061,-42078017,-82.86000247213283,24222518
Transfers recognised - capital,,40696924,0,30422000,53422000,9174000,0,0,9174000,0,0,0,0,9530000,0,1723700,11253700,0,0,0,0,20427700,30422000,-9994300,-32.85,53422000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,6032991,0,50615227,77644518,6672198,70203,-3240919,3501482,-2320848,19892637,-3100099,14471690,7122760,-3539004,15289395,18873151,-3073273,-3428269,-1213037,-7714579,29131744,81204061,-52072317,-64.12526215899473,77644518
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,6032991,0,50615227,77644518,6672198,70203,-3240919,3501482,-2320848,19892637,-3100099,14471690,7122760,-3539004,15289395,18873151,-3073273,-3428269,-1213037,-7714579,29131744,81204061,-52072317,-64.12526215899473,77644518
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,6032991,0,50615227,77644518,6672198,70203,-3240919,3501482,-2320848,19892637,-3100099,14471690,7122760,-3539004,15289395,18873151,-3073273,-3428269,-1213037,-7714579,29131744,81204061,-52072317,-64.12526215899473,77644518
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,6032991,0,50615227,77644518,6672198,70203,-3240919,3501482,-2320848,19892637,-3100099,14471690,7122760,-3539004,15289395,18873151,-3073273,-3428269,-1213037,-7714579,29131744,81204061,-52072317,-64.12526215899473,77644518
