Gauteng: Midvaal(GT422) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers recognised - operational,,76148405,0,77118902,78230479,27013001,1388000,368678,28769679,604928,23087672,871129,24563729,0,530899,18505891,19036790,166419,1296252,0,1462671,73832869,77118903,-3286034,-4.26,78230479
Other own revenue,,22973595,0,30191392,30481072,2106501,1813743,4114441,8034685,1549594,1875499,2490672,5915765,2038217,1026436,2608989,5673642,5397471,4369355,0,9766826,29390918,24641618,4749300,19.27,30481072
Gains on disposal of PPE,,456342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,688041369,0,739384683,774431692,79949711,54529401,58864227,193343339,54467115,75172161,54216582,183855858,50836775,52449359,70304646,173590780,52930267,57190001,0,110120268,660910245,733835670,-72925425,-9.937568856526148,774431692
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,125997713,0,186356469,186838150,12905729,14478815,13768977,41153521,13869689,14283296,14168226,42321211,15892649,14169094,14092314,44154057,13894590,13960053,0,27854643,155483432,186356472,-30873040,-16.57,186838150
Remuneration of councillors,,8740935,0,9052058,9052058,718300,714964,718463,2151727,718863,673014,729146,2121023,715849,715710,716237,2147796,1112153,757674,0,1869827,8290373,9052056,-761683,-8.41,9052058
Debt impairment,,57609077,0,28679751,64709916,0,0,7169939,7169939,0,4779960,2389979,7169939,2389979,2389979,29412602,34192560,10784987,5392494,0,16177481,64709919,28679748,36030171,125.63,64709916
Depreciation and asset impairment,,115484153,0,131699993,131699993,0,0,32925001,32925001,0,21950002,10974999,32925001,10974999,10974999,10975000,32924998,21950001,10975001,0,32925002,131700002,131699988,14,0,131699993
Finance charges,,16722328,0,18805823,19805936,110356,111352,105010,326718,119535,117242,8883531,9120308,128773,123325,112188,364286,130653,122984,0,253637,10064949,18805822,-8740873,-46.48,19805936
Bulk purchases,,250231044,0,283638999,286171704,46545,27413267,32849234,60309046,45923861,20356383,22492520,88772764,18800853,18625628,20947930,58374411,20790852,17416933,0,38207785,245664006,283638999,-37974993,-13.39,286171704
Other Materials,,30203487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,56015080,0,56968206,56418621,1514186,4025564,3960442,9500192,4123722,4657346,4330235,13111303,3423020,4670873,4364890,12458783,5936765,3876566,0,9813331,44883609,56968019,-12084410,-21.21,56418621
Transfers and grants,,1494313,0,5926265,5649035,1237,1307,1140,3684,1227,572917,1092810,1666954,70847,209003,143121,422971,538489,83793,0,622282,2715891,5926265,-3210374,-54.17,5649035
Other expenditure,,45676514,0,107025590,106493349,5017050,4660835,7564736,17242621,5882118,10440218,6437478,22759814,5704674,6561964,8297356,20563994,7138911,8481570,0,15620481,76186910,107024541,-30837631,-28.81,106493349
Loss on disposal of PPE,,1087366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,709262010,0,828153154,866838762,20313403,51406104,99062942,170782449,70639015,77830378,71498924,219968317,58101643,58440575,89061638,205603856,82277401,61067068,0,143344469,739699091,828151910,-88452819,-10.680748052612714,866838762
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-21220641,0,-88768471,-92407070,59636308,3123297,-40198715,22560890,-16171900,-2658217,-17282342,-36112459,-7264868,-5991216,-18756992,-32013076,-29347134,-3877067,0,-33224201,-78788846,-94316240,15527394,-16.463118122605398,-92407070
Transfers recognised - capital,,28416000,0,31236000,30322001,13625000,0,0,13625000,0,10215001,0,10215001,490000,0,5345999,5835999,0,0,0,0,29676000,31236000,-1560000,-4.99,30322001
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5550000,-5550000,-100,0
Contributed assets,,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,-1200000,-100,0
Surplus/(Deficit) after capital transfers and contributions,,7195359,0,-56332471,-62085069,73261308,3123297,-40198715,36185890,-16171900,7556784,-17282342,-25897458,-6774868,-5991216,-13410993,-26177077,-29347134,-3877067,0,-33224201,-49112846,-56330240,7217394,-12.812645570123616,-62085069
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,7195359,0,-56332471,-62085069,73261308,3123297,-40198715,36185890,-16171900,7556784,-17282342,-25897458,-6774868,-5991216,-13410993,-26177077,-29347134,-3877067,0,-33224201,-49112846,-56330240,7217394,-12.812645570123616,-62085069
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,7195359,0,-56332471,-62085069,73261308,3123297,-40198715,36185890,-16171900,7556784,-17282342,-25897458,-6774868,-5991216,-13410993,-26177077,-29347134,-3877067,0,-33224201,-49112846,-56330240,7217394,-12.812645570123616,-62085069
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,7195359,0,-56332471,-62085069,73261308,3123297,-40198715,36185890,-16171900,7556784,-17282342,-25897458,-6774868,-5991216,-13410993,-26177077,-29347134,-3877067,0,-33224201,-49112846,-56330240,7217394,-12.812645570123616,-62085069
