Kwazulu-Natal: Mandeni(KZN291) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,174758086,0,152397887,171870887,39218242,10675861,6297432,56191535,11881006,36016977,10176951,58074934,6895032,9825052,30045358,46765442,18921898,12232070,0,31153968,192185879,152397878,39788001,26.107975729163368,171870887
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,44244547,0,55829456,55829456,4383269,4346367,4483603,13213239,4309127,7123080,4425553,15857760,4456848,4431767,4648379,13536994,4487393,4505395,0,8992788,51600781,55829460,-4228679,-7.57,55829456
Remuneration of councillors,,9159265,0,9717598,9717598,761531,761531,761531,2284593,761531,761531,761531,2284593,761531,761531,761531,2284593,1182936,803657,0,1986593,8840372,9717600,-877228,-9.03,9717598
Debt impairment,,17857081,0,3218094,3218094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218100,-3218100,-100,3218094
Depreciation and asset impairment,,18632384,0,5973346,18973346,0,0,4930077,4930077,1662681,1607651,1668549,4938881,1664360,1501607,0,3165967,0,1802899,0,1802899,14837824,5973348,8864476,148.4,18973346
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,8128413,0,10991244,10991244,1069657,980058,810750,2860465,569695,577431,558728,1705854,592121,713130,564551,1869802,606016,555517,0,1161533,7597654,10991244,-3393590,-30.88,10991244
Other Materials,,10446226,0,15445864,15945864,1108327,730675,2375550,4214552,1252242,1384070,1170502,3806814,1074729,774362,917884,2766975,1199634,1788464,0,2988098,13776439,15445860,-1669421,-10.81,15945864
Contracted services,,10970823,0,13900000,17900000,326795,1471764,1211464,3010023,1807556,1060953,1606507,4475016,1515410,1590438,2073201,5179049,1854722,1734082,0,3588804,16252892,13899996,2352896,16.93,17900000
Transfers and grants,,3865888,0,0,1550000,1429121,3478539,354344,5262004,5927009,44961,4029724,10001694,1144022,0,0,1144022,0,0,0,0,16407720,,16407720,0,1550000
Other expenditure,,41619442,0,37322287,40182287,2024995,4188688,3779815,9993498,2201376,2360784,3652457,8214617,3941415,8156251,3997934,16095600,14923492,24858101,0,39781593,74085308,37322292,36763016,98.5,40182287
Loss on disposal of PPE,,0,0,0,0,0,10051,0,10051,0,0,0,0,0,0,0,0,0,0,0,0,10051,,10051,0,0
Total Expenditure,,164924069,0,152397889,174307889,11103695,15967673,18707134,45778502,18491217,14920461,17873551,51285229,15150436,17929086,12963480,46043002,24254193,36048115,0,60302308,203409041,152397900,51011141,33.47233852959916,174307889
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,9834017,0,-2,-2437002,28114547,-5291812,-12409702,10413033,-6610211,21096516,-7696600,6789705,-8255404,-8104034,17081878,722440,-5332295,-23816045,0,-29148340,-11223162,-22,-11223140,51014272.72727273,-2437002
Transfers recognised - capital,,0,0,62334000,77918000,2164084,4794854,0,6958938,5739319,2558109,4270480,12567908,1085350,3588517,0,4673867,13115762,11971626,0,25087388,49288101,62334000,-13045899,-20.93,77918000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,9834017,0,62333998,75480998,30278631,-496958,-12409702,17371971,-870892,23654625,-3426120,19357613,-7170054,-4515517,17081878,5396307,7783467,-11844419,0,-4060952,38064939,62333978,-24269039,-38.93388450196456,75480998
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,9834017,0,62333998,75480998,30278631,-496958,-12409702,17371971,-870892,23654625,-3426120,19357613,-7170054,-4515517,17081878,5396307,7783467,-11844419,0,-4060952,38064939,62333978,-24269039,-38.93388450196456,75480998
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,9834017,0,62333998,75480998,30278631,-496958,-12409702,17371971,-870892,23654625,-3426120,19357613,-7170054,-4515517,17081878,5396307,7783467,-11844419,0,-4060952,38064939,62333978,-24269039,-38.93388450196456,75480998
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,9834017,0,62333998,75480998,30278631,-496958,-12409702,17371971,-870892,23654625,-3426120,19357613,-7170054,-4515517,17081878,5396307,7783467,-11844419,0,-4060952,38064939,62333978,-24269039,-38.93388450196456,75480998
