Limpopo: Thabazimbi(LIM361) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,1002460,0,671807,5544,59910,35658,15509,111077,5746,16798,13465,36009,44258,5654,14895,64807,28360,16228,114483,159071,370964,672000,-301036,-44.8,5544
Licences and permits,,0,0,2471604,-246056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348538,3348538,3348538,2472000,876538,35.46,-246056
Agency services,,5524138,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,-2000000,-100,0
Transfers recognised - operational,,72470015,0,69092000,68411000,25640000,934000,0,26574000,0,0,16044000,16044000,0,0,100533,100533,0,7114000,5135000,12249000,54967533,69092318,-14124785,-20.44,68411000
Other own revenue,,5184500,0,8873952,72727177,69462,57637,60053,187152,73075,72627,43070,188772,156869,-1920344,4159968,2396493,134499,125254,-93511,166242,2938659,8872000,-5933341,-66.88,72727177
Gains on disposal of PPE,,539000,0,0,0,740526,0,877,741403,0,0,76133,76133,0,0,0,0,0,0,0,0,817536,,817536,0,0
Total Revenue (excl. capital transfers and contributions),,203921626,0,267389068,347886135,39551885,16292297,12234935,68079117,19858199,14609668,27285393,61753260,4791594,8913102,12306874,26011570,14715178,16835143,22324210,53874531,209718478,267388586,-57670108,-21.56790192981536,347886135
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,100329361,0,91789963,104122859,8823684,8482245,8206355,25512284,8044266,8210458,8076194,24330918,8749941,8692685,7844137,25286763,7878636,8006244,8782500,24667380,99797345,91790096,8007249,8.72,104122859
Remuneration of councillors,,6237442,0,7898882,7383925,577336,574872,567839,1720047,550126,581174,568593,1699893,572380,557247,587727,1717354,582149,537514,0,1119663,6256957,7899000,-1642043,-20.79,7383925
Debt impairment,,0,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,-2100000,-100,0
Depreciation and asset impairment,,80141099,0,19350172,23525862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350000,-19350000,-100,23525862
Finance charges,,0,0,361000,10830562,0,111101,150637,261738,2101932,0,2487893,4589825,1225215,0,1665678,2890893,1478758,0,2036877,3515635,11258091,361332,10896759,3015.72,10830562
Bulk purchases,,64860598,0,61979228,61979228,0,851520,1818468,2669988,11358770,1591575,5152119,18102464,5090099,9504632,4859841,19454572,6368153,3669389,5889879,15927421,56154445,61979227,-5824782,-9.4,61979228
Other Materials,,0,0,0,0,5048,23516,7533,36097,13414,366678,6581,386673,0,0,0,0,0,0,0,0,422770,,422770,0,0
Contracted services,,0,0,5558699,25243984,672725,1240872,872035,2785632,538203,1138757,2894676,4571636,471455,1664771,370546,2506772,2191675,1170138,3206704,6568517,16432557,5558712,10873845,195.62,25243984
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139712,0,0,139712,139712,,139712,0,0
Other expenditure,,85311595,0,41234474,43042183,834697,1246913,1770974,3852584,1370006,2469986,4644925,8484917,404183,3714447,1105093,5223723,493178,3907477,4632337,9032992,26594216,41233184,-14638968,-35.5,43042183
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,336880095,0,230272418,276128603,10913490,12531039,13393841,36838370,23976717,14358628,23830981,62166326,16513273,24133782,16433022,57080077,19132261,17290762,24548297,60971320,217056093,230271551,-13215458,-5.739075427515576,276128603
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-132958469,0,37116650,71757532,28638395,3761258,-1158906,31240747,-4118518,251040,3454412,-413066,-11721679,-15220680,-4126148,-31068507,-4417083,-455619,-2224087,-7096789,-7337615,37117035,-44454650,-119.76886084785599,71757532
Transfers recognised - capital,,0,0,76926000,37026000,0,594000,0,594000,0,13616000,0,13616000,0,445919,0,445919,0,0,0,0,14655919,32926000,-18270081,-55.49,37026000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000000,-44000000,-100,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-132958469,0,114042650,108783532,28638395,4355258,-1158906,31834747,-4118518,13867040,3454412,13202934,-11721679,-14774761,-4126148,-30622588,-4417083,-455619,-2224087,-7096789,7318304,114043035,-106724731,-93.58285755899078,108783532
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-132958469,0,114042650,108783532,28638395,4355258,-1158906,31834747,-4118518,13867040,3454412,13202934,-11721679,-14774761,-4126148,-30622588,-4417083,-455619,-2224087,-7096789,7318304,114043035,-106724731,-93.58285755899078,108783532
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-132958469,0,114042650,108783532,28638395,4355258,-1158906,31834747,-4118518,13867040,3454412,13202934,-11721679,-14774761,-4126148,-30622588,-4417083,-455619,-2224087,-7096789,7318304,114043035,-106724731,-93.58285755899078,108783532
Share of surplus/ (deficit) of associate,,0,0,0,-1000000,-27504,-25709,-220688,-273901,-219762,219737,-219737,-219762,-219535,-219535,-219536,-658606,-219536,-219460,-218741,-657737,-1810006,,-1810006,0,-1000000
Surplus/(Deficit) for the year,,-132958469,0,114042650,107783532,28610891,4329549,-1379594,31560846,-4338280,14086777,3234675,12983172,-11941214,-14994296,-4345684,-31281194,-4636619,-675079,-2442828,-7754526,5508298,114043035,-108534737,-95.16998298054766,107783532
