Kwazulu-Natal: Umzumbe(KZN213) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Agency services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,85478324,0,115574000,104760144,7595932,5518595,7619313,20733840,7948096,7534408,8149805,23632309,6703785,8675275,6570591,21949651,7140548,6799953,16178259,30118760,96434560,115574000,-19139440,-16.56,104760144
Other own revenue,,445113,0,4545385,9449051,501343,612128,621890,1735361,235542,72747,1022698,1330987,1851614,174384,253991,2279989,5909531,903901,1047163,7860595,13206932,4545385,8661547,190.56,9449051
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,95404172,0,127476942,122816752,13402157,6619765,8808396,28830318,8735159,8113994,9634954,26484107,9149628,9430683,7337508,25917819,13582328,8333601,17847105,39763034,120995278,127476942,-6481664,-5.084577570114602,122816752
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,26538744,0,35970231,35970231,2182000,2258710,2285155,6725865,2303256,3684200,2693138,8680594,2658435,2638386,2753192,8050013,3386133,2644805,2789881,8820819,32277291,35969760,-3692469,-10.27,35970231
Remuneration of councillors,,11386533,0,11721327,11721327,936000,959637,968534,2864171,900983,983688,1121903,3006574,986324,972164,935773,2894261,1421353,985142,1035992,3442487,12207493,11721324,486169,4.15,11721327
Debt impairment,,397010,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,-285000,-100,0
Depreciation and asset impairment,,11197883,0,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,-10000000,-100,10000000
Finance charges,,37000,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,-110000,-100,0
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,0,0,10570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10570000,-10570000,-100,0
Other expenditure,,47553047,0,65599327,65125193,4478610,2300248,4365624,11144482,4743857,2866520,9879572,17489949,3059026,4651143,2881626,10591795,2334072,3170006,12352356,17856434,57082660,65599327,-8516667,-12.98,65125193
Loss on disposal of PPE,,1348391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,98458608,0,134255885,122816751,7596610,5518595,7619313,20734518,7948096,7534408,13694613,29177117,6703785,8261693,6570591,21536069,7141558,6799953,16178229,30119740,101567444,134255411,-32687967,-24.347597431287145,122816751
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3054436,0,-6778943,1,5805547,1101170,1189083,8095800,787063,579586,-4059659,-2693010,2445843,1168990,766917,4381750,6440770,1533648,1668876,9643294,19427834,-6778469,26206303,-386.6109441527283,1
Transfers recognised - capital,,0,0,35620000,82610416,1083514,1051800,6802471,8937785,7610321,10828393,5721208,24159922,0,0,8486486,8486486,5595686,7141492,19031108,31768286,73352479,35620000,37732479,105.93,82610416
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-3054436,0,28841057,82610417,6889061,2152970,7991554,17033585,8397384,11407979,1661549,21466912,2445843,1168990,9253403,12868236,12036456,8675140,20699984,41411580,92780313,28841531,63938782,221.68997200599372,82610417
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-3054436,0,28841057,82610417,6889061,2152970,7991554,17033585,8397384,11407979,1661549,21466912,2445843,1168990,9253403,12868236,12036456,8675140,20699984,41411580,92780313,28841531,63938782,221.68997200599372,82610417
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-3054436,0,28841057,82610417,6889061,2152970,7991554,17033585,8397384,11407979,1661549,21466912,2445843,1168990,9253403,12868236,12036456,8675140,20699984,41411580,92780313,28841531,63938782,221.68997200599372,82610417
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-3054436,0,28841057,82610417,6889061,2152970,7991554,17033585,8397384,11407979,1661549,21466912,2445843,1168990,9253403,12868236,12036456,8675140,20699984,41411580,92780313,28841531,63938782,221.68997200599372,82610417
