Limpopo: Maruleng(LIM335) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,206333,0,125000,125000,33837,0,18482,52319,13344,44244,54836,112424,66134,75276,80098,221508,166458,264794,0,431252,817503,125000,692503,554,125000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,0,0,220000,220000,20725,18650,15350,54725,49169,32080,14200,95449,24300,23650,31918,79868,14400,18769,0,33169,263211,220000,43211,19.64,220000
Licences and permits,,2328118,0,2867400,2867400,0,207790,194029,401819,186822,294556,244951,726329,214738,0,246314,461052,184028,246213,0,430241,2019441,2867400,-847959,-29.57,2867400
Agency services,,1952081,0,851567,851567,392904,88971,-10181,471694,191136,191136,-384256,-1984,401523,19510,396911,817944,206994,11729,0,218723,1506377,851567,654810,76.89,851567
Transfers recognised - operational,,68062483,0,77054000,77054000,28525132,488804,405869,29419805,804767,24179606,219731,25204104,598814,402232,726118,1727164,133770,478058,0,611828,56962901,77054000,-20091099,-26.07,77054000
Other own revenue,,1557005,0,1060247,1060247,275872,70611,155202,501685,115359,68917,12000656,12184932,89034,50816,27089175,27229025,84781,100128,0,184909,40100551,1060246,39040305,3682.19,1060247
Gains on disposal of PPE,,0,0,2075000,2075000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075000,-2075000,-100,2075000
Total Revenue (excl. capital transfers and contributions),,91143626,0,102166815,102166815,30347078,3547152,3961485,37855715,3978902,27207316,15383437,46569655,4078771,3245771,31230515,38555057,4214628,4550841,0,8765469,131745896,102166817,29579079,28.951747610968443,102166815
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,30704716,0,43045251,43045251,3260588,2811469,2706677,8778734,3010538,3028074,3034701,9073313,2995992,3010133,3026669,9032794,2933884,2941010,0,5874894,32759735,43045251,-10285516,-23.89,43045251
Remuneration of councillors,,7664592,0,8522116,8522116,627476,627491,627490,1882457,627490,626993,627013,1881496,626993,609843,603441,1840277,954163,655712,0,1609875,7214105,8522117,-1308012,-15.35,8522116
Debt impairment,,2771424,0,3700000,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700000,-3700000,-100,3700000
Depreciation and asset impairment,,24729183,0,33000000,33000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000000,-33000000,-100,33000000
Finance charges,,86022,0,78000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,-78000,-100,78000
Bulk purchases,,812848,0,900000,900000,68680,71768,0,140448,0,143369,71990,215359,70110,0,137613,207723,137613,0,0,137613,701143,900000,-198857,-22.1,900000
Other Materials,,1296906,0,2808318,2808318,107893,28675,66417,202985,72400,22293,21805,116498,157506,158487,46825,362818,514959,260068,0,775027,1457328,2808318,-1350990,-48.11,2808318
Contracted services,,5613865,0,7426247,7426247,527665,527665,527665,1582995,527665,169210,886120,1582995,521773,22105,1091701,1635579,822318,594652,0,1416970,6218539,7426247,-1207708,-16.26,7426247
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,20808888,0,33226683,33226683,28073,1465925,2079942,3573940,3194869,1262346,1542948,6000163,1614149,1435640,2867825,5917614,3088717,2390681,0,5479398,20971115,33226731,-12255616,-36.88,33226683
Loss on disposal of PPE,,11035271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,105523715,0,132706615,132706615,4620375,5532993,6008191,16161559,7432962,5252285,6184577,18869824,5986523,5236208,7774074,18996805,8451654,6842123,0,15293777,69321965,132706664,-63384699,-47.76301135864586,132706615
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-14380089,0,-30539800,-30539800,25726703,-1985841,-2046706,21694156,-3454060,21955031,9198860,27699831,-1907752,-1990437,23456441,19558252,-4237026,-2291282,0,-6528308,62423931,-30539847,92963778,-304.40158393720833,-30539800
Transfers recognised - capital,,27869161,0,25309000,25309000,1721727,1337807,1223216,4282750,3319686,329562,640729,4289977,4300540,3164436,7480823,14945799,4568044,2598994,0,7167038,30685564,25309000,5376564,21.24,25309000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,13489072,0,-5230800,-5230800,27448430,-648034,-823490,25976906,-134374,22284593,9839589,31989808,2392788,1173999,30937264,34504051,331018,307712,0,638730,93109495,-5230847,98340342,-1880.0079987046074,-5230800
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,13489072,0,-5230800,-5230800,27448430,-648034,-823490,25976906,-134374,22284593,9839589,31989808,2392788,1173999,30937264,34504051,331018,307712,0,638730,93109495,-5230847,98340342,-1880.0079987046074,-5230800
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,13489072,0,-5230800,-5230800,27448430,-648034,-823490,25976906,-134374,22284593,9839589,31989808,2392788,1173999,30937264,34504051,331018,307712,0,638730,93109495,-5230847,98340342,-1880.0079987046074,-5230800
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,13489072,0,-5230800,-5230800,27448430,-648034,-823490,25976906,-134374,22284593,9839589,31989808,2392788,1173999,30937264,34504051,331018,307712,0,638730,93109495,-5230847,98340342,-1880.0079987046074,-5230800
