Mpumalanga: Steve Tshwete(MP313) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Licences and permits,,8541415,0,8143940,8177555,746034,829605,722308,2297947,759827,779073,653858,2192758,742240,723924,763401,2229565,672728,1027136,725303,2425167,9145437,8143940,1001497,12.3,8177555
Agency services,,14574227,0,13545608,14545608,0,1324793,1487421,2812214,1251411,1298073,1142102,3691586,1237219,1329473,0,2566692,1441409,2730592,1259638,5431639,14502131,13545608,956523,7.06,14545608
Transfers recognised - operational,,120038816,0,189619569,111668219,42669019,611500,2193489,45474008,0,1135648,34519000,35654648,0,360352,33809621,34169973,0,0,0,0,115298629,189619569,-74320940,-39.19,111668219
Other own revenue,,100354539,0,66147938,41320806,421006,1872625,1869128,4162759,2559755,1650085,4135782,8345622,1317976,2231606,1883502,5433084,1617425,1974397,4194188,7786010,25727475,66147938,-40420463,-61.11,41320806
Gains on disposal of PPE,,91307,0,150000,800000,0,0,0,0,2429864,0,150682,2580546,0,0,0,0,0,0,0,0,2580546,150000,2430546,1620.36,800000
Total Revenue (excl. capital transfers and contributions),,1203303581,0,1303203453,1214466178,128001351,98532487,97280941,323814779,93849299,92261771,124295781,310406851,85138724,89597862,119902837,294639423,87378287,90892928,100001724,278272939,1207133992,1303203453,-96069461,-7.37179300583084,1214466178
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,308716531,0,344431966,346292835,27307963,26606084,27211779,81125826,27408285,27369614,27343235,82121134,30052876,28136232,28167843,86356951,27870652,27891085,27376484,83138221,332742132,344431966,-11689834,-3.39,346292835
Remuneration of councillors,,17087587,0,18817670,18711270,1389072,1347128,1360831,4097031,1392647,1832496,1439024,4664167,1422608,1404003,1414980,4241591,2190175,1472658,1490025,5152858,18155647,18817670,-662023,-3.52,18711270
Debt impairment,,13066945,0,8033795,16033795,669483,669483,669483,2008449,669483,669483,669483,2008449,669483,669483,669483,2008449,669483,669484,669484,2008451,8033798,8033795,3,0,16033795
Depreciation and asset impairment,,149681321,0,176251700,176251700,14686008,14686008,14686008,44058024,14686008,14686008,14686008,44058024,14686008,14686008,14686008,44058024,14686008,14678392,14698081,44062481,176236553,176251700,-15147,-0.01,176251700
Finance charges,,10969999,0,28080922,28080922,0,0,0,0,0,0,5036279,5036279,0,0,0,0,0,0,0,0,5036279,28080922,-23044643,-82.07,28080922
Bulk purchases,,296646672,0,340072243,339072778,7404,41000354,41184093,82191851,24301996,22269380,24673283,71244659,21183166,22568379,22689002,66440547,21634324,22120770,23715078,67470172,287347229,340072243,-52725014,-15.5,339072778
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,28554441,0,38560561,38011379,2130102,2614447,2022349,6766898,2564844,3042947,3537836,9145627,3206295,3209216,3450162,9865673,2658209,3020268,2642998,8321475,34099673,38560561,-4460888,-11.57,38011379
Transfers and grants,,57517288,0,62503456,64393292,5007321,5123811,5187124,15318256,5732730,5229232,5160197,16122159,5244307,5298770,5271241,15814318,5453433,5811183,5161673,16426289,63681022,62503456,1177566,1.88,64393292
Other expenditure,,255969101,0,335633858,262481420,15172372,15084725,19989800,50246897,16633103,15984662,16431741,49049506,16902525,15538773,23915588,56356886,21824749,18552091,20037453,60414293,216067582,335633858,-119566276,-35.62,262481420
Loss on disposal of PPE,,2597902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,1140807787,0,1352386171,1289329391,66369725,107132040,112311467,285813232,93389096,91083822,98977086,283450004,93367268,91510864,100264307,285142439,96987033,94215931,95791276,286994240,1141399915,1352386171,-210986256,-15.601036192494458,1289329391
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,62495794,0,-49182718,-74863213,61631626,-8599553,-15030526,38001547,460203,1177949,25318695,26956847,-8228544,-1913002,19638530,9496984,-9608746,-3323003,4210448,-8721301,65734077,-49182718,114916795,-233.65279446329095,-74863213
Transfers recognised - capital,,110428900,0,45770680,90619937,2652481,1036000,0,3688481,0,18775352,0,18775352,0,401648,30120000,30521648,0,0,0,0,52985481,45770680,7214801,15.76,90619937
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,49908340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49908340,-49908340,-100,0
Surplus/(Deficit) after capital transfers and contributions,,172924694,0,46496302,15756724,64284107,-7563553,-15030526,41690028,460203,19953301,25318695,45732199,-8228544,-1511354,49758530,40018632,-9608746,-3323003,4210448,-8721301,118719558,46496302,72223256,155.33118311215372,15756724
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,172924694,0,46496302,15756724,64284107,-7563553,-15030526,41690028,460203,19953301,25318695,45732199,-8228544,-1511354,49758530,40018632,-9608746,-3323003,4210448,-8721301,118719558,46496302,72223256,155.33118311215372,15756724
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,172924694,0,46496302,15756724,64284107,-7563553,-15030526,41690028,460203,19953301,25318695,45732199,-8228544,-1511354,49758530,40018632,-9608746,-3323003,4210448,-8721301,118719558,46496302,72223256,155.33118311215372,15756724
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,172924694,0,46496302,15756724,64284107,-7563553,-15030526,41690028,460203,19953301,25318695,45732199,-8228544,-1511354,49758530,40018632,-9608746,-3323003,4210448,-8721301,118719558,46496302,72223256,155.33118311215372,15756724
