Kwazulu-Natal: Okhahlamba(KZN235) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers and grants,,0,0,7237247,7237247,183315,67198,571963,822476,0,132681,0,132681,0,0,65499,65499,65279,66177,66177,197633,1218289,7237247,-6018958,-83.17,7237247
Other expenditure,,43548774,0,39295406,46346219,1391155,3111860,2105208,6608223,5020518,-38753,2339406,7321171,3306035,2345298,2155434,7806767,3171031,5082612,5082612,13336255,35072416,39295406,-4222990,-10.75,46346219
Loss on disposal of PPE,,0,0,0,148752,0,0,78250,78250,-227002,0,0,-227002,0,0,0,0,686512,0,0,686512,537760,,537760,0,148752
Total Expenditure,,103682449,0,115112487,125803235,5723606,7259706,8855100,21838412,9482825,2959369,7717550,20159744,7989960,7326315,6513762,21830037,9181784,9557527,9557527,28296838,92125031,115112487,-22987456,-19.969558993195935,125803235
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,9271964,0,18601673,661288,33673813,1314458,-4050969,30937302,-6234985,25018021,-4938944,13844092,-5513550,301080,17627139,12414669,-6289455,-6912979,-6912979,-20115413,37080650,18601673,18478977,99.34040341425204,661288
Transfers recognised - capital,,44376960,0,32537000,43014000,17300000,8865000,1500000,27665000,0,2500000,12000000,14500000,0,0,4849000,4849000,0,0,0,0,47014000,32537000,14477000,44.49,43014000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,53648924,0,51138673,43675288,50973813,10179458,-2550969,58602302,-6234985,27518021,7061056,28344092,-5513550,301080,22476139,17263669,-6289455,-6912979,-6912979,-20115413,84094650,51138673,32955977,64.44433354772424,43675288
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,53648924,0,51138673,43675288,50973813,10179458,-2550969,58602302,-6234985,27518021,7061056,28344092,-5513550,301080,22476139,17263669,-6289455,-6912979,-6912979,-20115413,84094650,51138673,32955977,64.44433354772424,43675288
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,53648924,0,51138673,43675288,50973813,10179458,-2550969,58602302,-6234985,27518021,7061056,28344092,-5513550,301080,22476139,17263669,-6289455,-6912979,-6912979,-20115413,84094650,51138673,32955977,64.44433354772424,43675288
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,53648924,0,51138673,43675288,50973813,10179458,-2550969,58602302,-6234985,27518021,7061056,28344092,-5513550,301080,22476139,17263669,-6289455,-6912979,-6912979,-20115413,84094650,51138673,32955977,64.44433354772424,43675288
