Western Cape: Witzenberg(WC022) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Licences and permits,,166043,0,274380,274380,55943,6252,6535,68730,21388,6316,8669,36373,9260,8760,7437,25457,6933,12926,6303,26162,156722,274380,-117658,-42.88,274380
Agency services,,3326448,0,3218300,3218300,257974,287253,256769,801996,489633,298457,258734,1046824,423667,280246,382854,1086767,317829,274869,352369,945067,3880654,3218300,662354,20.58,3218300
Transfers recognised - operational,,89624248,0,72271360,88529004,4611085,4892871,4795225,14299181,5184005,12575360,5082699,22842064,12255022,4683307,4763163,21701492,5157534,5023179,5684447,15865160,74707897,72271360,2436537,3.37,88529004
Other own revenue,,5909736,0,4318190,4393690,204929,418805,289872,913606,484114,554476,291633,1330223,453094,261115,486648,1200857,3321428,234545,260480,3816453,7261139,4318190,2942949,68.15,4393690
Gains on disposal of PPE,,0,0,2502120,2502120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,6344,6344,2502120,-2495776,-99.75,2502120
Total Revenue (excl. capital transfers and contributions),,396721818,0,401861435,421194579,79349191,26036762,27244527,132630480,23937574,31040562,24469505,79447641,34249307,27727726,32980139,94957172,34286296,32039611,26727108,93053015,400088308,401861435,-1773127,-0.44122845477819983,421194579
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,105569747,0,121034014,118028668,9150549,9512205,9192295,27855049,9181990,14854967,8092850,32129807,10625247,9003651,3499533,23128431,7924178,6695581,17437843,32057602,115170889,121034014,-5863125,-4.84,118028668
Remuneration of councillors,,7788802,0,8363875,8363875,643689,643689,643689,1931067,643689,635161,624355,1903205,623728,603450,626719,1853897,972643,717182,686901,2376726,8064895,8363875,-298980,-3.57,8363875
Debt impairment,,27825459,0,15000000,18000000,1875719,980418,0,2856137,-5622554,27222,475444,-5119888,2269887,2070423,1404913,5745223,1845687,2201209,2516960,6563856,10045328,15000000,-4954672,-33.03,18000000
Depreciation and asset impairment,,16247434,0,17000000,16996326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1828,-1828,-1828,17000000,-17001828,-100.01,16996326
Finance charges,,12373062,0,13084739,13069739,391797,553463,2211002,3156262,472917,764299,607925,1845141,475628,472900,1993408,2941936,472917,472917,889460,1835294,9778633,13084739,-3306106,-25.27,13069739
Bulk purchases,,125406539,0,147149999,147149999,0,15590163,14250202,29840365,8299711,8572964,8151056,25023731,8236926,11155613,11654694,31047233,13735654,11570455,11162521,36468630,122379959,147149999,-24770040,-16.83,147149999
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,9903943,0,11682710,11797810,101801,346359,1001885,1450045,707878,1506614,499167,2713659,618529,2191961,1063653,3874143,785191,1022783,1583601,3391575,11429422,11682710,-253288,-2.17,11797810
Transfers and grants,,812208,0,854890,792490,26500,189693,44500,260693,169043,14300,0,183343,167143,0,31500,198643,157893,37500,83700,279093,921772,854890,66882,7.82,792490
Other expenditure,,74959317,0,62396581,79557835,2054920,3448486,4168359,9671765,5025696,11949107,6219006,23193809,10066142,4643245,4075161,18784548,4213896,4928072,7283608,16425576,68075698,62396581,5679117,9.1,79557835
Loss on disposal of PPE,,949580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,381836091,0,396566808,413756742,14244975,31264476,31511932,77021383,18878370,38324634,24669803,81872807,33083230,30141243,24349581,87574054,30108059,27645699,41642766,99396524,345864768,396566808,-50702040,-12.785245506477183,413756742
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,14885727,0,5294627,7437837,65104216,-5227714,-4267405,55609097,5059204,-7284072,-200298,-2425166,1166077,-2413517,8630558,7383118,4178237,4393912,-14915658,-6343509,54223540,5294627,48928913,924.1238901248378,7437837
Transfers recognised - capital,,48136433,0,45796184,52760237,0,2006435,694520,2700955,2168958,1584751,6414996,10168705,4646589,394483,4918142,9959214,8664210,6944984,12539820,28149014,50977888,45796184,5181704,11.31,52760237
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,63022160,0,51090811,60198074,65104216,-3221279,-3572885,58310052,7228162,-5699321,6214698,7743539,5812666,-2019034,13548700,17342332,12842447,11338896,-2375838,21805505,105201428,51090811,54110617,105.9106636612208,60198074
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,63022160,0,51090811,60198074,65104216,-3221279,-3572885,58310052,7228162,-5699321,6214698,7743539,5812666,-2019034,13548700,17342332,12842447,11338896,-2375838,21805505,105201428,51090811,54110617,105.9106636612208,60198074
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,63022160,0,51090811,60198074,65104216,-3221279,-3572885,58310052,7228162,-5699321,6214698,7743539,5812666,-2019034,13548700,17342332,12842447,11338896,-2375838,21805505,105201428,51090811,54110617,105.9106636612208,60198074
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,63022160,0,51090811,60198074,65104216,-3221279,-3572885,58310052,7228162,-5699321,6214698,7743539,5812666,-2019034,13548700,17342332,12842447,11338896,-2375838,21805505,105201428,51090811,54110617,105.9106636612208,60198074
