Free State: Matjhabeng(FS184) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,1645024257,0,1797825637,1787825949,291130992,104837383,147106890,543075265,135211437,226428489,124452423,486092349,128429109,123937292,132659208,385025609,126951170,176327401,235737877,539016448,1953209671,1797825358,155384313,8.642903622900173,1787825949
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,482974006,0,541979991,515062992,42888843,42486198,45975918,131350959,45248440,44448195,44966900,134663535,43919940,45751165,48153142,137824247,43677754,46280319,46632894,136590967,540429708,515063000,25366708,4.92,515062992
Remuneration of councillors,,24682338,0,0,24567000,2170244,2182356,2171212,6523812,2171212,2171212,2148863,6491287,2153601,2153601,2180673,6487875,2156995,2293206,2275816,6726017,26228991,26917000,-688009,-2.56,24567000
Debt impairment,,38941330,0,344917941,109513086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344917941,-344917941,-100,109513086
Depreciation and asset impairment,,274935538,0,0,235404855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235404855,-235404855,-100,235404855
Finance charges,,0,0,95751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95751000,-95751000,-100,0
Bulk purchases,,665245239,0,553797093,553797093,97067997,29889010,18380119,145337126,15067780,35934556,29271179,80273515,15961400,1658112,2326747,19946259,25185696,35243297,68342577,128771570,374328470,553797093,-179468623,-32.41,553797093
Other Materials,,37807657,0,159910521,158560889,1079853,1404613,1683845,4168311,1206056,1514851,9457007,12177914,1654623,1027880,8372993,11055496,2540754,3084389,5458733,11083876,38485597,,38485597,0,158560889
Contracted services,,120425649,0,8000000,8000000,25331,0,0,25331,765061,2181640,3837733,6784434,0,0,0,0,0,531657,606472,1138129,7947894,8000000,-52106,-0.65,8000000
Transfers and grants,,29457023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,311842313,0,249715091,339166034,10895568,20948973,13298242,45142783,14488456,14391352,24478902,53358710,18217534,25603997,35754767,79576298,25239299,18095297,48024571,91359167,269436958,174220091,95216867,54.65,339166034
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,1986311093,0,1954071637,1944071949,154127836,96911150,81509336,332548322,78947005,100641806,114160584,293749395,81907098,76194755,96788322,254890175,98800498,105528165,171341063,375669726,1256857618,1954070980,-697213362,-35.68004279967353,1944071949
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-341286836,0,-156246000,-156246000,137003156,7926233,65597554,210526943,56264432,125786683,10291839,192342954,46522011,47742537,35870886,130135434,28150672,70799236,64396814,163346722,696352053,-156245622,852597675,-545.6778014554545,-156246000
Transfers recognised - capital,,189129592,0,156246000,156246000,43722000,0,1500000,45222000,2000000,64825000,1700000,68525000,0,0,50699000,50699000,0,0,0,0,164446000,156246000,8200000,5.25,156246000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-152157244,0,0,0,180725156,7926233,67097554,255748943,58264432,190611683,11991839,260867954,46522011,47742537,86569886,180834434,28150672,70799236,64396814,163346722,860798053,378,860797675,227724252.64550266,0
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-152157244,0,0,0,180725156,7926233,67097554,255748943,58264432,190611683,11991839,260867954,46522011,47742537,86569886,180834434,28150672,70799236,64396814,163346722,860798053,378,860797675,227724252.64550266,0
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-152157244,0,0,0,180725156,7926233,67097554,255748943,58264432,190611683,11991839,260867954,46522011,47742537,86569886,180834434,28150672,70799236,64396814,163346722,860798053,378,860797675,227724252.64550266,0
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-152157244,0,0,0,180725156,7926233,67097554,255748943,58264432,190611683,11991839,260867954,46522011,47742537,86569886,180834434,28150672,70799236,64396814,163346722,860798053,378,860797675,227724252.64550266,0
