Mpumalanga: Dipaleseng(MP306) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,164400195,0,149065436,156852356,26791794,10333371,7820924,44946089,8999844,24240300,8054724,41294868,9020459,9267393,20720154,39008006,8152593,20720154,11435913,40308660,165557623,149065839,16491784,11.063422787296021,156852356
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,47146811,0,48009305,47158215,3307356,3907321,3792236,11006913,3597727,3767718,3406568,10772013,3873793,3634078,3542360,11050231,4090688,3542360,3527693,11160741,43989898,48009992,-4020094,-8.37,47158215
Remuneration of councillors,,4524718,0,5527364,5568601,386209,400369,405649,1192227,404475,413664,401324,1219463,411420,409316,591366,1412102,0,591366,429833,1021199,4844991,5527360,-682369,-12.35,5568601
Debt impairment,,23421035,0,22653982,35809021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15974314,15974314,15974314,22653996,-6679682,-29.49,35809021
Depreciation and asset impairment,,21124211,0,36091008,36091008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36091008,-36091008,-100,36091008
Finance charges,,1318095,0,477900,329900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477896,-477896,-100,329900
Bulk purchases,,36906085,0,44560000,43060000,5263371,4603336,2482617,12349324,3605914,580207,4457168,8643289,2831302,3015654,2426255,8273211,2608717,2426255,2472097,7507069,36772893,44560000,-7787107,-17.48,43060000
Other Materials,,4993000,0,0,4482640,33290,30420,118563,182273,0,0,0,0,0,0,405935,405935,0,405935,0,405935,994143,,994143,0,4482640
Contracted services,,8521050,0,6333960,6544087,429908,34475,191755,656138,656127,0,211722,867849,189598,234621,0,424219,270915,0,186895,457810,2406016,6332960,-3926944,-62.01,6544087
Transfers and grants,,1950000,0,0,0,50998,255866,96207,403071,0,0,135168,135168,12183199,181514,434920,12799633,328791,434920,521895,1285606,14623478,3,14623475,487449166.67,0
Other expenditure,,24829183,0,30457174,28258476,1385319,3026451,1406075,5817845,2829415,2147881,4213758,9191054,1827141,2124042,2617809,6568992,2559653,2617809,2376566,7554028,29131919,30458004,-1326085,-4.35,28258476
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,174734188,0,194110693,207301948,10856451,12258238,8493102,31607791,11093658,6909470,12825708,30828836,21316453,9599225,10018645,40934323,9858764,10018645,25489293,45366702,148737652,194111219,-45373567,-23.375035834482087,207301948
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-10333993,0,-45045257,-50449592,15935343,-1924867,-672178,13338298,-2093814,17330830,-4770984,10466032,-12295994,-331832,10701509,-1926317,-1706171,10701509,-14053380,-5058042,16819971,-45045380,61865351,-137.34005795932902,-50449592
Transfers recognised - capital,,0,0,0,0,13830000,0,0,13830000,500000,350000,0,850000,0,0,0,0,0,0,0,0,14680000,,14680000,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-10333993,0,-45045257,-50449592,29765343,-1924867,-672178,27168298,-1593814,17680830,-4770984,11316032,-12295994,-331832,10701509,-1926317,-1706171,10701509,-14053380,-5058042,31499971,-45045380,76545351,-169.9294156248654,-50449592
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-10333993,0,-45045257,-50449592,29765343,-1924867,-672178,27168298,-1593814,17680830,-4770984,11316032,-12295994,-331832,10701509,-1926317,-1706171,10701509,-14053380,-5058042,31499971,-45045380,76545351,-169.9294156248654,-50449592
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-10333993,0,-45045257,-50449592,29765343,-1924867,-672178,27168298,-1593814,17680830,-4770984,11316032,-12295994,-331832,10701509,-1926317,-1706171,10701509,-14053380,-5058042,31499971,-45045380,76545351,-169.9294156248654,-50449592
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-10333993,0,-45045257,-50449592,29765343,-1924867,-672178,27168298,-1593814,17680830,-4770984,11316032,-12295994,-331832,10701509,-1926317,-1706171,10701509,-14053380,-5058042,31499971,-45045380,76545351,-169.9294156248654,-50449592
