Eastern Cape: Nxuba(EC128) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,89717619,0,83237044,84546931,4744299,3060841,3875406,11680546,3583112,3885955,6377380,13846447,4357853,3197920,3975936,11531709,3521877,5745231,3516928,12784036,49842738,83236394,-33393656,-40.11905657518032,84546931
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-24864368,0,-20614186,-17422454,7596512,406411,-1788808,6214115,-1109055,-2063494,-3992908,-7165457,-2969020,939593,-1773132,-3802559,-2588026,1025667,-1545566,-3107925,-7861826,-20613670,12751844,-61.86110479114102,-17422454
Transfers recognised - capital,,10852704,0,9451000,9734297,3151000,0,0,3151000,0,0,0,0,0,3150000,3150000,6300000,0,0,0,0,9451000,9451000,0,0,9734297
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-14011664,0,-11163186,-7688157,10747512,406411,-1788808,9365115,-1109055,-2063494,-3992908,-7165457,-2969020,4089593,1376868,2497441,-2588026,1025667,-1545566,-3107925,1589174,-11162670,12751844,-114.23650434886994,-7688157
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-14011664,0,-11163186,-7688157,10747512,406411,-1788808,9365115,-1109055,-2063494,-3992908,-7165457,-2969020,4089593,1376868,2497441,-2588026,1025667,-1545566,-3107925,1589174,-11162670,12751844,-114.23650434886994,-7688157
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-14011664,0,-11163186,-7688157,10747512,406411,-1788808,9365115,-1109055,-2063494,-3992908,-7165457,-2969020,4089593,1376868,2497441,-2588026,1025667,-1545566,-3107925,1589174,-11162670,12751844,-114.23650434886994,-7688157
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-14011664,0,-11163186,-7688157,10747512,406411,-1788808,9365115,-1109055,-2063494,-3992908,-7165457,-2969020,4089593,1376868,2497441,-2588026,1025667,-1545566,-3107925,1589174,-11162670,12751844,-114.23650434886994,-7688157
