Western Cape: Overstrand(WC032) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,748917475,0,786607982,812401925,82999602,61724343,61494213,206218158,60413300,77360820,61609414,199383534,67638717,60414177,75750165,203803059,59877878,59234810,86184243,205296931,814701682,784473899,30227783,3.8532554159587153,812401925
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,260644839,0,280066246,276216631,18471434,20494274,20270512,59236220,20843476,31749533,22427735,75020744,22626240,21814166,20735810,65176216,21731243,21148125,23569863,66449231,265882411,280066244,-14183833,-5.06,276216631
Remuneration of councillors,,7932511,0,8515532,8515532,664823,664809,644305,1973937,589580,583344,651954,1824878,660104,646892,646898,1953894,985614,682651,682651,2350916,8103625,8515532,-411907,-4.84,8515532
Debt impairment,,12525633,0,0,22792000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22792000,22792000,22792000,,22792000,0,22792000
Depreciation and asset impairment,,99360928,0,109265432,105461097,9105454,9105454,9105456,27316364,9105454,9105454,9105454,27316362,9105454,6569231,8788372,24463057,8788422,8788420,8788448,26365290,105461073,109265432,-3804359,-3.48,105461097
Finance charges,,39927310,0,45162306,44479874,130680,0,1146535,1277215,4171134,1322687,8812628,14306449,1666056,0,2238891,3904947,6835951,1587448,15535019,23958418,43447029,45162306,-1715277,-3.8,44479874
Bulk purchases,,157055063,0,169444224,169444224,2871256,19612190,19715820,42199266,12715924,11135104,12257076,36108104,12818199,11974707,11095975,35888881,12158783,11942645,29362160,53463588,167659839,169444224,-1784385,-1.05,169444224
Other Materials,,13594531,0,17294922,17314922,637196,801413,962900,2401509,1915075,1635929,1334579,4885583,1477520,1253804,1320246,4051570,1576232,1683824,2034493,5294549,16633211,17294920,-661709,-3.83,17314922
Contracted services,,72754120,0,81062123,82466676,1153160,5173517,4882204,11208881,5875767,5745577,7066994,18688338,3982207,5150261,7164704,16297172,6751706,7748484,18472506,32972696,79167087,81062124,-1895037,-2.34,82466676
Transfers and grants,,38749289,0,41370338,41668455,3380401,3445538,3478481,10304420,3722939,3523219,3570975,10817133,3534060,3519406,3493292,10546758,3512639,3514170,3504381,10531190,42199501,41370338,829163,2,41668455
Other expenditure,,117460189,0,117407326,164962927,3000420,8305632,10515330,21821382,9251560,9060508,10421727,28733795,6254126,37944643,12984634,57183403,13329431,12095398,18653736,44078565,151817145,117407327,34409818,29.31,164962927
Loss on disposal of PPE,,12017433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,832021846,0,869588449,933322338,39414824,67602827,70721543,177739194,68190909,73861355,75649122,217701386,62123966,88873110,68468822,219465898,75670021,69191165,143395257,288256443,903162921,869588447,33574474,3.860961368084965,933322338
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-83104371,0,-82980467,-120920413,43584778,-5878484,-9227330,28478964,-7777609,3499465,-14039708,-18317852,5514751,-28458933,7281343,-15662839,-15792143,-9956355,-57211014,-82959512,-88461239,-85114548,-3346691,3.9319846943204118,-120920413
Transfers recognised - capital,,38089847,0,34233829,55497732,0,0,1567719,1567719,1877921,3993556,8592886,14464363,1075024,7323176,7698934,16097134,2687366,4787400,13924748,21399514,53528730,34233829,19294901,56.36,55497732
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134088,-2134088,-100,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-45014524,0,-48746638,-65422681,43584778,-5878484,-7659611,30046683,-5899688,7493021,-5446822,-3853489,6589775,-21135757,14980277,434295,-13104777,-5168955,-43286266,-61559998,-34932509,-48746631,13814122,-28.33861892937791,-65422681
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-45014524,0,-48746638,-65422681,43584778,-5878484,-7659611,30046683,-5899688,7493021,-5446822,-3853489,6589775,-21135757,14980277,434295,-13104777,-5168955,-43286266,-61559998,-34932509,-48746631,13814122,-28.33861892937791,-65422681
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-45014524,0,-48746638,-65422681,43584778,-5878484,-7659611,30046683,-5899688,7493021,-5446822,-3853489,6589775,-21135757,14980277,434295,-13104777,-5168955,-43286266,-61559998,-34932509,-48746631,13814122,-28.33861892937791,-65422681
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-45014524,0,-48746638,-65422681,43584778,-5878484,-7659611,30046683,-5899688,7493021,-5446822,-3853489,6589775,-21135757,14980277,434295,-13104777,-5168955,-43286266,-61559998,-34932509,-48746631,13814122,-28.33861892937791,-65422681
