Western Cape: George(WC044) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,3931893,0,4392430,4392430,-548172,372089,1222847,1046764,-521609,293526,1167331,939248,254676,272436,260241,787353,269220,263068,329211,861499,3634864,4392430,-757566,-17.25,4392430
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,60966463,0,17515480,49032580,1704104,1249916,1605291,4559311,1092735,1036825,788273,2917833,1204288,922078,1445365,3571731,960259,376170,1321897,2658326,13707201,17515480,-3808279,-21.74,49032580
Licences and permits,,2088827,0,2601470,2601470,200293,203738,207712,611743,193298,198723,639,392660,274403,236650,245787,756840,98767,275393,253958,628118,2389361,2601470,-212109,-8.15,2601470
Agency services,,6961369,0,6586340,6586340,722721,1290,1613361,2337372,531120,32908,-265789,298239,1867124,399990,558013,2825127,1085316,588924,264276,1938516,7399254,6586340,812914,12.34,6586340
Transfers recognised - operational,,290629406,0,236511591,254132910,0,37839945,12438077,50278022,570315,979083,31399084,32948482,27371329,0,40952469,68323798,597392,566824,211862,1376078,152926380,236511591,-83585211,-35.34,254132910
Other own revenue,,52891558,0,23148286,32858192,1171517,594774,2037674,3803965,1568758,1065724,1473237,4107719,8367508,3244685,2608347,14220540,3797051,3929327,9364419,17090797,39223021,15398436,23824585,154.72,32858192
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,1241482922,0,1156994737,1217776622,80581869,102729655,94685807,277997331,75942187,78502056,107495305,261939548,112347309,83843812,115709063,311900184,82389730,67378629,88496724,238265083,1090102146,1149244886,-59142740,-5.1462260759627165,1217776622
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,311839316,0,308228907,320305890,21632106,25397724,25296330,72326160,25311275,39623582,25576214,90511071,26951743,26400093,25984858,79336694,25406139,25828185,27845052,79079376,321253301,308228903,13024398,4.23,320305890
Remuneration of councillors,,15567736,0,18138774,18138774,1314525,1314525,1314525,3943575,1314525,1313185,1315865,3943575,1314378,1314378,1314378,3943134,2052828,1388223,1388222,4829273,16659557,18138774,-1479217,-8.15,18138774
Debt impairment,,69604195,0,20000000,51517100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,-20000000,-100,51517100
Depreciation and asset impairment,,110052755,0,111411587,114789631,0,0,27397789,27397789,9422854,8945744,9243965,27612563,9243992,8349313,9244011,26837316,8945786,9244144,0,18189930,100037598,111411588,-11373990,-10.21,114789631
Finance charges,,51159815,0,47984398,46688408,0,0,31298,31298,0,0,24282054,24282054,0,0,16021,16021,0,0,22971100,22971100,47300473,47984398,-683925,-1.43,46688408
Bulk purchases,,287736248,0,324001640,317964640,22887,39488046,36858673,76369606,22229239,22940957,21387962,66558158,21890604,22198848,20518869,64608321,22839741,21208613,58816823,102865177,310401262,324001639,-13600377,-4.2,317964640
Other Materials,,227383,0,267820,237820,6148,19827,22860,48835,12814,14439,11993,39246,15871,11980,13439,41290,11788,10340,34538,56666,186037,267820,-81783,-30.54,237820
Contracted services,,234571488,0,181671705,180540073,444352,6527231,9703851,16675434,10832825,7504579,24136610,42474014,-3433615,11316908,32669032,40552325,9567990,14526220,26052669,50146879,149848652,181671705,-31823053,-17.52,180540073
Transfers and grants,,2368266,0,3043000,3043000,31944,219979,321019,572942,167318,32658,688544,888520,68032,197499,107188,372719,62750,748,637772,701270,2535451,3043000,-507549,-16.68,3043000
Other expenditure,,179864598,0,201247802,225765475,8537980,17419530,16283430,42240940,14642685,13283347,12431650,40357682,11809730,11123035,15573296,38506061,13602484,18084138,26317987,58004609,179109292,201247802,-22138510,-11,225765475
Loss on disposal of PPE,,99087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,1263090887,0,1215995633,1278990811,31989942,90386862,117229775,239606579,83933535,93658491,119074857,296666883,67860735,80912054,105441092,254213881,82489506,90290611,164064163,336844280,1127331623,1215995629,-88664006,-7.291474071573329,1278990811
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-21607965,0,-59000896,-61214189,48591927,12342793,-22543968,38390752,-7991348,-15156435,-11579552,-34727335,44486574,2931758,10267971,57686303,-99776,-22911982,-75567439,-98579197,-37229477,-66750743,29521266,-44.226123445547266,-61214189
Transfers recognised - capital,,273073807,0,118339554,152007031,0,0,24632955,24632955,0,0,28968871,28968871,31495,0,18125139,18156634,0,0,0,0,71758460,118339554,-46581094,-39.36,152007031
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7749850,-7749850,-100,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,251465842,0,59338658,90792842,48591927,12342793,2088987,63023707,-7991348,-15156435,17389319,-5758464,44518069,2931758,28393110,75842937,-99776,-22911982,-75567439,-98579197,34528983,59338661,-24809678,-41.810309807968196,90792842
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,251465842,0,59338658,90792842,48591927,12342793,2088987,63023707,-7991348,-15156435,17389319,-5758464,44518069,2931758,28393110,75842937,-99776,-22911982,-75567439,-98579197,34528983,59338661,-24809678,-41.810309807968196,90792842
Attributable to minorities,,0,0,0,-7749062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-7749062
Surplus/(Deficit) attributable to municipality,,251465842,0,59338658,83043780,48591927,12342793,2088987,63023707,-7991348,-15156435,17389319,-5758464,44518069,2931758,28393110,75842937,-99776,-22911982,-75567439,-98579197,34528983,59338661,-24809678,-41.810309807968196,83043780
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,251465842,0,59338658,83043780,48591927,12342793,2088987,63023707,-7991348,-15156435,17389319,-5758464,44518069,2931758,28393110,75842937,-99776,-22911982,-75567439,-98579197,34528983,59338661,-24809678,-41.810309807968196,83043780
